oid,otype,morph_type,rvz_redshift,B,V,u_,g_,r_,i_,z_
1319415,Sy2,4,0.09472,19.56,18.74,18.626,16.081,15.248,14.892,14.58
2833359,Sy2,Sc,0.03054,16.98,15.88,18.413,16.486,15.56,15.075,14.679
4909179,Sy2,SBb,0.0287,17.83,16.84,16.593,14.873,14.093,13.699,13.455
7842021,Sy1,S0/a,0.06178,18.33,17.69,17.683,16.292,15.482,15,14.66
1397772,Sy1,Scd,0.028632608,18.7,18.31,16.977,16.047,15.682,15.499,15.319
2154003,Sy1,E...,0.1143,19.83,19.16,18.8,17.69,16.898,16.505,16.255
632783,Sy1,Sbc,0.02388,18.33,17.88,16.709,15.689,15.153,14.882,14.639
588158,Sy2,1,0.06996,18.36,17.7,17.682,15.935,15.1,14.685,14.386
2185911,Sy1,E,0.07667,16.45,15.93,16.856,16.235,15.876,15.497,15.423
358749,Sy2,S,0.07918,19.75,19.05,19.63,17.808,17.003,16.565,16.232
2779399,Sy2,Sb,0.03862,15.32,14.81,16.674,15.331,14.679,14.301,13.991
353083,Sy2,1,0.0282,17.92,17.2,17.764,15.905,15.02,14.571,14.244
2126694,Sy2,E...,0.02344,16.47,15.68,17.471,16.117,15.519,15.189,14.94
2124526,Sy2,E...,0.092668,17.512,16.68,19.067,17.197,16.288,15.867,15.559
361970,Sy1,Sb,0.05416,16.13,15.51,17.701,15.78,15.015,14.611,14.335
363418,Sy2,2,0.0542,18.21,17.5,17.836,16.143,15.323,14.912,14.584
338156,Sy2,3,0.02752,17.19,16.57,16.655,15.077,14.336,13.974,13.67
494939,Sy2,1,0.04955,18.52,17.72,17.632,15.823,14.887,14.402,13.976
2076388,Sy1,E...,0.17229,19.5,18.92,18.61,17.928,17.17,16.896,16.454
2665188,Sy2,0,0.06423,18.14,17.61,17.57,16.2,15.547,15.129,14.891
1340232,Sy2,0,0.02859,17.69,17.05,17.246,15.758,15.035,14.648,14.35
1373159,Sy1,SBa,0.05435,17.04,16.78,15.907,15.077,14.706,14.307,14.143
544771,Sy1,Sab,0.1218,18.74,18.22,18.068,17.451,16.837,16.371,16.152
2077078,Sy2,Sab,0.07293,16,15.83,17.298,15.76,14.945,14.527,14.233
541491,Sy2,SB,0.05422,19.19,18.54,18.839,17.17,16.42,16.02,15.734
458244,Sy2,Irr,0.14528,19.89,19.17,20.204,18.634,17.703,17.19,16.835
1329884,Sy2,S,0.08491,16.04,15.12,17.495,15.964,15.168,14.774,14.43
466036,Sy1,Sa,0.01377,16,16.98,16.095,15.523,15.295,15.326,15.216
5752839,Sy2,Sa,0.06191,16.84,16.29,18.192,16.626,15.867,15.453,15.176
1327590,Sy1,SA,0.02961,14.33,13.48,15.704,13.924,13.115,12.713,12.359
1938908,Sy2,E-E/S0,0.00317,13.21,12.17,12.469,10.413,9.544,9.074,8.835
2894863,Sy1,-0.9,0.03097,17.72,16.98,16.234,14.414,13.534,13.058,12.675
1138190,Sy2,Sb,0.03471,19.7,18.9,18.92,17.127,16.227,15.697,15.225
338837,Sy2,-2,0.02787,16.62,15.95,16.466,14.627,13.773,13.32,12.979
509443,Sy2,Sa,0.05955,18.52,17.82,18.633,16.932,16.175,15.745,15.41
642263,Sy2,Sb,0.08447,19.57,18.79,19.41,17.605,16.668,16.161,15.758
3788279,Sy2,S0,0.12617,16.7,15.95,18.08,16.38,15.304,14.778,14.414
505416,Sy1,cG,0.18835,17.49,17.27,17.1336,17.2127,17.1752,16.8449,16.9533
625650,Sy2,Sb,0.03473,18.93,18.21,18.35,16.53,15.644,15.167,14.783
496542,Sy2,SBb,0.0342,16.34,15.52,17.59,15.985,15.247,14.854,14.544
2257990,Sy2,Sa,0.04986,18.49,17.75,18.519,16.79,15.948,15.501,15.14
2289591,Sy2,2,0.08263,18.39,17.61,17.816,16.016,15.075,14.609,14.269
1868132,Sy2,SA_B_a,0.04735,17.18,16.3,17.304,15.78,15.065,14.687,14.35
2257987,Sy2,Sc,0.05353,19.53,18.69,18.024,16.262,15.305,14.774,14.356
358751,Sy2,E,0.02663,17.97,17.3,17.567,15.865,15.017,14.584,14.223
2943399,Sy1,S0,0.04736,16.81,16.17,18.296,16.647,15.861,15.494,15.204
1428082,Sy2,Sab,0.05258,16.55,16.05,18.098,16.813,16.134,15.712,15.427
1658701,Sy1,SBa,0.04099,17.77,16.73,17.059,15.286,14.46,14.049,13.734
1375738,Sy2,SA,0.02007,17.25,16.54,15.673,13.806,13.027,12.646,12.342
1770024,Sy2,SBb,0.03942,14.97,14.38,16.318,14.757,13.938,13.478,13.157
2273189,Sy2,Sab,0.11153,19.35,18.59,19.31,17.675,16.793,16.354,16.017
2110963,Sy1,S,0.04881,17.011,18.88,17.869,16.86,16.538,16.316,16.186
1367271,Sy2,S,0.07154,19.35,18.6,17.328,15.939,15.232,14.839,14.559
1826272,Sy1,Sb,0.0909,18.66,17.98,18.435,16.949,16.12,15.703,15.407
1768718,Sy1,S0,0.03405,17.6,17.11,17.605,16.388,15.892,15.556,15.316
2291641,Sy2,Sb,0.03703,19.16,18.53,17.288,15.921,15.296,14.927,14.657
1373029,Sy2,Sb,0.01592435,15.76,14.95,17.423,16.86,16.869,16.83,17.802
2664315,Sy2,Sa,0.03593,19.01,18.35,18.19,16.536,15.679,15.333,15.15
1660250,Sy2,S,0.05122,19.1,18.29,17.505,15.919,15.16,14.735,14.405
1886751,Sy1,Sc,0.02078,18.06,17.54,15.686,14.153,13.403,13.033,12.78
2156660,Sy2,S0,0.04039,15.6,14.66,16.208,14.623,13.882,13.476,13.201
1365882,Sy2,SA_a,0.029313613,14.53,14.6,16.089,14.052,13.163,12.716,12.38
1914728,Sy2,S,0.10024,19.35,18.73,19.39,17.887,17.099,16.66,16.393
511863,Sy1,3,0.13233,18.12,17.72,17.32,16.812,16.171,15.69,15.416
4740205,Sy1,E,0.0546,18.3,17.59,17.568,15.84,14.92,14.359,14.11
2885150,Sy2,Sbc,0.0375,19,18.16,16.893,15.399,14.721,14.353,14.109
1390525,Sy2,S,0.06745,19.72,19.15,18.299,17.068,16.508,16.165,15.98
1607000,Sy2,Sc,0.13045,19.98,19.06,19.16,17.433,16.408,15.916,15.46
2833307,Sy2,E,0.05422,17.05,15.87,18.312,16.395,15.526,15.105,14.761
2762960,Sy1,Sab,0.08409,19.06,18.37,18.323,17.168,16.384,15.926,15.614
2777219,Sy1,S,0.22941,17.61,17.33,17.0554,17.1871,17.0122,16.6147,16.7248
1995112,Sy2,S,0.08132,19.27,18.56,19.709,17.858,16.939,16.457,16.135
4494896,Sy1,SBb,0.04264,18.45,17.89,17.093,15.937,15.238,14.813,14.519
1037252,Sy2,0.1,0.03231,14.79,14.19,16.262,14.608,13.819,13.394,13.066
340945,Sy2,Sb,0.08019,18.53,17.86,18.548,16.855,16.029,15.598,15.292
2168467,Sy1,S,0.02242,16.86,16.41,17.207,16.438,16.146,16.033,15.909
1509386,Sy2,SBa,0.024890001,14.95,14.1,15.728,14.329,13.603,13.246,12.923
2678724,Sy1,Sc,0.03852,17.61,17.05,16.456,15.092,14.413,14.003,13.676
6157236,Sy1,S,0.48359,21.909,21.894,23.2142,22.0692,21.3576,21.1373,21.0922
1338915,Sy1,4,0.042709547,14.64,14.28,14.915,14.443,13.979,13.597,13.382
2301434,Sy1,Sa,0.06449,15.01,15.01,15.945,15.5513,15.4093,15.0854,15.1714
1389422,Sy2,SBa,0.0349,15.01,14.09,15.84,14.472,13.769,13.38,13.086
1659626,Sy1,Sb,0.07405,15.87,15.33,16.846,15.558,14.891,14.414,14.148
1712812,Sy1,Sb,0.04382,15.3,17.5,16.961,15.627,14.953,14.563,14.3
361894,Sy1,?...,0.37152,15.65,15.4,15.634,15.4372,15.2475,15.1998,14.8387
1906643,Sy2,Sc,0.0477,15.97,15.09,17.281,15.528,14.91,14.524,14.267
1616918,Sy1,-0.4,0.029,14.82,14.2,15.729,14.749,14.032,14.107,13.422
1105088,Sy1,S,0.06557,18.3,17.72,17.452,16.259,15.517,15.09,14.806
1975056,Sy1,3,0.05391,16.21,15.7,17.344,15.986,15.26,14.851,14.546
51682,Sy1,ABb,0.04717,16.55,16,17.991,16.732,15.965,15.525,15.175
493597,Sy2,Sa,0.05324,18.65,17.85,17.57,15.773,14.921,14.443,14.098
2796163,Sy1,S0,0.03787,15.4,14.43,16.435,15.185,14.707,14.292,13.989
6103291,Sy1,S,0.05997,16.48,15.9,17.79,16.35,15.633,15.248,14.949
1882915,Sy2,S0+,0.02262,15.43,14.44,16.363,14.552,13.741,13.334,12.986
1906103,Sy2,S0,0.01343,14.3,13.64,15.762,14.061,13.347,12.988,12.784
475989,Sy2,E0A,0.009745865,16.8,16.14,15.5,13.661,12.858,12.464,12.155
1655364,Sy1,Sb,0.04691,17.95,17.43,16.878,15.802,15.128,14.74,14.458
1338181,Sy2,Sb,0.04157,17.35,16.83,16.071,14.78,14.122,13.731,13.456
1629749,Sy1,S0/a,0.02642,16.99,16.25,16.13,14.255,13.367,12.911,12.589
2257988,Sy2,S,0.05439,19.09,18.46,18.025,16.627,15.999,15.649,15.421
1527763,Sy2,SB,0.022822646,14.57,13.53,16.778,14.865,13.86,13.361,12.908
1322079,Sy2,1,0.06701,16.19,12.34,17.264,15.655,14.85,14.405,14.091
1367786,Sy1,S0,0.02196,17.39,18.7,18.635,17.081,16.413,16.064,15.798
1336582,Sy1,SBb,0.04081,15.16,14.7,16.467,15.155,14.521,14.155,13.886
1336586,Sy2,cG,0.06995,16.17,15.56,17.076,15.881,15.212,14.755,14.503
2277174,Sy2,S,0.08605,18.9,18.19,18.631,16.935,16.107,15.672,15.368
1372326,Sy2,SBb,0.04617,18.22,17.51,17.084,15.388,14.572,14.16,13.855
2941051,Sy1,Sa,0.0378,17.81,17.34,16.505,15.361,14.711,14.343,14.049
2108328,Sy2,S,0.09618,18.81,18.09,18.836,17.396,16.499,16.005,15.721
2134280,Sy2,S0,0.08501,17.97,17.56,17.595,16.424,15.847,15.472,15.293
2884268,Sy1,Sb,0.03416,15.83,15.42,16.637,15.557,15.048,14.757,14.523
2198861,Sy1,S0,0.03288,16.75,16.23,16.804,15.61,14.954,14.611,14.338
1733577,Sy2,SA_B,0.018885916,14.6,14.18,16.408,14.582,13.749,13.36,13.074
1377178,Sy2,E+A,0.04886,18.37,17.95,19.211,17.721,17.278,17.036,16.855
2213030,Sy2,SA_B_a,0.02608,14.8,12.78,15.956,14.322,13.47,13.06,12.792
1847978,Sy1,S,0.0904,18.317,19.53,19.225,18.121,17.755,17.38,17.67
2291639,Sy2,S,0.07852,18.93,18.12,17.207,15.588,14.725,14.289,13.967
1783384,Sy2,Sb,0.03021,15.5,14.44,16.775,14.903,14.106,13.658,13.348
1743274,Sy1,SBb,0.03565,17.62,17.03,16.05,14.691,13.932,13.532,13.289
512274,Sy1,0,0.12708,19.54,18.77,18.347,16.613,15.528,15.028,14.684
474366,Sy2,SA,-0.001410135,13.51,12.55,13.852,12.019,11.247,10.833,10.587
1106506,Sy2,SAB,0.01157,13.27,12.72,15.194,13.057,12.221,11.808,11.47
1843919,Sy2,S,0.021935175,14.68,13.59,15.952,14.178,13.381,12.986,12.662
2941302,Sy1,E2,0.0331,17.04,16.61,17.018,15.884,15.308,15.001,14.759
1390634,Sy2,Im,0.056489,17.5,16.4,18.321,16.745,16.385,15.828,15.622
2066681,Sy1,SA,0.00289,11.01,12.03,13.625,11.837,10.878,10.368,10.001
2648174,Sy2,dSphn,0.005,20.51,20.01,19.03,17.63,16.997,16.73,16.8
2276336,Sy1,S,0.10281,17.931,18.84,18.414,17.546,17.198,16.878,16.818
2758888,Sy2,S0a,0.02964,14.6,14.27,16.097,14.311,13.507,13.096,12.807
517259,Sy1,S...,0.472,20.04,19.85,20.2535,19.8996,19.9089,19.5742,19.3439
1527229,Sy2,E4,0.022259579,14.57,13.6,16.74,14.675,13.822,13.296,12.956
1369943,Sy1,SBb,0.05954,18.42,17.79,18.085,16.479,15.709,15.271,15.002
545569,Sy1,S,0.12025,18.41,17.88,17.549,16.618,15.873,15.38,15.176
2877263,Sy2,Sb,0.07243,16.56,15.66,17.451,15.943,15.131,14.646,14.383
2883383,Sy1,S0+,0.02784,18.17,17.35,15.857,14.36,13.663,13.33,13.07
1801796,Sy1,S0,0.02338,15.85,15,16.693,15.233,14.545,14.191,13.901
1843891,Sy2,S...,0.01688,13.47,12.67,15.681,13.738,12.897,12.463,12.155
1138198,Sy2,SBb,0.04148,18.25,17.52,16.81,15.258,14.486,14.054,13.751
1620344,Sy2,Sab-Scd,0.05614,19.62,18.98,19.024,16.951,16.684,16.282,15.995
1956747,Sy1,cD,0.19852,18.33,17.77,20.023,17.529,16.231,15.729,15.42
1386971,Sy2,5,0.02325,17.96,17.24,17.094,15.422,14.581,14.114,13.733
1659616,Sy2,SD...,0.02486,18.06,17.38,16.173,14.508,13.723,13.309,13.021
2878021,Sy1,2,0.07717,18.7,18.12,17.619,16.532,15.912,15.467,15.276
1454360,Sy2,S,0.03794,18.56,17.97,17.313,16.021,15.41,15.064,14.788
2232387,Sy2,Sb,0.06372,16.09,15.23,17.229,15.609,14.878,14.451,14.135
1022210,Sy2,Sab,0.01546,14.24,13.26,16.13,14.224,13.396,12.964,12.691
589463,Sy1,S,0.06206,18.2,17.57,17.33,16.268,15.66,15.222,15.029
1396959,Sy2,3,0.05405,18.54,17.78,17.46,15.701,14.855,14.388,14.042
568202,Sy1,S,0.29592,19.52,18.96,19.1558,19.0905,18.5269,18.2258,17.7193
1927927,Sy2,SAB,0.001054619,10.54,10.11,15.356,14.548,14.011,13.724,13.71
1942575,Sy2,SA,0.00708,14.21,13.37,15.083,13.433,12.637,12.237,11.968
2150053,Sy2,S,0.01982,20.08,19.64,15.05,13.866,13.28,12.965,12.765
1847475,Sy2,Sc,0.12,19.91,19.07,19.13,17.108,16.09,15.564,15.132
2168276,Sy2,Ir...,0.05416,18.58,18.28,17.04,15.72,17.779,17.183,14.559
2168429,Sy1,Sa,0.02204,16,16.07,17.036,16.147,15.874,15.75,15.618
459235,Sy2,S0,0.063,16.88,15.94,18.233,16.426,15.555,15.163,14.848
2678604,Sy1,Sb,0.0377,18.02,17.38,17.008,15.623,14.882,14.51,14.193
2794932,Sy1,SA_B,0.03516,17.63,17,16.554,15.068,14.255,13.847,13.522
2123939,Sy1,Sc+,0.03202,17.42,16.92,16.697,15.463,14.757,14.399,14.115
1386034,Sy1,Sc,0.07639,21.01,20.1,18.06,16.657,15.692,15.11,14.701
1801755,Sy2,Sbc,0.04713,15.92,14.81,17.004,15.172,14.283,13.824,13.432
1374231,Sy1,Sbc,0.08114,18.63,17.92,17.72,16.205,15.378,14.939,14.66
1615097,Sy2,SA,0.02652,15,13.64,15.663,13.868,12.982,12.509,12.128
1384807,Sy2,SB,0.032404,14.74,17.08,16.563,14.691,13.855,13.411,13.099
1808418,Sy2,S,0.07533,19.28,18.57,17.846,16.226,15.497,15.099,14.777
2214533,Sy2,Sb,0.03847,16.38,15.41,17.654,15.901,15.04,14.578,14.215
1828668,Sy1,S,0.05,18.425,19.27,19.505,18.092,17.529,17.229,17.02
2185748,Sy1,SBb,0.04304,16.32,15.32,17.763,15.881,14.996,14.56,14.233
1807196,Sy1,S,0.07739,17.232,20.32,18.62,17.218,16.587,16.208,16.061
1714040,Sy1,S,0.05704,18.799,19.26,19.108,18.276,18.17,17.91,17.94
6103572,Sy2,S,0.08475,17.59,17.04,18.853,17.464,16.715,16.289,16.024
2212220,Sy2,SB,0.007980677,13.46,12.7,14.852,13.155,12.431,12.031,11.765
1381516,Sy2,2,0.04932,19.35,18.67,19.635,17.859,17.002,16.558,16.18
1137771,Sy1,S0,0.03524,16.96,16.28,17.549,15.71,14.893,14.488,14.2
1876389,Sy2,S_AB,0.03754,14.79,14.02,15.714,14.467,13.881,13.531,13.283
2274133,Sy1,S0,0.05627,18.509,19.24,19.391,18.243,17.68,17.307,17.109
1866874,Sy1,S,0.10738,18.304,19.7,19.138,18.031,17.503,17.177,17.029
1870269,Sy2,S,0.13349,19.92,19.03,19.619,17.938,16.908,16.421,16.039
415291,Sy1,1,0.07015,18.48,17.55,17.517,16.02,15.25,14.807,14.524
1363466,Sy2,1,0.089,18.9,18.2,18.729,17.29,16.519,16.061,15.74
1419195,Sy1,E/S0,0.029024149,15.87,15.01,16.612,15.275,14.458,14.005,13.67
623210,Sy1,Sc,0.02833,15.7,16,16.814,15.672,14.988,14.647,14.331
1671636,Sy1,S0a,0.08447,16.79,15.8,16.9717,16.6673,16.3444,15.841,15.7732
1885417,Sy1,Sabr,0.03445,15.68,15.06,16.985,15.402,14.579,14.161,13.824
462598,Sy1,SBar,0.03973,15.63,15.01,17.01,15.251,14.463,14.061,13.799
1137773,Sy2,Sb,0.05365,18.79,17.99,18.65,16.741,15.799,15.289,14.858
1383136,Sy2,0,0.08795,18.69,17.89,19.438,17.495,16.523,16.014,15.708
2066627,Sy1,E,0.18295,15.45,15.64,15.9235,15.7993,15.6029,15.2896,15.4821
7818789,Sy1,-4,0.06085,17.35,16.73,18.912,17.292,16.463,16.037,15.761
5140231,Sy1,E...,0.17648,18.55,18.12,18.2041,18.05,17.6772,17.3175,17.2807
1322086,Sy2,3.9,0.05536,17.46,16.9436,18.742,17.28,16.575,16.067,15.755
2742907,Sy2,E/S0,0.01946,17.34,16.74,15.975,14.802,14.124,13.762,13.479
4494986,Sy1,SBb,0.04313,18.32,17.43,17.615,16.196,15.437,15.044,14.76
643052,Sy2,S_AB,0.03441,14.72,14.12,15.419,14.286,13.698,13.321,13.082
7842965,Sy1,1,0.0779,19.04,18.45,18.547,17.528,16.789,16.318,16.08
4128539,Sy1,E...,0.27926,19.84,19.39,19.4273,19.408,18.9654,18.6501,18.2429
1513541,Sy1,S...,0.014965581,15.25,14.81,16.205,15.53,14.915,14.804,14.645
2232523,Sy2,SBb,0.03486,15.45,14.68,16.244,14.943,14.306,14.026,13.795
4128752,Sy1,E...,0.22034,19.68,19.08,18.3685,18.3057,18.0981,17.7388,17.6568
517031,Sy1,E,0.08897,18.01,16.55,17.778,15.823,14.889,14.434,14.108
2895039,Sy2,S,0.06333,18.4,17.66,17.358,15.455,14.599,14.163,13.843
1534955,Sy2,Sa,0.015643076,15.01,13.96,15.873,14.059,13.176,12.733,12.391
466746,Sy2,S,0.026,17.72,17,16.802,15.062,14.236,13.803,13.408
1725280,Sy2,cD,0.13827,18.76,18.14,17.554,16.074,15.068,14.59,14.476
361961,Sy1,I,0.02255,17.61,17.37,16.011,15.28,15.041,14.906,15.054
7839917,Sy1,S,0.12934,18.7,18.07,17.826,16.821,15.926,15.428,15.083
1369362,Sy2,Irr,0.04762,19.19,18.5,18.96,17.199,16.445,16.055,15.756
2183017,Sy1,SA,0.00386,14.01,13.12,14.051,12.772,11.622,11.278,11.004
1318140,Sy2,SAB_a,0.01286,14.02,13,15.642,13.586,12.628,12.161,11.795
1728207,Sy2,SAa,0.004747881,12.5,11.68,14.218,12.578,11.817,11.436,11.181
2166454,Sy2,-3,0.02294,15.21,14.21,15.204,13.459,12.633,12.219,11.953
1532519,Sy2,SB0,0.016044,15.9,14.96,16.263,14.838,14.207,13.996,13.696
2289008,Sy2,S0/a,0.02949,17.33,16.57,16.198,14.282,13.38,12.93,12.606
608022,Sy1,SBbc,0.03034,17.64,17.16,15.74,14.693,14.113,13.762,13.492
2744648,Sy1,E,0.112,15.79,15.39,15.272,15.341,15.443,14.928,15.171
1630359,Sy1,E,0.192,16.02,15.89,15.4941,15.6198,15.5986,15.2673,15.5509
443561,Sy2,S0,0.046305,18.93,18.23,18.574,17.017,16.272,15.873,15.548
1988831,Sy2,SABab,0.004040955,13.45,12.44,13.621,11.558,10.753,10.228,9.874
2696126,Sy1,SAB,0.03369,15.56,14.9,14.988,14.002,13.449,13.101,12.791
353022,Sy2,Sab,0.10476,19.13,18.44,19.639,17.703,16.76,16.318,16.001
1830566,Sy1,SB_{xa},0.04266,18.29,17.51,16.917,15.163,14.272,13.8,13.467
1660447,Sy1,Es...,0.019596891,14.99,14.39,15.834,14.739,14.025,13.814,13.481
6369995,Sy1,E,0.090583846,19.05,18.23,19.241,17.277,16.049,15.447,15.134
2241005,Sy2,S0,0.04751,18.56,17.89,17.929,16.312,15.517,15.091,14.755
1514363,Sy1,Sbc,0.046274161,16.02,15.23,16.036,14.578,13.836,13.43,13.137
441608,Sy2,Sb,0.04169,16.3,15.48,16.826,15.644,15.025,14.66,14.4
1378697,Sy1,SA_B,0.02192,15.1,17.29,16.102,14.899,14.225,13.869,13.662
623718,Sy2,SA,0.01355,15.29,14.18,15.409,13.922,12.892,12.385,11.999
517342,Sy2,3,0.0448,17.92,16.96,17.064,15.232,14.408,14.067,13.657
2292351,Sy1,S0,0.10398,18.77,18.26,18.134,17.421,16.777,16.24,16.066
1960573,Sy1,SA,0.04582,17.62,17,15.796,14.77,14.266,13.859,13.601
1392481,Sy2,-3,0.01882,16.26,15.72,17.088,15.836,15.17,14.855,14.601
2166085,Sy2,SA,0.02177,14.25,16.15,15.201,13.672,12.9,12.501,12.18
2054017,Sy1,Sc,0.0842,19.6,18.79,19.08,17.148,16.157,15.602,15.222
2222832,Sy2,S,0.082,19.49,18.82,19.565,17.927,17.113,16.644,16.282
1726560,Sy1,S,0.05105,18.93,18.31,16.979,15.498,14.754,14.408,14.17
461935,Sy1,Sa,0.10167,16.85,16.31,17.522,16.675,16.061,15.652,15.395
2855876,Sy1,Sab,0.06333,18.01,17.49,17.587,16.413,15.727,15.268,15.007
1858538,Sy2,SB_a,0.003075,11.45,11.62,13.262,11.45,10.698,10.277,9.981
1376166,Sy2,E+A,0.11326,19.4,18.81,19.53,18.181,17.451,17.055,16.767
1377173,Sy2,E+A,0.08579,19.09,18.43,19.765,17.899,17.094,16.704,16.481
2221230,Sy1,Sc,0.1631,18.16,17.83,18.0394,18.0555,17.8337,17.4265,17.2882
453020,Sy2,S...,0.02439,17.57,16.75,16.672,15.099,14.332,13.934,13.62
494809,Sy2,S,0.04992,18.82,18.15,17.558,15.881,15.138,14.733,14.47
1025306,Sy1,Sa,0.0458,17.75,17.11,17.551,15.899,15.102,14.682,14.37
1040827,Sy1,SB,0.01705,17.83,17.19,15.095,13.704,12.974,12.601,12.32
1115045,Sy1,5,0.04998,18.74,18,17.603,15.823,14.961,14.536,14.09
4494939,Sy1,S0/a,0.04983,19.23,18.11,18.455,16.815,16.04,15.638,15.317
1617819,Sy1,Sb,0.03948,17.74,17.16,16.282,15.152,14.475,14.095,13.775
1707003,Sy2,S,0.03514,18.33,17.48,16.359,15.235,14.726,14.411,14.251
571957,Sy1,S:,0.04294,17.98,17.16,16.81,15.183,14.535,14.142,13.844
550382,Sy1,S0/S,0.05372,18.58,17.99,17.302,15.842,15.074,14.67,14.364
498241,Sy1,Sab,0.04592,17.52,16.93,16.76,15.2,14.399,13.953,13.638
5535826,Sy1,SBb,0.04094,15.93,15.31,17.415,15.716,14.853,14.431,14.1
2214873,Sy1,cG,0.18171,19.34,18.88,18.155,17.664,17.143,16.801,16.594
1642591,Sy1,S,0.17219,18.37,17.94,18.0477,18.0985,17.8227,17.3696,17.3454
6103611,Sy1,S,0.07109,16.73,16.3,17.92,16.839,16.282,15.92,15.704
7840374,Sy1,Sab,0.12471,19.4,18.66,19.012,17.602,16.665,16.219,15.877
643132,Sy2,S0,0.03408,17.78,17.19,17.971,16.142,15.375,14.977,14.709
1374852,Sy2,E+A,0.19609,19.7,18.96,20.331,18.619,17.628,17.209,16.942
2649856,Sy2,E+A,0.12322,18.52,17.82,19.527,17.615,16.779,16.412,16.138
2943426,Sy2,E+A,0.07229,18.52,18,19.097,17.569,16.945,16.642,16.442
1912275,Sy1,S0/a,0.06779,18.61,18,17.759,16.518,15.803,15.327,15.069
1378336,Sy1,Sp,0.02731,14.6,16.5,17.351,16.677,16.852,17.04,16.929
1448797,Sy2,3,0.026636134,15.12,14.4,16.498,14.952,14.171,13.754,13.408
1449377,Sy2,E/S0,0.04143,15.94,15.31,17.336,15.719,14.94,14.505,14.157
5319406,Sy2,S0/a,0.05101,15.71,14.65,16.118,14.743,14.294,13.84,13.632
1138201,Sy2,SB0-SBa,0.05235,18.55,17.88,18.457,16.801,16.022,15.592,15.282
1138186,Sy1,S0-Sa,0.05247,18.07,17.49,17.96,16.647,15.946,15.458,15.21
1451880,Sy2,Irr,0.14317,20.23,19.44,20.307,18.643,17.683,17.184,16.82
1452891,Sy2,E,0.07971,19.13,18.5,19.667,17.89,17.109,16.707,16.434
1392173,Sy2,S,0.04631,18.97,18.18,18.569,16.724,15.877,15.434,15.064
1913664,Sy1,dEblue,0.007795758,17.56,17.4,16.736,15.845,15.656,15.615,15.506
5319658,Sy2,S0a,0.03761,16.05,15.03,15.864,14.844,14.7,14.377,14.287
1389484,Sy2,S,0.04305,19.16,18.65,17.747,16.45,15.858,15.521,15.26
1851350,Sy2,Sb,0.04808,18.02,17.24,17.632,15.56,14.524,13.963,13.507
1887179,Sy2,Sa,0.0851,19.52,18.7,19.72,16.83,15.922,15.396,15.035
1392553,Sy2,Sbc,0.0441,18.95,18.11,18.19,16.351,15.431,14.929,14.52
1491834,Sy1,E+cG,0.030354333,13.9,13.3,15.781,13.73,12.804,12.318,11.961
1907302,Sy2,Sb,0.06326,16.43,15.33,18.07,16.077,15.194,14.752,14.465
438201,Sy2,S0,0.02686,15.05,14.41,16.506,14.812,14.015,13.608,13.283
1751030,Sy2,SA,0.02765,17.58,16.96,15.382,13.774,13.086,12.761,12.583
1693687,Sy2,Sc,0.04244,18.25,17.58,17.256,15.779,15.072,14.665,14.364
1324607,Sy1,S0a,0.04702,16.2,15.91,15.489,14.523,13.851,13.386,13.18
2266889,Sy1,-2,0.02897,17.49,16.57,17.334,15.681,14.898,14.525,14.201
1448351,Sy1,-4.3,0.04597,16.93,16.28,16.762,15.222,14.326,13.859,13.511
1460236,Sy1,?...,0.31275,17.63,17.5,19.6773,19.4312,18.641,18.6753,17.8223
1446666,Sy1,E,0.23497,17.28,16.97,17.129,16.976,16.692,16.521,16.484
2109912,Sy1,Sp...,0.18844,19.65,19.04,20.236,19.465,18.9052,18.651,18.626
2859770,Sy1,E...,0.151,18.25,17.45,18.3963,17.7444,17.1547,16.3344,16.4622
1107973,Sy1,SBb,0.04301,17.95,17.43,17.173,16.158,15.517,15.141,14.86
2650239,Sy1,E,0.24995,18.5,19.34,20.6114,19.009,17.748,17.255,16.874
444286,Sy1,Sa:,0.07809,16.14,15.94,15.7085,15.6642,15.7104,15.2574,15.4435
785962,Sy1,SA,0.032295676,14.3,13.92,14.467,12.651,13.41,11.596,12.847
5367525,Sy1,Sc,0.04135,16.41,15.98,17.554,16.313,15.697,15.342,15.09
2863977,Sy1,2.4,0.02642,17.59,16.94,16.192,14.693,13.906,13.511,13.455
530934,Sy1,SA,0.041,14.68,13.84,15.212,14.539,13.714,12.985,13.058
2249118,Sy2,SAB,0.03419,15.27,14.42,15.755,14.361,13.614,13.216,12.871
2230102,Sy1,Sc,0.05743,16.3,15.93,17.241,16.674,16.334,15.986,15.785
2216195,Sy1,E,0.71967,16.33,16.03,16.663,16.166,16.087,16.2,15.952
445395,Sy2,S_AB,0.04168,17.3,16.39,16.118,14.281,13.523,13.118,12.859
2250952,Sy2,dG,0.03713,15.6,15.62,16.471,14.62,13.803,13.404,13.111
1629369,Sy2,4.6,0.04979,18.07,17.47,19.76,18.021,17.478,16.888,16.74
1911449,Sy1,E-E/S0,0.0076,12.11,11.18,14.055,12.333,11.56,11.138,10.792
338559,Sy1,S...,0.02855,15,16.81,15.698,15.05,14.808,14.676,14.512
1107542,Sy1,?...,0.25762,18.29,17.93,17.3503,17.3602,17.3163,17.3241,17.0217
