oid,otype,morph_type,rvz_redshift,B,V,u_,g_,r_,i_,z_
1123650,Sy2,S0,0.103789,15.7,16.18,18.121,16.492,15.631,15.203,14.921
1106319,Sy1,S0,0.07137,18.34,17.81,17.632,16.746,16.065,15.58,15.335
2237089,Sy1,S0,0.05313,18.48,18.92,19.2,18.156,17.796,17.506,17.4
1368967,Sy1,cG,0.06929,18.7,18.07,19.161,17.397,16.566,16.185,15.847
1745837,Sy1,SBb,0.03552,17.66,16.97,17.098,16.02,15.38,15.035,14.76
2695745,Sy2,-4,0.03453,15.19,14.17,15.717,13.656,12.76,12.332,12.007
458330,Sy1,Sr...,0.15838,14.19,13.79,14.81,14.13,13.688,13.463,13.297
1138195,Sy2,S,0.05129,19.4,18.79,17.531,16.239,15.649,15.311,15.121
1939909,Sy1,Sd,0.02387,15.3,17.72,16.223,15.172,14.63,14.348,14.088
606777,Sy2,0,0.05752,18.45,17.43,17.002,15.575,14.944,14.556,14.32
552757,Sy1,-2,0.02069,17.06,16.47,17.038,15.945,15.068,14.825,14.505
2838890,Sy1,Sa,0.04311,15.42,14.68,16.029,14.793,14.172,13.752,13.523
2832209,Sy1,E,0.08425,17.54,16.98,17.29,16.545,15.963,15.526,15.297
541301,Sy1,2,0.14521,20.07,19.23,20.5,18.61,17.494,16.921,16.55
2294202,Sy2,S,0.04136,18.68,17.96,18.816,17.036,16.166,15.702,15.332
1384699,Sy2,SB,0.025752406,16.06,15.03,16.4,14.54,13.672,13.24,12.927
1439748,Sy1,S,0.08057,17.88,17.53,17.46,16.668,16.173,15.521,15.425
353297,Sy1,E,0.09158,16.85,16.52,17.1447,16.6062,16.282,15.9798,15.946
565074,Sy1,SBb,0.07038,17.68,17.19,17.028,16.079,15.472,15.066,14.815
471071,Sy1,SBb,0.04341,15.28,14.73,16.878,15.188,14.397,14.007,13.709
444166,Sy1,-6,0.03023,15.55,15.27,15.587,15.05,14.63,14.418,14.241
1361061,Sy1,S,0.061806,17.71,17.19,18.6618,17.9234,17.5559,17.1214,16.8594
1428055,Sy1,3,0.061,14.92,14.64,14.691,14.615,14.705,14.175,14.314
610009,Sy1,SBbr,0.02425,16.24,15.45,16.243,15.251,14.618,14.302,13.986
1385505,Sy1,SA,0.0325,14.73,14.01,14.955,13.546,12.949,12.782,12.123
464520,Sy1,SAB_a,0.04152,16.32,16,15.872,14.911,14.338,14.007,13.774
1652807,Sy1,S,0.04995,16.12,15.57,17.218,15.939,15.308,14.968,14.684
2198897,Sy1,S,0.08697,18.2,17.77,17.674,16.962,16.327,15.871,15.66
1936425,Sy2,E-E/S0,0.00327,12.09,10.49,12.593,10.742,9.888,9.448,9.081
362686,Sy2,S,0.105153,19.91,18.79,18.327,16.702,15.858,15.475,15.184
4908931,Sy1,Sbc,0.05104,18.12,17.29,16.505,15.488,14.864,14.467,14.194
5319352,Sy2,E:,0.136572,19.51,18.6,19.41,17.872,16.763,16.337,16.119
1066724,Sy2,S,0.06451,16.35,15.77,17.636,16.169,15.43,15.027,14.736
617941,Sy1,cG,0.08645,18.45,18.03,17.682,17.096,16.626,16.126,16.013
1666613,Sy1,Sb,0.14098,19.05,18.42,18.193,17.503,16.674,16.174,15.963
538562,Sy1,Sa,0.03552,16.82,16.41,16.287,15.562,15.205,14.891,14.684
2251853,Sy1,SA,0.01627,14.35,13.73,14.812,13.355,12.626,12.323,12.058
615126,Sy1,S...,0.2341,15.611,15.546,14.981,14.92,14.938,14.756,14.903
1935809,Sy2,SB,0.00449,11.38,10.42,13.655,11.787,10.923,10.5,10.125
575436,Sy1,?...,0.23996,16.66,16.49,16.3132,16.3271,16.3235,16.1147,16.1793
2726986,Sy1,S...,0.03651,14.5,14.27,14.361,14.349,14.119,13.909,13.797
1877869,Sy1,SAB_a,0.003262,12.18,11.48,13.551,12.284,11.613,11.081,10.448
1348309,Sy2,S0a,0.01371,13.71,12.76,14.295,12.541,11.757,11.411,11.069
543576,Sy2,SAB,0.00867,14.19,13.21,15.253,13.341,12.383,11.915,11.49
1448788,Sy1,cG,0.11137,19.18,18.72,18.306,17.536,16.981,16.546,16.303
556318,Sy1,S0a,0.05633,16.95,16.6,16.485,15.546,15.153,14.75,14.549
1882828,Sy2,Sbc,0.000243,15.64,14.74,16.479,14.785,14.054,13.675,13.39
1106511,Sy1,Sab,0.07896,16,14.9,17.396,15.262,14.246,13.778,13.444
592310,Sy1,SBcr,0.07289,18.1,17.54,16.448,15.291,14.582,14.139,13.878
1449363,Sy1,Sab,0.04559,17.94,17.33,17.433,16.035,15.294,14.885,14.583
593427,Sy1,Sa,0.09311,18.65,18.06,18.542,17.704,16.944,16.48,16.217
1452424,Sy1,SB,0.03907,17.5,16.95,16.383,15.041,14.249,13.785,13.434
1452960,Sy1,?...,0.17175,16.56,16.29,15.7896,15.7707,15.6786,15.2689,15.4209
1376162,Sy1,SA,0.02609,14.48,13.81,15.356,13.619,12.773,12.389,12.085
1671703,Sy1,SA,0.03524,16.66,16.36,15.396,14.556,13.943,13.639,13.425
1878158,Sy1,-4.9,0.0229,16.49,15.92,16.297,14.927,14.179,13.873,13.588
568253,Sy1,SBb:,0.03104,17.2,16.62,16.761,15.24,14.454,14.013,13.701
1876395,Sy1,SA,0.00298,12.29,11.32,13.754,12.097,11.349,10.919,10.684
2663300,Sy1,Sa,0.03588,15.8,15.5,15.607,14.612,13.937,13.58,13.29
1907404,Sy2,S0a,0.012638744,12.9,12.34,14.846,13.006,12.136,11.666,11.325
1378739,Sy2,E,0.02903,15.42,14.41,16.234,14.162,13.15,12.628,12.176
551011,Sy1,S,0.06078,18.16,17.67,16.822,15.723,15.156,14.76,14.539
2239080,Sy1,E,0.09566,18.11,18.53,18.528,17.517,17.165,16.74,16.724
2278337,Sy1,S0,0.09302,18.176,19.22,19.106,17.618,16.823,16.387,16.1
1914078,Sy1,E,0.10722,18.6,18,18.13,17.344,16.931,16.564,16.461
1509459,Sy1,SB,0.02428517,14.86,14.16,15.462,14.507,13.896,13.753,13.565
609617,Sy2,SA,0.02428,15.55,14.73,15.902,14.53,13.9,13.557,13.313
533212,Sy2,?rs...,0.05127,17.33,16.87,16.312,15.122,14.579,14.118,13.874
1880388,Sy2,Sa,0.025,14.82,14.01,15.311,13.942,13.263,12.914,12.628
503586,Sy1,Sab,0.06286,18.18,17.71,17.568,16.622,15.987,15.581,15.348
5319504,Sy2,Sb,0.14675,19.22,18.51,19.203,17.688,16.71,16.248,15.993
1393011,Sy2,S,0.06543,18.81,18.07,17.159,15.744,15.054,14.651,14.398
1674052,Sy1,I...,0.06551,18.72,18.18,17.146,15.534,14.78,14.256,14.006
983647,Sy2,Sa,0.02771,16.01,15.14,17.233,15.509,14.747,14.358,14.066
7839959,Sy1,SBb,0.05519,16.68,16.14,17.653,16.277,15.519,15.071,14.789
1907267,Sy1,1,0.01271,14.34,13.57,14.898,13.551,12.934,12.668,12.38
2855874,Sy2,Sb,0.07496,16.47,15.53,17.005,15.615,14.844,14.424,14.107
7840016,Sy1,Sb,0.1052,18.33,17.79,18.474,17.736,17.065,16.596,16.439
452974,Sy1,SA_B,0.022296424,14.74,14.27,16.036,16.185,13.381,14.625,14.059
1436496,Sy1,S0a,0.06,14.41,14.03,15.323,14.621,14.171,14.275,13.69
532416,Sy1,cG,0.02311,16.82,16.39,16.531,15.511,14.921,14.652,14.413
1876417,Sy1,SABc,0.002,11.08,12.92,14.587,12.853,10.646,11.594,11.32
1887666,Sy2,S0,0.09491,19.43,18.65,19.821,17.795,16.893,16.363,16.006
1333983,Sy2,Sc,0.03748,16.03,15.3,17.567,15.91,15.057,14.599,14.273
7839923,Sy1,Sab,0.07332,17.49,17.05,18.978,17.479,16.704,16.247,15.947
1060657,Sy1,3,0.06996,16.3,15.74,17.31,16.026,15.306,14.874,14.564
87814,Sy2,SBb(R),0.02309,15.05,14.18,16.005,14.32,13.495,13.148,12.8
1914077,Sy1,dI,0.00632436,17.725,18.89,18.134,17.439,17.25,17.181,17.114
2031559,Sy1,S0,0.2423,18.32,17.91,18.316,18.224,17.967,17.761,17.336
611257,Sy1,E,0.10724,18.03,17.44,17.558,16.431,15.698,15.273,14.996
1923436,Sy2,E,0.12558,18.41,17.78,18.209,16.855,16.059,15.552,15.244
1036369,Sy1,cG,0.07999,18.68,18.2,17.505,16.716,16.073,15.621,15.395
7840044,Sy1,SBa,0.04024,17.04,16.48,18.463,17.019,16.303,15.941,15.625
2134747,Sy1,S0,0.08,17.719,17.98,17.948,17.024,16.583,16.183,16.039
5319262,Sy2,E,0.26336,19.59,18.75,20.399,18.993,17.785,17.497,17.173
512221,Sy1,S0,0.049052,18.61,18.03,19.242,18.2574,17.7102,17.3047,16.9434
511809,Sy1,Sb,0.04567,17.61,17.02,17.287,16.102,15.381,14.989,14.677
1017621,Sy1,Sb,0.03318,16.45,16.11,16.093,15.257,14.695,14.367,14.097
89380,Sy2,cD,0.0175,13.1,12.48,14.08,12.705,12.019,11.77,11.486
1017649,Sy2,Sb,0.06887,18.82,18.08,18.089,16.239,15.324,14.861,14.528
1420607,Sy1,SBa,0.016565216,13,12.34,14.236,13.085,12.381,12.217,11.797
5359185,Sy1,-4.6,0.11871,19.45,18.86,19.03,18.032,17.249,16.775,16.476
513572,Sy2,S0,0.041239,18.71,18.08,18.743,17.009,16.274,15.914,15.621
533232,Sy2,0,0.05141,16.79,15.85,16.994,15.441,14.73,14.313,13.977
550495,Sy2,-2,0.0516,16,16,17.183,15.046,14.116,13.651,13.314
504515,Sy1,Sb,0.03369,15.07,14.67,16.254,15.164,14.584,14.24,13.992
495526,Sy1,E,0.04604,17.98,17.37,18.08,16.305,15.605,15.249,14.974
511401,Sy1,SBa,0.040969,17.03,16.48,17.1876,16.6661,16.3039,15.9383,15.6877
494449,Sy2,S0,0.03893,17.93,17.28,16.995,15.5,14.78,14.387,14.074
493708,Sy2,S0/a,0.05441,17.64,16.89,17.815,15.785,14.892,14.455,14.128
1807193,Sy1,E,0.1,18.486,18.99,18.832,17.78,17.414,17.153,17.055
642988,Sy1,SA,0.01336,17.06,16.39,14.942,13.739,13.015,12.556,12.218
1790952,Sy1,Sc,0.01,16.688,19.14,17.38,16.456,16.103,15.913,15.736
1790954,Sy1,S,0.07,18.98,19.85,19.86,18.71,18.321,18.037,17.905
1389803,Sy1,S,0.06633,19.99,19.49,18.026,16.827,16.357,16.061,15.868
1790184,Sy1,E,0.09,19.303,19.65,20.043,19.003,18.617,18.361,18.27
1770499,Sy1,S0,0.11,19.146,19.5,19.43,18.846,18.617,18.439,18.503
1788990,Sy1,S,0.07,18.588,19.35,19.259,18.207,17.858,17.554,17.481
3784864,Sy2,SBbcr,0.0356,15.33,14.79,16.589,15.077,14.436,14.082,13.806
622970,Sy1,cG,0.04445,17.86,17.38,16.927,15.834,15.24,14.876,14.611
1319414,Sy2,Sb,0.05449,18.34,17.62,17.963,16.188,15.327,14.865,14.525
1745002,Sy1,SBb,0.04122,15.6,15.57,16.469,15.273,14.722,14.369,14.122
1786056,Sy1,E,0.63059,15.91,15.7,17.0011,16.5159,16.5099,16.4366,16.5255
642662,Sy2,E2,0.03686,18.04,17.24,17.82,15.907,14.945,14.458,14.106
1389248,Sy1,Sa,0.05966,18.3,17.56,18.24,16.442,15.527,15.056,14.686
1629097,Sy2,S0,0.06276,18.42,17.75,18.331,16.806,15.979,15.52,15.233
2258477,Sy1,S,0.05139,17.845,19.39,18.781,17.511,16.974,16.626,16.502
2053846,Sy1,E,0.05,18.075,18.64,18.675,17.431,16.976,16.692,16.588
2052080,Sy1,S0,0.06,18.856,19.23,19.589,18.537,18.171,17.889,17.812
1889140,Sy1,E,0.07979,18.768,18.99,19.221,18.292,17.983,17.693,17.687
1756327,Sy2,Sb,0.03812,18.61,17.9,17.621,16.019,15.21,14.769,14.418
2053838,Sy1,S0,0.08,18.561,19.12,19.286,18.172,17.786,17.513,17.351
1828685,Sy1,E,0.05,18.235,18.39,18.529,17.517,17.04,16.669,16.495
1792182,Sy1,S0,0.07,18.618,19.21,19.661,18.521,18.066,17.805,17.679
1940708,Sy1,S,0.07,17.421,18.29,17.728,16.859,16.57,16.227,16.18
1453987,Sy2,3,0.04517,18.44,17.78,16.993,15.628,14.877,14.469,14.137
490065,Sy2,Sc,0.116,20.02,19.16,19.28,17.653,16.69,16.191,15.771
623717,Sy2,5,0.02758,18.6,17.93,16.287,15.055,14.409,14.092,13.8
632821,Sy2,E/S0,0.03691,17.41,16.77,17.35,15.742,14.97,14.572,14.263
1318215,Sy1,cG,0.012769,16.7,17,17.403,16.77,16.626,16.668,16.558
1465732,Sy2,Sc,0.0417,19.01,18.24,17.964,16.272,15.369,14.893,14.533
467740,Sy2,Scd,0.032,19.67,18.92,19.04,17.316,16.377,15.874,15.478
1340115,Sy1,Sc,0.05743,17.11,18.56,17.716,16.789,16.39,15.978,15.824
1382707,Sy2,3,0.08729,19.86,19.01,19.868,18.032,17.057,16.499,16.079
1674588,Sy1,S,0.06,18.482,20.04,19.211,18.329,17.977,17.779,17.616
510933,Sy1,Sb,0.0392,17.16,16.7,16.784,15.679,15.099,14.77,14.531
1365688,Sy1,Sb,0.03484,19.48,18.81,17.73,16.287,15.629,15.284,15.037
509067,Sy2,SA,0.007590707,16.68,15.97,15.021,13.45,12.676,12.248,11.874
1137861,Sy2,SB0-SBa,0.02846,17.15,16.6,16.549,15.012,14.397,14.071,13.825
508673,Sy1,S0+,0.10159,18.41,17.98,17.73,17.065,16.504,16.063,15.851
467490,Sy1,S...,0.08626,17.76,17.35,17.723,17.069,16.648,16.074,16.059
7840965,Sy1,2,0.08481,19,18.41,18.44,17.141,16.473,16.034,15.795
1385147,Sy1,SAB_a,0.02979,15.01,17.01,16.384,14.879,14.083,13.68,13.319
1691973,Sy1,S,0.09,18.115,19.21,18.609,17.77,17.592,17.304,17.322
1992739,Sy2,SA,0.003371345,13.24,12.27,13.74,11.824,11.029,10.617,10.339
2236527,Sy1,0,0.02973,15.5,17.59,16.6,15.892,15.767,15.669,15.572
1064113,Sy2,I,0.01848,15.96,14.89,15.986,14.261,13.397,12.965,12.468
2793841,Sy2,Sa,0.016134495,13.99,13.11,15.479,13.921,12.844,12.398,12.08
1669777,Sy1,?...,0.708,17.46,17.21,18.3949,17.9509,17.9412,18.0664,17.8496
616798,Sy2,E...,0.1075,16.36,16.4,18.657,17.08,16.113,15.646,15.322
598161,Sy2,S_AB,0.008503,12.3,11.63,13.545,12.498,11.859,11.612,11.307
510309,Sy2,Sa,0.010739387,12.56,11.65,14.046,12.199,11.291,10.922,10.554
2696996,Sy1,SBc,0.04249,17.04,16.62,16.226,15.091,14.431,14.035,13.758
5319217,Sy2,E,0.05436,16.65,16.59,17.584,16.094,15.781,15.259,15.138
2234817,Sy2,E/S0,0.01622,15.54,14.6,16.757,14.902,14.062,13.637,13.318
737087,Sy2,Sc,0.015204,13.66,12.86,14.732,13.003,12.14,11.744,11.328
2221694,Sy2,S,0.08311,19.08,18.37,18.63,16.932,16.041,15.571,15.258
4908980,Sy2,Sc,0.12333,19.4,18.22,18.648,17.021,16.053,15.594,15.264
1421850,Sy2,SBb,0.029446779,13.92,13.23,14.945,13.711,13.142,12.801,12.468
1725454,Sy1,Sc,0.04307,17.37,16.9,16.303,15.404,14.957,14.626,14.404
1416317,Sy1,?...,0.396,16.8,17,16.8329,16.8077,16.7926,16.792,16.7427
1454965,Sy2,S,0.002832635,12.02,11.16,15.24,13.423,12.522,11.957,11.62
1318141,Sy2,SA,0.013946829,13.29,12.45,14.446,12.93,12.079,11.691,11.39
1826775,Sy1,Sa,0.04369,17.61,16.94,17.501,15.848,14.964,14.495,14.159
1839771,Sy1,S0,0.03815,16.26,15.49,17.106,15.641,14.846,14.455,14.143
1850993,Sy2,S,0.09643,19.07,18.36,18.46,17.06,16.301,15.957,15.671
1406332,Sy1,E,0.764363,18.3,18.09,18.3257,17.8555,17.7207,17.8379,17.4482
1369994,Sy2,Scd,0.04204,16.26,15.67,17.754,16.179,15.407,14.951,14.611
2294205,Sy2,E,0.14844,19.36,18.53,19.84,18.061,17.014,16.51,16.142
1513317,Sy2,S0a,0.015260234,13.9,13.06,15.2608,13.7689,13.0892,12.7515,12.6268
1419865,Sy1,SBa,0.025372443,15.3,14.45,15.735,14.622,13.926,13.58,13.304
1454330,Sy2,Irr,0.19113,19.12,18.54,19.232,18,17.284,16.917,16.669
1456238,Sy2,Sc,0.14897,20.47,19.63,19.3,17.588,16.669,16.212,15.894
642255,Sy1,Sb,0.03568,18.8,18.05,18.402,16.552,15.629,15.137,14.756
1686809,Sy2,Sa,0.05085,16.25,15.58,17.03,15.748,15.197,14.813,14.556
2301458,Sy1,SB,0.03025,17.63,16.98,16.221,14.686,13.946,13.536,13.264
1804461,Sy2,Sc,0.005016042,12.575,11.904,14.711,13.255,12.212,11.797,11.453
1753774,Sy2,Sc,0.04,19.87,19.17,18.741,16.927,16.083,15.622,15.268
1807192,Sy1,S,0.05,17.744,18.68,18.302,17.312,16.975,16.712,16.567
1810513,Sy1,E,0.09,18.165,18.24,18.335,17.366,16.997,16.591,16.538
1848425,Sy2,S,0.10641,19.71,18.93,19.715,18.045,17.085,16.623,16.268
4741116,Sy2,2,0.04902,14.37,17.36,16.737,14.715,13.794,13.323,12.963
1319501,Sy2,S,0.01675,17.56,16.84,16.531,14.625,13.717,13.212,12.806
1389806,Sy2,Irr,0.08056,18.58,17.95,19.477,17.778,17.079,16.74,16.481
1882378,Sy1,Sbc,0.05027,17.62,17.29,16.322,15.463,14.942,14.587,14.303
1907293,Sy2,E,0.081,17.3,16.38,18.266,16.87,16.13,15.699,15.46
1455982,Sy2,S,0.0609,18.71,17.99,17.63,15.743,14.944,14.489,14.164
2136972,Sy1,E,0.08218,17.52,17.17,17.634,16.594,16.09,15.675,15.497
2153589,Sy1,E...,0.19396,19.97,19.17,19.631,18.485,17.455,16.932,16.678
2153881,Sy1,E...,0.08912,18.9,18.32,18.46,17.187,16.497,16.094,15.851
2198928,Sy1,Scd,0.07327,17.76,17.4,17.842,17.309,16.824,16.446,16.32
2239097,Sy1,S,0.07009,18.94,18.27,17.935,16.543,15.828,15.416,15.115
2276139,Sy1,E,0.10309,19.44,18.92,19.041,18.413,17.816,17.356,17.134
2304435,Sy1,S,0.10001,18.43,17.94,17.476,16.542,15.862,15.415,15.147
2919423,Sy2,SBc,0.04153,18.84,18.15,17.542,16.03,15.338,14.948,14.675
1548827,Sy1,Sbc,0.016778924,15.71,14.74,16.639,15.235,14.64,14.204,13.505
1396520,Sy2,SAB_a,0.02244,14.94,13.7,16.091,14.594,13.912,13.584,13.334
1397768,Sy2,S,0.07538,19.63,18.92,18.364,16.887,16.169,15.791,15.519
1386210,Sy1,S,0.18606,20.41,19.48,20.06,18.625,17.494,16.924,16.621
5319577,Sy2,E,0.23975,18.93,18,19.976,18.692,17.452,16.989,16.708
550758,Sy1,S_AB,0.003706093,12.2,11.7,13.494,12.079,11.43,11.119,10.937
1916968,Sy2,E,0.05044,18.19,17.6,18.51,16.764,16.036,15.646,15.332
1868874,Sy1,S0-Sa,0.0514,16.88,16.32,18.046,16.712,16.063,15.688,15.444
1328638,Sy2,1,0.01987,15,15.28,16.471,14.846,14.141,13.771,13.523
7841383,Sy2,SBb,0.05933,16.72,16.09,18.129,16.364,15.511,15.119,14.789
1809227,Sy2,S_AB,0.02934,17.36,16.8,16.452,15.082,14.47,14.099,13.791
1751966,Sy1,SB...,0.07189,18.65,18.11,17.418,16.371,15.822,15.39,15.175
2267052,Sy2,S0,0.02875,15.69,14.72,16.741,15.083,14.327,13.961,13.677
5365802,Sy1,Sc,0.07073,18.73,18.06,18.47,17.021,16.168,15.698,15.395
465626,Sy1,S0-a,0.03939,15.2,15.5,17.118,15.288,14.503,14.088,13.706
2266262,Sy2,S,0.01415,14.55,13.6,15.029,13.348,12.547,12.152,11.839
2273281,Sy1,Sb,0.02834,15.84,15.28,16.9,15.615,14.969,14.628,14.418
2222924,Sy2,E,0.07912,18.84,18.26,19.08,17.441,16.709,16.326,16.053
1786719,Sy1,E,0.04685,16.26,15.62,17.501,15.964,15.13,14.682,14.327
2201933,Sy1,Sa,0.17797,18.93,18.35,19.5937,18.8631,18.2682,17.6829,17.6128
2255950,Sy2,Sab,0.07792,19.54,18.83,18.674,17.034,16.171,15.781,15.513
2272956,Sy1,SAB_a,0.02522529,13.7,13.7,15.441,13.995,13.251,12.836,12.539
2255946,Sy1,SBb,0.05478,18.06,17.38,17.489,15.913,15.19,14.752,14.434
2218847,Sy2,S,0.07729,19.21,18.55,18.273,16.784,16.006,15.58,15.285
2218391,Sy1,Sb,0.03418,17,16.41,16.083,14.715,14.204,13.837,13.585
2109067,Sy1,S0+,0.02935,17.89,17.22,17.335,15.891,15.12,14.726,14.443
2051603,Sy2,E,0.07079,18.03,17.43,18.59,16.96,16.266,15.923,15.691
1939885,Sy1,S0a,0.02386,17.25,16.63,16.497,15.21,14.486,14.227,13.992
1963888,Sy1,Sb,0.07092,18.55,17.83,18.299,16.587,15.692,15.22,14.884
1535384,Sy2,Sc,0.01933,13.4,13.4,15.201,13.785,13.022,12.644,12.36
2166638,Sy2,SB,0.01745,17.16,16.45,15.837,13.891,13.054,12.661,12.359
2198346,Sy2,SBb,0.02335,15.4,15.2,16.715,15.034,14.293,13.911,13.613
2197870,Sy2,E:,0.13648,18.45,17.77,18.52,17.367,16.432,15.987,15.648
4495320,Sy1,Sb,0.08014,18.56,18.15,17.317,16.483,15.865,15.366,15.183
5319608,Sy2,S0,0.12118,19.28,18.44,18.171,16.705,15.774,15.275,14.603
2050429,Sy1,S0+,0.04912,18.28,17.66,17.383,15.854,15.112,14.707,14.393
