<html><head>
<meta http-equiv="content-type" content="text/html; charset=UTF-8"></head><body>oid,otype,morph_type,morph_qual
2197942,"Sy2","0",D
2896721,"Sy1","-0.9",D
7841469,"Sy2",,
1370305,"Sy1",,
1370330,"Sy1",,
1536382,"Sy2","E",D
29359,"Sy1",,
1150524,"Sy2",,
2215560,"Sy2",,
337951,"Sy1",,
1369788,"Sy1",,
2247249,"Sy2","SA",C
2634342,"Sy1","SB",C
10584321,"Sy1",,
10200871,"Sy1",,
1338121,"Sy2",,
1684890,"Sy2",,
2051630,"Sy1",,
1725454,"Sy1","Sc",D
1876851,"Sy1",,
1369816,"Sy1",,
1365559,"Sy1",,
7936532,"Sy1",,
1387685,"Sy1",,
1388542,"Sy1",,
1416317,"Sy1","?...",D
504902,"Sy1",,
13307658,"Sy1",,
7840827,"Sy1",,
7840232,"Sy1",,
7842853,"Sy1",,
7842193,"Sy1",,
7842368,"Sy1",,
7841179,"Sy1",,
7842401,"Sy1",,
7943986,"Sy2",,
1390400,"Sy1",,
11530529,"Sy1",,
11232671,"Sy2",,
1376509,"Sy1",,
1371108,"Sy1",,
1395154,"Sy1",,
4844664,"Sy1",,
7839988,"Sy1",,
7841073,"Sy1",,
5133499,"Sy2",,
2987597,"Sy2","1.3",D
10407123,"Sy1",,
1388554,"Sy1",,
1369191,"Sy1",,
1843053,"Sy2","-3.5",D
1390362,"Sy1",,
1280926,"Sy2",,
7818459,"Sy1",,
1392855,"Sy1",,
567429,"Sy1",,
1994750,"Sy2",,
2149131,"Sy1",,
10411802,"Sy1",,
1327214,"Sy1",,
5505524,"Sy2",,
1368526,"Sy1",,
10434527,"Sy1",,
7815039,"Sy1",,
6169307,"Sy1",,
6121894,"Sy1",,
5197710,"Sy2",,
5319682,"Sy2",,
473793,"Sy1",,
10492753,"Sy1",,
10506416,"Sy1",,
10506113,"Sy1",,
2664815,"Sy2",,
10939532,"Sy2",,
5472153,"Sy1",,
1656296,"Sy2",,
498693,"Sy2",,
16015729,"Sy1",,
10415859,"Sy1",,
1388531,"Sy1",,
1387943,"Sy1",,
1396129,"Sy1",,
2031060,"Sy1",,
7840914,"Sy1",,
1003154,"Sy1",,
1369185,"Sy1",,
5660765,"Sy1",,
1905315,"Sy2","-2.7",D
529628,"Sy1",,
5663835,"Sy2",,
5667060,"Sy2",,
1937177,"Sy1",,
1366090,"Sy1",,
1366563,"Sy1",,
489185,"Sy1",,
5319198,"Sy2",,
5319201,"Sy2",,
5319237,"Sy2",,
5319271,"Sy2",,
6370013,"Sy1",,
5319328,"Sy2",,
1708896,"Sy1",,
5319468,"Sy2",,
5319597,"Sy2",,
1860609,"Sy1",,
5319632,"Sy2",,
1939883,"Sy1",,
5319693,"Sy2",,
5319711,"Sy2",,
1387406,"Sy2",,
10423469,"Sy1",,
13191524,"Sy1",,
1465418,"Sy2",,
1454965,"Sy2","S",C
1597089,"Sy1",,
1393852,"Sy1",,
8428249,"Sy2",,
1383691,"Sy1",,
1000546,"Sy2",,
1390398,"Sy1",,
11532706,"Sy1",,
10425712,"Sy1",,
10426740,"Sy1",,
12248447,"Sy1",,
11530362,"Sy1",,
1993571,"Sy1",,
5391302,"Sy1",,
1377959,"Sy1",,
1807206,"Sy1",,
1996042,"Sy1",,
1830272,"Sy1",,
1889147,"Sy1",,
1318141,"Sy2","SA",C
1307088,"Sy2","S",D
642210,"Sy1",,
1394503,"Sy1",,
7809273,"Sy1",,
1845178,"Sy2",,
702067,"Sy1",,
2051441,"Sy1",,
1200079,"Sy1","E",D
2052086,"Sy1",,
2053864,"Sy1",,
2982636,"Sy1",,
7839558,"Sy1",,
7840066,"Sy1",,
7935595,"Sy1",,
7840580,"Sy1",,
7841807,"Sy1",,
7841598,"Sy1",,
7840787,"Sy1",,
1347669,"Sy2","E/S...",D
1318646,"Sy1",,
1317874,"Sy1",,
1376972,"Sy1",,
1377960,"Sy1",,
1378715,"Sy1",,
701588,"Sy1",,
624128,"Sy1",,
5319336,"Sy2",,
1366548,"Sy1",,
1367781,"Sy1",,
7839857,"Sy2",,
4500551,"Sy1",,
642577,"Sy1",,
2110940,"Sy1",,
517241,"Sy1",,
10434925,"Sy1",,
2110944,"Sy1",,
2110962,"Sy1",,
2110958,"Sy1",,
1371999,"Sy1",,
1371110,"Sy1",,
1366048,"Sy1",,
1386613,"Sy1",,
1378720,"Sy1",,
1377944,"Sy1",,
1369821,"Sy1",,
1826775,"Sy1","Sa",D
96541,"Sy1","E",D
1965840,"Sy1",,
4742089,"Sy2",,
1489538,"Sy1","cG",D
1839771,"Sy1","S0",D
1369786,"Sy1",,
1494958,"Sy1",,
1851500,"Sy2",,
1849065,"Sy2",,
1847586,"Sy1",,
1425693,"Sy1",,
13308190,"Sy1",,
5395778,"Sy1",,
46907,"Sy1",,
1386033,"Sy1",,
1336228,"Sy1",,
684516,"Sy1",,
2218681,"Sy1",,
2218677,"Sy1",,
1579322,"Sy2","S",D
1369193,"Sy1",,
5319481,"Sy2",,
5319674,"Sy2",,
5319514,"Sy2",,
1850993,"Sy2","S",D
5217155,"Sy1",,
1406332,"Sy1","E",D
1868023,"Sy2",,
1406033,"Sy1","E",D
737225,"Sy1",,
337948,"Sy1",,
1389086,"Sy1",,
7821898,"Sy1",,
1868033,"Sy2",,
9786044,"Sy1",,
1369994,"Sy2","Scd",D
633434,"Sy1",,
1398530,"Sy1",,
1368690,"Sy2",,
1870267,"Sy2",,
3053813,"Sy1",,
1932126,"Sy2",,
7840076,"Sy1",,
7840074,"Sy1",,
7840179,"Sy1",,
2236769,"Sy2",,
1482577,"Sy2",,
7840296,"Sy1",,
1965836,"Sy2",,
1965842,"Sy1",,
2167007,"Sy1",,
1001354,"Sy2",,
1001352,"Sy2",,
7933162,"Sy2",,
7840592,"Sy1",,
2169023,"Sy1",,
6370018,"Sy1",,
773742,"Sy1",,
1396801,"Sy1",,
1396121,"Sy1",,
1393426,"Sy1",,
1660260,"Sy2",,
663865,"Sy1",,
623538,"Sy1",,
7841015,"Sy1",,
338563,"Sy1",,
642212,"Sy1",,
7841332,"Sy1",,
1368531,"Sy1",,
1979943,"Sy2","SBb",D
7841694,"Sy1",,
1773718,"Sy2",,
1023351,"Sy1",,
466635,"Sy1",,
1023382,"Sy1",,
7841928,"Sy1",,
3926079,"Sy1",,
1903643,"Sy1",,
2981024,"Sy2",,
6122030,"Sy2",,
440674,"Sy1",,
462483,"Sy1",,
7952995,"Sy2",,
2258003,"Sy1",,
2197416,"Sy1",,
2780254,"Sy1",,
1389424,"Sy1",,
9969861,"Sy2",,
7842514,"Sy2",,
1378709,"Sy1",,
7839653,"Sy1",,
2860350,"Sy1",,
5449103,"Sy1",,
7939112,"Sy2",,
2291640,"Sy2",,
2780255,"Sy1",,
2780272,"Sy1",,
7815060,"Sy1",,
7809764,"Sy2",,
7842821,"Sy2",,
5414474,"Sy1",,
5319544,"Sy2",,
1548433,"Sy2",,
1090107,"Sy2","E+A",E
2199267,"Sy1",,
1378728,"Sy1",,
2199268,"Sy1",,
2199257,"Sy1",,
1743276,"Sy2","S0",D
9442254,"Sy2",,
7841513,"Sy1",,
7941950,"Sy2",,
8357378,"Sy2",,
1370314,"Sy1",,
642586,"Sy1",,
3107333,"Sy1",,
1390567,"Sy1",,
5210993,"Sy1",,
1334963,"Sy1",,
1304585,"Sy1",,
624148,"Sy1",,
338570,"Sy1",,
624125,"Sy1",,
3213774,"Sy1",,
5421720,"Sy1","SBdm",D
1395637,"Sy1",,
1153529,"Sy2",,
5319657,"Sy2",,
1374727,"Sy1",,
1376502,"Sy1",,
7841045,"Sy1",,
1790204,"Sy2",,
5214840,"Sy1",,
1805832,"Sy1",,
1802494,"Sy2",,
1810527,"Sy2",,
1451523,"Sy1",,
1369175,"Sy1",,
1369177,"Sy1",,
4500106,"Sy2",,
1328287,"Sy1",,
5319780,"Sy2",,
1388292,"Sy1",,
1369378,"Sy2",,
1369208,"Sy1",,
2294205,"Sy2","E",E
1369940,"Sy2",,
1369777,"Sy1",,
12248725,"Sy2",,
1369941,"Sy2",,
1389066,"Sy1",,
1369795,"Sy1",,
1369804,"Sy1",,
12248795,"Sy2",,
1862783,"Sy2",,
1451884,"Sy2",,
1389089,"Sy1",,
1369820,"Sy1",,
1452345,"Sy1",,
1389619,"Sy1",,
1866047,"Sy1",,
7843108,"Sy1",,
1671984,"Sy1",,
642216,"Sy1",,
642195,"Sy1",,
2255576,"Sy1",,
2255575,"Sy1",,
334287,"Sy1",,
337957,"Sy1",,
664344,"Sy1",,
1377940,"Sy1",,
1396111,"Sy1",,
1339972,"Sy1",,
10440520,"Sy1",,
45654,"Sy1",,
7943280,"Sy1",,
1513317,"Sy2","S0a",D
1405035,"Sy1",,
1880098,"Sy2",,
1868037,"Sy2",,
1315592,"Sy1",,
2262358,"Sy2",,
1370173,"Sy1",,
1150490,"Sy2","2.0",D
1332175,"Sy1","S",D
4046766,"Sy1",,
1390365,"Sy1",,
1334775,"Sy1",,
1390382,"Sy1",,
6296952,"Sy1",,
1371312,"Sy2",,
1452897,"Sy2",,
1419865,"Sy1","SBa",D
1452853,"Sy1",,
383620,"Sy1",,
1334790,"Sy1","Sc",D
1428805,"Sy1","Sa",D
1390407,"Sy1",,
1334796,"Sy1",,
10945381,"Sy2",,
5319571,"Sy2",,
1888476,"Sy2",,
10985939,"Sy2",,
1915232,"Sy2",,
8443896,"Sy2",,
3421015,"Sy2","4.0",D
1190317,"Sy2","4.0",D
12249190,"Sy1",,
1398982,"Sy2","S",D
1453280,"Sy1",,
1377965,"Sy1",,
369932,"Sy1",,
12249259,"Sy2",,
1453284,"Sy1",,
12249290,"Sy2",,
1453869,"Sy2",,
2919405,"Sy2",,
337954,"Sy1",,
1453878,"Sy2",,
1453879,"Sy1",,
4815018,"Sy2",,
1453883,"Sy2",,
1392866,"Sy1",,
1531238,"Sy2",,
1378729,"Sy1",,
1454330,"Sy2","Irr",D
1454331,"Sy2",,
1914052,"Sy1",,
8268566,"Sy2",,
1454285,"Sy1",,
1454340,"Sy2",,
7815052,"Sy2",,
6169310,"Sy1",,
7815062,"Sy2",,
7815059,"Sy2",,
7809756,"Sy2",,
7815057,"Sy2",,
1393451,"Sy1",,
7809736,"Sy1",,
7815041,"Sy2",,
7815044,"Sy2",,
7809743,"Sy2",,
7809749,"Sy2",,
7809750,"Sy1",,
1454885,"Sy2",,
7809761,"Sy2",,
6121897,"Sy2",,
7809765,"Sy2",,
7809759,"Sy2",,
7809757,"Sy2",,
7815055,"Sy1",,
7809762,"Sy2",,
6169311,"Sy2",,
6173907,"Sy2",,
1492904,"Sy1",,
1870259,"Sy2",,
1454760,"Sy1",,
1396081,"Sy1",,
2556633,"Sy1",,
1336779,"Sy1",,
8261813,"Sy2",,
967258,"Sy1",,
1450114,"Sy2","E",D
1454894,"Sy2",,
1454896,"Sy2",,
633426,"Sy1",,
2273539,"Sy1",,
2273542,"Sy1",,
2273544,"Sy1",,
2273538,"Sy1",,
2273554,"Sy1",,
2273557,"Sy1",,
2276331,"Sy1",,
2276335,"Sy1",,
1927524,"Sy1",,
1555586,"Sy1","E",D
1454504,"Sy1",,
1455266,"Sy1",,
1394465,"Sy1",,
7839722,"Sy1",,
1455357,"Sy2",,
1317674,"Sy1",,
1398522,"Sy1",,
1394338,"Sy1",,
1398524,"Sy1",,
1455361,"Sy2",,
1337421,"Sy1",,
2274132,"Sy1",,
1917291,"Sy2",,
2289350,"Sy1",,
1449368,"Sy1",,
1950472,"Sy1",,
1434659,"Sy1",,
623518,"Sy1",,
1375556,"Sy2",,
1455836,"Sy2",,
1368530,"Sy1",,
1369165,"Sy1",,
1980595,"Sy2",,
1990612,"Sy2",,
1993578,"Sy1",,
1986742,"Sy2",,
1995689,"Sy2",,
1995690,"Sy2",,
1988068,"Sy2",,
1455842,"Sy2",,
1456230,"Sy2",,
1395741,"Sy2",,
1456208,"Sy1",,
1339764,"Sy2",,
1395432,"Sy1",,
1456238,"Sy2","Sc",D
1456239,"Sy2",,
1395476,"Sy1","S",D
1376013,"Sy1",,
2288876,"Sy1",,
1318644,"Sy1",,
1396284,"Sy2",,
2646424,"Sy2","I",D
3500160,"Sy2","-2.0",D
1396101,"Sy1",,
2290025,"Sy1",,
1396115,"Sy1",,
1396291,"Sy2",,
1396125,"Sy1",,
1396807,"Sy1",,
8268569,"Sy2",,
1319005,"Sy1",,
1396817,"Sy1",,
12250422,"Sy2",,
1396956,"Sy2",,
1319009,"Sy1",,
1396828,"Sy1",,
1319010,"Sy1",,
1598098,"Sy2","S",D
10765667,"Sy2",,
1107040,"Sy2",,
1007358,"Sy1",,
1107354,"Sy2",,
4908917,"Sy1",,
7842718,"Sy1",,
1019919,"Sy2",,
8265060,"Sy2",,
10881070,"Sy2",,
8990393,"Sy1",,
5359324,"Sy2","SBb",D
982350,"Sy1",,
1000538,"Sy2",,
624150,"Sy1",,
5367520,"Sy1",,
9083244,"Sy2",,
1397765,"Sy2",,
1319364,"Sy1",,
5857943,"Sy2",,
1339648,"Sy1",,
1339766,"Sy1",,
1339649,"Sy1",,
1319366,"Sy1",,
1396812,"Sy1",,
1339774,"Sy2",,
1339658,"Sy1",,
1319715,"Sy1",,
438754,"Sy2",,
1367097,"Sy1",,
5933587,"Sy1",,
393921,"Sy2","SBb:",D
1378712,"Sy1",,
1398761,"Sy2",,
9523346,"Sy2",,
1398766,"Sy2",,
1389092,"Sy1",,
1398769,"Sy2",,
623492,"Sy1",,
623496,"Sy1",,
624473,"Sy1",,
623653,"Sy2",,
2236528,"Sy1",,
2236537,"Sy1",,
624127,"Sy1",,
10782546,"Sy2",,
624479,"Sy2",,
8268547,"Sy2",,
493767,"Sy1",,
634326,"Sy1",,
633087,"Sy1",,
633548,"Sy1",,
643515,"Sy1",,
643553,"Sy2",,
1366047,"Sy1",,
7840083,"Sy1",,
623491,"Sy1",,
642200,"Sy1",,
642203,"Sy1",,
642667,"Sy2",,
1658309,"Sy1",,
642260,"Sy2",,
643247,"Sy2",,
643222,"Sy1",,
643224,"Sy1",,
665445,"Sy2",,
663872,"Sy1",,
663875,"Sy1",,
663893,"Sy1",,
663908,"Sy1",,
665103,"Sy1",,
8424786,"Sy1",,
665200,"Sy2",,
683712,"Sy2",,
683678,"Sy1",,
632985,"Sy1",,
683965,"Sy2",,
693197,"Sy2",,
1389623,"Sy1",,
693156,"Sy1",,
3903773,"Sy2",,
693164,"Sy1",,
701752,"Sy1",,
1369209,"Sy1",,
12251253,"Sy2",,
8427047,"Sy2",,
1378734,"Sy1",,
12251343,"Sy2",,
983414,"Sy1",,
1380804,"Sy2",,
12253240,"Sy2",,
10584409,"Sy1",,
10885391,"Sy2",,
513434,"Sy1",,
12253362,"Sy2",,
1022077,"Sy1",,
1365692,"Sy2",,
1365691,"Sy2",,
1385120,"Sy2",,
8427087,"Sy2",,
1365566,"Sy1",,
1385593,"Sy1",,
9483336,"Sy2",,
4908924,"Sy1",,
1612930,"Sy1",,
513437,"Sy1",,
1385588,"Sy1",,
12254073,"Sy2",,
12254216,"Sy2",,
468682,"Sy1",,
8268084,"Sy2",,
9905196,"Sy2",,
7840010,"Sy1",,
8268481,"Sy2",,
1040833,"Sy1",,
12254496,"Sy2",,
1327283,"Sy1",,
10883085,"Sy2",,
12252345,"Sy2",,
10883129,"Sy2",,
12252386,"Sy2",,
12252415,"Sy2",,
8268460,"Sy1",,
469993,"Sy2",,
1000038,"Sy2",,
1001307,"Sy1",,
523983,"Sy2",,
3047095,"Sy1",,
495521,"Sy2",,
623500,"Sy1",,
642194,"Sy1",,
12252760,"Sy1",,
12252777,"Sy2",,
1239074,"Sy1",,
1128075,"Sy2",,
664340,"Sy1",,
495527,"Sy2",,
8268105,"Sy1",,
642585,"Sy1",,
4909187,"Sy1",,
494940,"Sy2",,
8359508,"Sy2",,
633436,"Sy1",,
8268384,"Sy1",,
663873,"Sy1",,
10266919,"Sy1",,
513359,"Sy1",,
12254985,"Sy2",,
1635036,"Sy1",,
10267679,"Sy1",,
1040021,"Sy1",,
739339,"Sy1",,
10888785,"Sy2",,
512872,"Sy2",,
3096224,"Sy1",,
10888892,"Sy2",,
12255274,"Sy2",,
10704874,"Sy1",,
10889036,"Sy2",,
2306356,"Sy1",,
2305846,"Sy1",,
508485,"Sy1",,
2258470,"Sy1",,
2258476,"Sy1",,
642255,"Sy1","Sb",D
2647041,"Sy2","S0",C
8424811,"Sy2",,
12255637,"Sy2",,
1320020,"Sy1",,
1327226,"Sy1",,
8427132,"Sy2",,
8267959,"Sy2",,
4046797,"Sy1",,
512009,"Sy1",,
1121283,"Sy1","S",D
8427133,"Sy2",,
12255857,"Sy2",,
1865245,"Sy1",,
1043339,"Sy1",,
2646938,"Sy2",,
12255972,"Sy2","E+A",E
2305831,"Sy1",,
2305838,"Sy1",,
2305829,"Sy1",,
392549,"Sy2",,
12256060,"Sy2",,
2305308,"Sy1",,
2305307,"Sy1",,
2304908,"Sy1",,
11954311,"Sy1",,
8268275,"Sy2",,
1646130,"Sy1",,
3788345,"Sy2",,
337947,"Sy1",,
8268351,"Sy2",,
769382,"Sy2","SB:b",D
493593,"Sy2",,
12256465,"Sy2",,
773740,"Sy2",,
1686809,"Sy2","Sa",D
791583,"Sy1",,
8041097,"Sy2","Sb",D
1378700,"Sy1",,
1378727,"Sy1",,
2250479,"Sy2",,
2836035,"Sy1",,
12249938,"Sy1",,
12256656,"Sy2",,
11531661,"Sy1",,
739391,"Sy1",,
1649226,"Sy1",,
1663028,"Sy1",,
711649,"Sy2",,
12256812,"Sy2",,
493596,"Sy2",,
693458,"Sy2",,
12257108,"Sy2",,
12257109,"Sy2",,
12257352,"Sy2",,
10703861,"Sy2",,
12248974,"Sy2",,
12257554,"Sy2",,
1371078,"Sy1",,
12257594,"Sy2",,
492822,"Sy2",,
451249,"Sy1",,
12257737,"Sy2",,
492825,"Sy1",,
2336056,"Sy1",,
9083349,"Sy2",,
10894169,"Sy2",,
12257979,"Sy2",,
10719318,"Sy2",,
8427202,"Sy2",,
12258085,"Sy2",,
8427205,"Sy2",,
511218,"Sy1",,
10724954,"Sy2",,
442867,"Sy1",,
623531,"Sy1",,
10894902,"Sy2",,
12249506,"Sy2",,
8427212,"Sy2",,
492831,"Sy2",,
12249614,"Sy2",,
12249624,"Sy2",,
12249629,"Sy2",,
10584334,"Sy1",,
492115,"Sy2",,
5183671,"Sy1",,
1041072,"Sy1",,
10742202,"Sy2",,
1156675,"Sy2","1.0",D
8426874,"Sy1",,
10749966,"Sy2",,
9259914,"Sy2",,
12259025,"Sy2",,
4113343,"Sy1",,
1685755,"Sy1",,
10892329,"Sy2",,
10896366,"Sy2",,
12250372,"Sy2",,
12250389,"Sy2",,
10896542,"Sy2",,
12274953,"Sy2",,
12274954,"Sy2",,
1722419,"Sy2","7.0",D
12250478,"Sy2",,
12259287,"Sy1",,
10896694,"Sy2",,
12259388,"Sy2",,
12259390,"Sy2",,
12251805,"Sy2",,
12251837,"Sy2",,
8426876,"Sy1",,
8267990,"Sy1",,
12259679,"Sy2",,
12259690,"Sy2",,
12259711,"Sy2",,
10897233,"Sy2",,
10897252,"Sy2",,
12252088,"Sy2",,
491968,"Sy1",,
12250569,"Sy2",,
12250580,"Sy2",,
1368488,"Sy1",,
12260001,"Sy2",,
1114944,"Sy1",,
375955,"Sy1",,
12250766,"Sy2",,
12260141,"Sy2",,
1114946,"Sy1",,
12260241,"Sy2",,
10898404,"Sy2",,
12251046,"Sy2",,
12251063,"Sy2",,
12260410,"Sy2",,
12251158,"Sy2",,
12260488,"Sy2",,
12251211,"Sy2",,
10878895,"Sy2",,
12251400,"Sy2",,
12251409,"Sy2",,
12251422,"Sy2",,
12251463,"Sy2",,
10880348,"Sy2",,
10880573,"Sy2",,
12253321,"Sy2",,
12253459,"Sy2",,
5319689,"Sy2",,
12275004,"Sy2",,
1398525,"Sy1",,
12260804,"Sy2",,
10886299,"Sy2",,
1123716,"Sy2",,
1202851,"Sy1",,
4908950,"Sy1",,
10886972,"Sy2",,
548115,"Sy2","E/S0",D
12254238,"Sy2",,
10887336,"Sy2",,
1978389,"Sy2","S",D
1738288,"Sy1",,
12254390,"Sy2",,
12261044,"Sy2",,
10985583,"Sy2",,
10887550,"Sy2",,
7840293,"Sy1",,
12261113,"Sy2",,
8268454,"Sy2",,
12261202,"Sy2",,
12261262,"Sy2",,
5319335,"Sy2",,
10883386,"Sy2",,
12252456,"Sy2",,
12252457,"Sy2",,
12252462,"Sy2",,
12252523,"Sy2",,
337952,"Sy1",,
4909198,"Sy1",,
8427269,"Sy2",,
12261463,"Sy1",,
5467198,"Sy2",,
10884288,"Sy2",,
12252770,"Sy2",,
539982,"Sy1",,
1204738,"Sy1",,
1244969,"Sy1",,
2647598,"Sy1",,
1204740,"Sy1",,
599116,"Sy1",,
1395644,"Sy1",,
12262280,"Sy2",,
1606999,"Sy2",,
12262385,"Sy2",,
12253138,"Sy2",,
12253153,"Sy2",,
12253179,"Sy2",,
642198,"Sy1",,
12262543,"Sy2",,
882658,"Sy2",,
466779,"Sy2","SA_B_a",C
10892064,"Sy1",,
1711903,"Sy2",,
1803085,"Sy2",,
2280469,"Sy2",,
338557,"Sy1",,
2298822,"Sy2","S...",D
2301458,"Sy1","SB",C
632984,"Sy1",,
562209,"Sy2","Sab",D
8268423,"Sy2",,
10887786,"Sy2",,
12254696,"Sy2",,
12254735,"Sy2",,
12254788,"Sy2",,
12262749,"Sy2",,
12254898,"Sy2",,
12262779,"Sy2",,
1755031,"Sy1",,
623543,"Sy1",,
7813264,"Sy1",,
509933,"Sy1",,
509440,"Sy2",,
10888486,"Sy2",,
490472,"Sy1",,
4908953,"Sy1",,
12263015,"Sy2",,
1602201,"Sy2",,
427486,"Sy1",,
12255344,"Sy1",,
12263219,"Sy1",,
490489,"Sy1",,
11539201,"Sy2",,
490474,"Sy1",,
8268543,"Sy1",,
13402017,"Sy2",,
1804461,"Sy2","Sc",C
509450,"Sy1",,
447936,"Sy1",,
10890517,"Sy2",,
10890573,"Sy2",,
1974744,"Sy2","3.0",D
1764290,"Sy1",,
12256264,"Sy2",,
7840053,"Sy1",,
8424846,"Sy1",,
12263780,"Sy2",,
12256369,"Sy2",,
505689,"Sy1",,
10891178,"Sy2",,
10891311,"Sy2",,
1619455,"Sy1",,
12256505,"Sy2",,
12256613,"Sy2",,
10447228,"Sy1",,
12256631,"Sy2",,
12256671,"Sy2",,
12256692,"Sy2",,
1777797,"Sy2",,
8424829,"Sy2",,
491403,"Sy1",,
2215557,"Sy2",,
1911819,"Sy2","Sa",C
12257265,"Sy2",,
5319380,"Sy2",,
12257330,"Sy2",,
1138203,"Sy2",,
10900758,"Sy2",,
12261910,"Sy2",,
12257634,"Sy2",,
12257662,"Sy2",,
12257714,"Sy1",,
1398526,"Sy1",,
553950,"Sy1",,
12261999,"Sy2",,
13308576,"Sy2",,
12257884,"Sy2",,
1369789,"Sy1",,
12257964,"Sy2",,
12257970,"Sy1",,
12258074,"Sy2",,
12258102,"Sy2",,
12258110,"Sy2",,
12258232,"Sy2",,
12264767,"Sy2",,
12258333,"Sy2",,
12258372,"Sy2",,
10905300,"Sy2",,
12258461,"Sy2",,
10895186,"Sy2",,
12264851,"Sy1",,
12258560,"Sy2",,
12258595,"Sy2",,
12258680,"Sy2",,
12258692,"Sy2",,
488888,"Sy1","3",D
10895657,"Sy2",,
12261154,"Sy2",,
1619931,"Sy2",,
1992474,"Sy2",,
12265226,"Sy2",,
12259280,"Sy2",,
12265235,"Sy2",,
12259322,"Sy1",,
12259349,"Sy2",,
10896813,"Sy2",,
12259412,"Sy2",,
7843087,"Sy1",,
632992,"Sy1",,
12265370,"Sy2",,
12259823,"Sy2",,
12259844,"Sy2",,
508677,"Sy1",,
10906266,"Sy2",,
12259992,"Sy2",,
10906369,"Sy2",,
10898045,"Sy2",,
12260116,"Sy2",,
12260134,"Sy2",,
12260228,"Sy2",,
617024,"Sy1",,
10898660,"Sy2",,
12260489,"Sy2",,
12265662,"Sy2",,
12260527,"Sy2",,
10906648,"Sy2",,
466262,"Sy2",,
12260744,"Sy2",,
1633883,"Sy2",,
10899114,"Sy2",,
1633882,"Sy2",,
12265915,"Sy2",,
1188185,"Sy1",,
12261059,"Sy2",,
1632844,"Sy1",,
2966169,"Sy1","-2.0",D
10899740,"Sy2",,
1619923,"Sy2",,
12261271,"Sy2",,
10899839,"Sy2",,
4908957,"Sy1",,
12264195,"Sy2",,
11530298,"Sy1",,
490481,"Sy1",,
8427338,"Sy1",,
8268007,"Sy2",,
12262076,"Sy2",,
1333659,"Sy2",,
12262370,"Sy2",,
10904962,"Sy2",,
4909208,"Sy1",,
12266092,"Sy2",,
10902190,"Sy2",,
12262813,"Sy2",,
12266152,"Sy2",,
10902367,"Sy2",,
1392844,"Sy1",,
12263014,"Sy2",,
12263016,"Sy2",,
12263088,"Sy2",,
10584386,"Sy2",,
1201641,"Sy1",,
1202779,"Sy1",,
1202829,"Sy1",,
1202993,"Sy1",,
1831757,"Sy2",,
1227361,"Sy1",,
12266388,"Sy2",,
1204744,"Sy1",,
1205100,"Sy1",,
12263291,"Sy2",,
8041117,"Sy2","Sc",D
508886,"Sy1",,
1205633,"Sy1",,
10908034,"Sy2",,
12266627,"Sy2",,
1205681,"Sy1",,
1206061,"Sy1",,
1206063,"Sy1",,
1348421,"Sy2",,
1228215,"Sy1",,
508362,"Sy2",,
12263943,"Sy1",,
1228220,"Sy1",,
10900430,"Sy2",,
12261696,"Sy2",,
12261705,"Sy2",,
12261781,"Sy2",,
12261812,"Sy2",,
12266860,"Sy2",,
12266894,"Sy2",,
12266943,"Sy2",,
12264780,"Sy2",,
489942,"Sy1",,
12266979,"Sy2",,
8427394,"Sy2",,
12265107,"Sy2",,
12267068,"Sy2",,
10905706,"Sy2",,
10908750,"Sy2",,
12265155,"Sy2",,
12267080,"Sy2",,
10905945,"Sy2",,
10906632,"Sy2",,
10909075,"Sy2",,
1646861,"Sy2",,
10906879,"Sy2",,
4909211,"Sy2",,
12265888,"Sy2",,
12265898,"Sy2",,
12265951,"Sy2",,
465676,"Sy1",,
12264032,"Sy2",,
12267408,"Sy2",,
12264156,"Sy2",,
489443,"Sy2",,
10909524,"Sy1",,
1209515,"Sy1","-0.3",D
12267514,"Sy2",,
465789,"Sy2",,
12267525,"Sy2",,
12264360,"Sy2",,
1646863,"Sy2",,
12267634,"Sy2",,
12267666,"Sy2",,
10904898,"Sy2",,
1214381,"Sy1",,
1214889,"Sy1",,
10907097,"Sy2",,
12267733,"Sy2",,
1215962,"Sy1",,
12267777,"Sy1",,
12266301,"Sy2",,
12266358,"Sy2",,
12266725,"Sy2",,
12266801,"Sy2",,
12266923,"Sy2",,
1044052,"Sy1",,
1216297,"Sy1",,
12267907,"Sy2",,
12267187,"Sy2",,
10909034,"Sy2",,
12267277,"Sy2",,
10909093,"Sy2",,
12267383,"Sy2",,
1645578,"Sy1",,
12267787,"Sy2",,
10910316,"Sy2",,
10912603,"Sy2",,
12269614,"Sy2",,
12269718,"Sy2",,
1743286,"Sy2",,
8268374,"Sy2",,
12268899,"Sy2",,
8427413,"Sy2",,
1218669,"Sy1",,
1219203,"Sy1",,
1219202,"Sy1",,
1219219,"Sy1",,
1219208,"Sy1",,
12273792,"Sy2",,
1829776,"Sy2",,
1219225,"Sy1",,
1644166,"Sy1","E",D
10923616,"Sy2",,
12271502,"Sy2",,
1660840,"Sy2",,
12274719,"Sy2",,
7840585,"Sy1",,
1219637,"Sy1",,
1219580,"Sy1",,
1219595,"Sy1",,
12274756,"Sy2",,
10925353,"Sy2",,
1219677,"Sy1",,
1660066,"Sy1",,
10912957,"Sy2",,
1219925,"Sy1",,
1219929,"Sy1",,
12269350,"Sy2",,
