<html><head>
<meta http-equiv="content-type" content="text/html; charset=UTF-8"></head><body>oid,otype,morph_type,morph_qual
500371,"Sy1",,
4740205,"Sy1","E",E
5414165,"Sy1",,
425056,"Sy1",,
613786,"Sy1",,
5206106,"Sy1",,
5405721,"Sy1",,
2031401,"Sy1",,
8222385,"Sy2",,
596153,"Sy2",,
5133484,"Sy2","Sb",D
8041218,"Sy2",,
2885150,"Sy2","Sbc",C
1154441,"Sy2",,
1451764,"Sy1",,
1223386,"Sy1",,
2857874,"Sy1",,
8268189,"Sy2",,
461021,"Sy1",,
11074735,"Sy2","1",D
12333162,"Sy2",,
1719466,"Sy1","cDm",D
5415172,"Sy1",,
9248927,"Sy1",,
547998,"Sy1",,
4107949,"Sy1",,
11533278,"Sy1",,
1390525,"Sy2","S",D
13174777,"Sy1",,
599966,"Sy1",,
2592216,"Sy2",,
10252850,"Sy1",,
559633,"Sy1",,
5402181,"Sy1",,
10454430,"Sy1",,
4107953,"Sy1",,
2663507,"Sy1",,
5015534,"Sy1",,
1369662,"Sy1",,
1498184,"Sy1","Sp",D
1296719,"Sy1",,
1851064,"Sy2",,
1377370,"Sy2",,
1328726,"Sy1",,
11532501,"Sy1",,
1297202,"Sy1",,
1401286,"Sy1",,
13174834,"Sy1",,
5395362,"Sy1",,
1868040,"Sy1",,
9408999,"Sy2",,
1607000,"Sy2","Sc",D
3452382,"Sy2",,
13175192,"Sy1",,
3452571,"Sy2",,
11532383,"Sy1",,
1607004,"Sy1",,
1849060,"Sy2",,
3468737,"Sy1",,
5319646,"Sy2",,
2273888,"Sy1",,
3469364,"Sy2",,
3469367,"Sy2",,
3469816,"Sy2",,
3469815,"Sy2",,
3470141,"Sy2",,
1296236,"Sy1",,
7842918,"Sy1",,
2761892,"Sy1",,
2780256,"Sy1",,
2779405,"Sy2","Sb",C
2833307,"Sy2","E",D
2762960,"Sy1","Sab",E
2763420,"Sy1",,
491973,"Sy1",,
8268082,"Sy2",,
2255204,"Sy1",,
11026817,"Sy2",,
13175251,"Sy1",,
1315203,"Sy1",,
2763372,"Sy2","E+A",E
442879,"Sy1",,
1465958,"Sy1",,
1365570,"Sy1",,
13175298,"Sy1",,
10455166,"Sy1",,
1888480,"Sy2",,
555741,"Sy1",,
1106664,"Sy1",,
4117693,"Sy1",,
4494987,"Sy1",,
1688283,"Sy1",,
1887275,"Sy1",,
5397054,"Sy1",,
2252793,"Sy1",,
600836,"Sy1",,
554009,"Sy1",,
488069,"Sy1",,
1768843,"Sy1",,
4123419,"Sy1",,
5401277,"Sy1",,
4130072,"Sy1",,
445398,"Sy1",,
545153,"Sy1",,
2694342,"Sy1",,
443908,"Sy1",,
2854385,"Sy1",,
454986,"Sy1",,
2777219,"Sy1","S",E
497194,"Sy1",,
4132667,"Sy1",,
4135889,"Sy1",,
4134515,"Sy1",,
466633,"Sy1",,
2780267,"Sy1",,
7842945,"Sy2",,
1236593,"Sy1",,
1236566,"Sy1",,
1236205,"Sy1",,
2780259,"Sy1",,
10397347,"Sy1",,
1453332,"Sy2",,
1818897,"Sy2","3",D
1925519,"Sy2","SBb",D
1948819,"Sy2","S...",D
4108028,"Sy1",,
1995112,"Sy2","S",D
2174434,"Sy2",,
1768645,"Sy2","SB",C
4064211,"Sy2",,
1236116,"Sy1",,
4494896,"Sy1","SBb",D
1392864,"Sy1","S",D
4108030,"Sy1",,
4108031,"Sy1",,
642000,"Sy2",,
1037252,"Sy2","0.1",D
1800097,"Sy2","-0.6",D
2210183,"Sy2","SB",C
2743712,"Sy2","SA",C
10397373,"Sy1",,
465464,"Sy1",,
340945,"Sy2","Sb",E
340815,"Sy1",,
655148,"Sy2",,
2168467,"Sy1","S",D
5662576,"Sy1",,
1394506,"Sy1",,
1366543,"Sy1",,
1296027,"Sy1",,
1387288,"Sy1",,
7842971,"Sy1",,
1392842,"Sy1",,
7842970,"Sy1",,
7842968,"Sy1",,
13175023,"Sy1",,
10397175,"Sy1",,
1286663,"Sy2","2.0",D
2109079,"Sy2",,
1451767,"Sy1",,
1388541,"Sy1",,
4909234,"Sy1",,
514269,"Sy1",,
2055252,"Sy2",,
1671750,"Sy2","Sb",D
12285329,"Sy2",,
1369726,"Sy1",,
4107998,"Sy1",,
1451768,"Sy1",,
2055253,"Sy2",,
2763424,"Sy1",,
2763037,"Sy2",,
1388998,"Sy1",,
2103598,"Sy1",,
1763143,"Sy1",,
1328766,"Sy1",,
3293190,"Sy1",,
534331,"Sy1",,
2762957,"Sy1",,
10397234,"Sy1",,
5401364,"Sy1",,
1328733,"Sy1",,
1328734,"Sy1",,
13175180,"Sy1",,
7842926,"Sy1",,
13175625,"Sy1",,
8356497,"Sy2",,
11017596,"Sy2","Sa",E
1276512,"Sy1",,
7840369,"Sy1",,
12336577,"Sy2","Sb",E
2798844,"Sy1",,
1529074,"Sy2",,
10510854,"Sy1",,
2818192,"Sy1",,
1275007,"Sy2",,
1455278,"Sy1",,
2817492,"Sy1",,
1389635,"Sy1",,
1453273,"Sy1",,
7936790,"Sy1",,
11530646,"Sy1",,
1294621,"Sy2","S",D
5968602,"Sy2",,
338069,"Sy2",,
10397377,"Sy1",,
1483565,"Sy1",,
4108038,"Sy1",,
2238463,"Sy1",,
10458530,"Sy1",,
4740050,"Sy2",,
1376002,"Sy1",,
13175449,"Sy1",,
1451775,"Sy1",,
1908593,"Sy2","S0+",E
4194658,"Sy1",,
3019104,"Sy1","E",D
2392887,"Sy1",,
3178180,"Sy1",,
8266056,"Sy2",,
462067,"Sy1",,
362694,"Sy2",,
482522,"Sy2",,
10458873,"Sy1",,
12335370,"Sy2",,
2112375,"Sy2",,
492828,"Sy2",,
4495442,"Sy1",,
1154347,"Sy2",,
652056,"Sy2","S0",D
645843,"Sy2",,
447168,"Sy1",,
1328775,"Sy1",,
1451872,"Sy1",,
13175585,"Sy1",,
10510724,"Sy1",,
1509386,"Sy2","SBa",D
510813,"Sy2",,
3495023,"Sy1",,
7836258,"Sy1",,
1316821,"Sy1",,
1944343,"Sy1",,
222544,"Sy2",,
7840968,"Sy1",,
446154,"Sy2",,
10583184,"Sy1",,
1772218,"Sy1",,
4120662,"Sy1",,
645224,"Sy1",,
13217253,"Sy1",,
5398796,"Sy1",,
7840977,"Sy1",,
11532294,"Sy1",,
11531544,"Sy1",,
10446147,"Sy1",,
1312743,"Sy1",,
2256393,"Sy1",,
5398832,"Sy1",,
2678724,"Sy1","Sc",D
2131291,"Sy2","SBb",D
4120754,"Sy1",,
13217662,"Sy1",,
2306526,"Sy2",,
10446430,"Sy1",,
1979665,"Sy2",,
10446455,"Sy1",,
13217758,"Sy1",,
4120777,"Sy1",,
1293769,"Sy2",,
1395642,"Sy1",,
1396104,"Sy1",,
2055704,"Sy1",,
5398937,"Sy1",,
5846437,"Sy2",,
10446620,"Sy1",,
1768556,"Sy1",,
10446646,"Sy1",,
10446848,"Sy1",,
10446649,"Sy1",,
1770510,"Sy1",,
12259653,"Sy2",,
1766628,"Sy1",,
5319542,"Sy2",,
1769465,"Sy1",,
1398528,"Sy1",,
13218172,"Sy1",,
2799692,"Sy1",,
6157236,"Sy1","S",D
13218208,"Sy1",,
10446778,"Sy1",,
5398975,"Sy1",,
8443972,"Sy1",,
11532823,"Sy1",,
13218298,"Sy1",,
13216285,"Sy1",,
7943969,"Sy1",,
534865,"Sy1",,
2646671,"Sy1",,
612394,"Sy1",,
12337018,"Sy2",,
9233770,"Sy1",,
4120461,"Sy1",,
10445468,"Sy1",,
484413,"Sy2",,
627977,"Sy2","1.7",D
666037,"Sy2",,
1824919,"Sy1","S0",D
11533397,"Sy1",,
4120486,"Sy1",,
2323891,"Sy2","1.0",D
463575,"Sy1",,
4120489,"Sy1",,
1768552,"Sy1",,
534874,"Sy1",,
463756,"Sy1",,
1770500,"Sy1",,
5398629,"Sy1",,
463455,"Sy2",,
10445701,"Sy1",,
1770662,"Sy1",,
4909248,"Sy1",,
1768553,"Sy1",,
5794504,"Sy2",,
2677600,"Sy1",,
463799,"Sy1",,
1772209,"Sy1",,
4120602,"Sy1",,
6038264,"Sy1",,
624104,"Sy1",,
1321671,"Sy1",,
1824488,"Sy2","E",E
611932,"Sy1",,
1338915,"Sy1","4",D
2301434,"Sy1","Sa",D
13219097,"Sy1",,
1787860,"Sy2",,
1871012,"Sy1",,
13219130,"Sy1",,
1790737,"Sy1",,
10447324,"Sy1",,
13219152,"Sy1",,
486718,"Sy1",,
1674578,"Sy1",,
11530976,"Sy1",,
1303611,"Sy1",,
1993577,"Sy1",,
13219251,"Sy1",,
486722,"Sy1",,
1369513,"Sy2","cG",D
1389422,"Sy2","SBa",D
1280569,"Sy1","6.0",D
5399114,"Sy1",,
1378161,"Sy2",,
1369377,"Sy2",,
1789004,"Sy1",,
1355699,"Sy2",,
693990,"Sy2","3.0",D
1787777,"Sy1",,
486795,"Sy1",,
10447454,"Sy1",,
5319444,"Sy2",,
1036111,"Sy2","S",D
1605179,"Sy1","S",C
573731,"Sy2","SBb",D
1659626,"Sy1","Sb",D
1652781,"Sy2","SBb",D
1712812,"Sy1","Sb",D
4499608,"Sy2","SBb",D
1327798,"Sy1",,
1606920,"Sy1",,
11530443,"Sy1",,
4121094,"Sy1",,
13219412,"Sy1",,
5930660,"Sy2",,
2122032,"Sy2","S...",D
10447505,"Sy1",,
460649,"Sy2",,
13219433,"Sy1",,
1327211,"Sy1",,
4121106,"Sy1",,
2914307,"Sy2",,
312426,"Sy1",,
1827274,"Sy2",,
1629685,"Sy2","SBb",D
1327946,"Sy1",,
4909008,"Sy2",,
1327278,"Sy1",,
1327280,"Sy1",,
10497083,"Sy1",,
11530723,"Sy1",,
1428802,"Sy2","S",D
1768557,"Sy1",,
1327789,"Sy1",,
4033125,"Sy2","S0",D
361894,"Sy1","?...",D
1839790,"Sy2",,
13218408,"Sy1",,
1762289,"Sy1",,
446514,"Sy2",,
1315318,"Sy1",,
11531571,"Sy1",,
10446948,"Sy1",,
16015726,"Sy1",,
984130,"Sy2",,
486703,"Sy1",,
1769056,"Sy1",,
11531318,"Sy1",,
1328783,"Sy1",,
12248758,"Sy2",,
10447014,"Sy1",,
5211380,"Sy1",,
10464346,"Sy1",,
11679409,"Sy1",,
4120960,"Sy1",,
13277348,"Sy1",,
1454552,"Sy2",,
11530756,"Sy1",,
4120967,"Sy1",,
11530675,"Sy1",,
2201724,"Sy1",,
1327800,"Sy1",,
1790740,"Sy1",,
8264976,"Sy2",,
1449564,"Sy1",,
12248776,"Sy2",,
4843175,"Sy1",,
5137629,"Sy2",,
12249706,"Sy2",,
633304,"Sy2",,
13220400,"Sy1",,
12251414,"Sy2",,
12251438,"Sy2",,
5319204,"Sy2",,
7809734,"Sy2",,
8041017,"Sy2",,
10584377,"Sy1",,
4112506,"Sy1",,
5391224,"Sy1",,
4112686,"Sy1",,
8040986,"Sy2",,
8268130,"Sy1",,
7840180,"Sy1",,
12260335,"Sy2",,
8593184,"Sy2",,
3755779,"Sy1",,
12261167,"Sy2",,
7840309,"Sy2",,
5319310,"Sy2",,
10448172,"Sy1",,
12263738,"Sy2","E+A",E
12264446,"Sy2",,
7840414,"Sy2",,
617577,"Sy1",,
7840447,"Sy1",,
5394550,"Sy1",,
5394575,"Sy1",,
12265930,"Sy2",,
12266567,"Sy2",,
6098810,"Sy1",,
12268658,"Sy1",,
8041078,"Sy2",,
12268638,"Sy1",,
7840560,"Sy1",,
12270078,"Sy2",,
1658598,"Sy1",,
7815542,"Sy2","SBb",D
1672836,"Sy1",,
8268517,"Sy2",,
5396462,"Sy1",,
5396553,"Sy1",,
4909227,"Sy1",,
6169226,"Sy2","E+A",E
10605267,"Sy1",,
7815043,"Sy2",,
5397198,"Sy1",,
4495029,"Sy1",,
8041024,"Sy2",,
5211329,"Sy1",,
7840812,"Sy1",,
5783488,"Sy1",,
12276526,"Sy2",,
8268537,"Sy2",,
1750916,"Sy1",,
5398350,"Sy1",,
1747897,"Sy1",,
8443898,"Sy1",,
4120572,"Sy1",,
7840972,"Sy1",,
12278852,"Sy1",,
4500408,"Sy2","E+A",E
7840995,"Sy1",,
10584506,"Sy1",,
8424931,"Sy2",,
7841028,"Sy1",,
7841052,"Sy1",,
1785432,"Sy1",,
12280795,"Sy1",,
12281118,"Sy2",,
7809744,"Sy2",,
7841109,"Sy1",,
1803968,"Sy1",,
7841138,"Sy1",,
5399293,"Sy1",,
7841163,"Sy1",,
7841188,"Sy1",,
553614,"Sy1",,
12283123,"Sy2",,
12283430,"Sy2",,
12283809,"Sy2",,
12283909,"Sy1",,
12283947,"Sy2",,
12284054,"Sy1",,
12326213,"Sy2",,
12284092,"Sy2",,
7841233,"Sy1",,
463342,"Sy1",,
12284710,"Sy2","E+A",E
4495155,"Sy1",,
12285300,"Sy2",,
10448193,"Sy1",,
12285676,"Sy2",,
12285776,"Sy2",,
12285861,"Sy2",,
12286372,"Sy2",,
4495175,"Sy1",,
12286399,"Sy2",,
2694447,"Sy2","S0/Sa",D
1906643,"Sy2","Sc",D
8443925,"Sy1",,
12287214,"Sy2",,
8443926,"Sy1",,
12287316,"Sy2",,
4124206,"Sy1",,
4909267,"Sy1",,
8443927,"Sy1",,
12287620,"Sy2",,
12287636,"Sy2",,
7841394,"Sy1",,
503395,"Sy1",,
4909268,"Sy1",,
8268213,"Sy1",,
12288320,"Sy2",,
4909039,"Sy1",,
532225,"Sy1",,
12288556,"Sy2",,
5401304,"Sy1",,
7841437,"Sy1",,
12288711,"Sy2",,
12288761,"Sy2",,
12288776,"Sy2",,
12289006,"Sy2",,
7841456,"Sy1",,
12289018,"Sy2",,
12289031,"Sy2",,
12289085,"Sy2",,
10584424,"Sy1",,
12289334,"Sy2",,
5401497,"Sy1",,
12289491,"Sy1",,
7841473,"Sy1",,
5212969,"Sy1",,
4145527,"Sy1",,
12290127,"Sy2",,
5401693,"Sy1",,
5401705,"Sy1",,
549726,"Sy1",,
12290570,"Sy2",,
12290573,"Sy2",,
7841514,"Sy1",,
1327265,"Sy1",,
1909809,"Sy1",,
7841522,"Sy1",,
12290719,"Sy2",,
11531484,"Sy1",,
12290939,"Sy2",,
12291077,"Sy2",,
10509107,"Sy1",,
7841545,"Sy1",,
12291437,"Sy2",,
6098813,"Sy1",,
12326468,"Sy2",,
1931078,"Sy1",,
7813532,"Sy1",,
7841573,"Sy2",,
12292298,"Sy2",,
12292411,"Sy2",,
12292855,"Sy2",,
7841607,"Sy1",,
611934,"Sy1",,
1327266,"Sy1",,
4495229,"Sy1",,
1327284,"Sy1",,
12293747,"Sy2",,
12293786,"Sy2",,
12293811,"Sy2",,
12293920,"Sy2",,
12294250,"Sy2",,
549258,"Sy2",,
1327259,"Sy1",,
12294381,"Sy2",,
12294449,"Sy2",,
1992583,"Sy1",,
12295035,"Sy2",,
12295098,"Sy2",,
4909071,"Sy1",,
8443946,"Sy2",,
12295242,"Sy2",,
12295252,"Sy2",,
12295269,"Sy2",,
7841722,"Sy1",,
12295561,"Sy2",,
9075361,"Sy2","E+A",E
12295637,"Sy2",,
1327215,"Sy1",,
7846927,"Sy2","SBab",D
12296042,"Sy2",,
12296160,"Sy2",,
8267962,"Sy2",,
12296195,"Sy2",,
5404263,"Sy1",,
7841764,"Sy1",,
530911,"Sy1",,
1786949,"Sy1",,
2107642,"Sy1",,
5367582,"Sy1",,
1327272,"Sy1",,
7841783,"Sy1",,
5916334,"Sy2",,
502188,"Sy1",,
2106818,"Sy1",,
12297327,"Sy2",,
12297416,"Sy2",,
12297529,"Sy2",,
4495277,"Sy1",,
12298044,"Sy2",,
530480,"Sy1",,
12298161,"Sy2",,
547994,"Sy1",,
535765,"Sy1",,
12326476,"Sy2",,
476924,"Sy1",,
12298624,"Sy2",,
12298716,"Sy2",,
12298721,"Sy2",,
12298728,"Sy2",,
12326499,"Sy2",,
12298959,"Sy2",,
12299081,"Sy2",,
7841875,"Sy1",,
12299219,"Sy2",,
5878503,"Sy2",,
12299400,"Sy2",,
12299477,"Sy1",,
501145,"Sy1",,
8443957,"Sy1",,
476460,"Sy1",,
8428124,"Sy2",,
7841917,"Sy1",,
566284,"Sy1",,
10584381,"Sy1",,
12300378,"Sy2",,
4495312,"Sy1",,
2149700,"Sy1",,
12300997,"Sy2",,
12301089,"Sy2",,
12301293,"Sy2",,
12301409,"Sy2",,
7841956,"Sy1",,
501124,"Sy1",,
12301677,"Sy2",,
5319609,"Sy2",,
12301737,"Sy2",,
12301832,"Sy1",,
12301902,"Sy2",,
12301995,"Sy2",,
5406442,"Sy1",,
7841983,"Sy1",,
446389,"Sy1",,
12302311,"Sy2",,
1326545,"Sy1",,
12302427,"Sy2",,
2166468,"Sy2",,
12302978,"Sy2",,
605810,"Sy1",,
2211230,"Sy1",,
5546716,"Sy2","S",D
5319623,"Sy2",,
8268272,"Sy2",,
12303531,"Sy2",,
8268435,"Sy2",,
10447581,"Sy1",,
8428201,"Sy2",,
12303680,"Sy1",,
565912,"Sy1",,
529052,"Sy1",,
12304043,"Sy2",,
460614,"Sy1",,
7842061,"Sy2",,
12304255,"Sy2",,
4909318,"Sy1",,
10584284,"Sy1",,
11572222,"Sy2",,
12304641,"Sy2",,
8268432,"Sy2",,
12304782,"Sy2",,
9075414,"Sy2","E+A",E
2231393,"Sy1",,
5319630,"Sy2",,
12305080,"Sy2",,
460565,"Sy1",,
8268257,"Sy1",,
12305348,"Sy2",,
5319631,"Sy2",,
8265634,"Sy2",,
5407397,"Sy1",,
11572224,"Sy2",,
5367590,"Sy1",,
605289,"Sy1",,
7842104,"Sy2",,
12305736,"Sy2",,
12305749,"Sy2",,
10584283,"Sy2",,
12306047,"Sy2",,
12306059,"Sy2",,
12306158,"Sy2",,
8436162,"Sy1",,
12306215,"Sy2",,
8268269,"Sy1",,
8267983,"Sy2",,
8359053,"Sy2",,
12306468,"Sy2",,
11572226,"Sy2",,
1326258,"Sy2",,
2232942,"Sy1",,
5973084,"Sy2",,
5407724,"Sy1",,
12306794,"Sy2",,
12306839,"Sy2",,
12306910,"Sy2",,
12306933,"Sy2",,
12307023,"Sy2",,
12307037,"Sy2",,
1327254,"Sy1",,
12307173,"Sy2",,
4033069,"Sy2",,
12307276,"Sy1",,
8268513,"Sy2",,
4121137,"Sy1",,
6297081,"Sy1",,
567791,"Sy1",,
10994685,"Sy2",,
1367965,"Sy2",,
12307549,"Sy2","E+A",E
12307598,"Sy2",,
12307614,"Sy2",,
12307720,"Sy2",,
1326549,"Sy1",,
4495371,"Sy1",,
9656468,"Sy2","E",E
12308101,"Sy2",,
5412899,"Sy1",,
12308134,"Sy2",,
12308131,"Sy2",,
11572227,"Sy1",,
4130672,"Sy1",,
12308549,"Sy2",,
636869,"Sy1",,
12308614,"Sy2",,
12308648,"Sy2",,
12308836,"Sy2",,
2253740,"Sy1",,
499480,"Sy1",,
12308973,"Sy2",,
12309470,"Sy2",,
12309417,"Sy2",,
5408462,"Sy1",,
564477,"Sy1",,
5408519,"Sy1",,
12309814,"Sy2",,
4699658,"Sy1",,
4495395,"Sy1",,
7813968,"Sy1",,
8041060,"Sy2",,
12310713,"Sy1",,
1787395,"Sy1",,
4909338,"Sy1",,
12311103,"Sy2",,
516760,"Sy1",,
12311379,"Sy2",,
564537,"Sy1",,
12311412,"Sy2",,
516761,"Sy1",,
12311593,"Sy2",,
12311601,"Sy2",,
12311600,"Sy2",,
12311661,"Sy2",,
12311779,"Sy2",,
4909130,"Sy1",,
10584329,"Sy2",,
12312775,"Sy2",,
2284327,"Sy1",,
8268342,"Sy2",,
10605245,"Sy1",,
12313352,"Sy2",,
12313637,"Sy2",,
12313645,"Sy2",,
12313663,"Sy2",,
7842323,"Sy1",,
12313719,"Sy2",,
12313770,"Sy2",,
12313903,"Sy2",,
5763466,"Sy1",,
12314016,"Sy2",,
12314022,"Sy2",,
12314102,"Sy2","E+A",E
10584384,"Sy1",,
12314201,"Sy2",,
12314300,"Sy2",,
1325607,"Sy2",,
12314525,"Sy2",,
8444008,"Sy1",,
8040989,"Sy2",,
8268445,"Sy2",,
5802067,"Sy1",,
12314688,"Sy2",,
12314702,"Sy2",,
12314793,"Sy2",,
12315014,"Sy2",,
12315328,"Sy2",,
12315499,"Sy2",,
12315602,"Sy2",,
12315801,"Sy2",,
340821,"Sy2",,
12315880,"Sy2",,
12316031,"Sy2",,
12316183,"Sy2",,
12316314,"Sy2",,
12316368,"Sy2",,
12317040,"Sy2",,
12317155,"Sy2",,
2776332,"Sy1",,
10584333,"Sy1",,
7842426,"Sy2",,
2632599,"Sy1",,
12318066,"Sy2",,
10584343,"Sy1",,
12318532,"Sy2",,
1325666,"Sy1",,
8428472,"Sy2",,
12318794,"Sy2",,
12318939,"Sy2",,
8041187,"Sy2",,
7842471,"Sy1",,
7842474,"Sy1",,
12319484,"Sy2",,
8041069,"Sy2",,
8268096,"Sy2",,
12321028,"Sy2",,
7842528,"Sy1",,
10447661,"Sy1",,
10981985,"Sy2",,
12321906,"Sy2",,
12322011,"Sy2",,
12322265,"Sy2",,
6103668,"Sy2",,
8424763,"Sy2",,
12322471,"Sy2",,
12322775,"Sy2",,
12248704,"Sy2",,
2812226,"Sy1",,
12323071,"Sy2",,
6297177,"Sy1",,
2881320,"Sy1",,
12323542,"Sy2",,
12323573,"Sy2",,
12323605,"Sy2",,
12323621,"Sy2",,
12323660,"Sy2",,
1780814,"Sy1",,
1787790,"Sy1",,
12324116,"Sy2",,
12324124,"Sy1",,
12324174,"Sy2",,
12324185,"Sy2",,
8041070,"Sy2",,
6297182,"Sy1",,
12324435,"Sy1",,
2696477,"Sy1",,
1367102,"Sy1",,
13219688,"Sy1",,
10605284,"Sy1",,
7842633,"Sy1",,
1377953,"Sy1",,
8268230,"Sy2",,
1378718,"Sy1",,
1396109,"Sy1",,
12325034,"Sy2",,
12325119,"Sy1",,
1328794,"Sy1",,
591719,"Sy1",,
11530567,"Sy1",,
5933327,"Sy2",,
1333840,"Sy1",,
5399185,"Sy1",,
1332114,"Sy2",,
1333838,"Sy1",,
9455113,"Sy2",,
1329542,"Sy2",,
5399191,"Sy1",,
5399193,"Sy1",,
1328840,"Sy1",,
1328790,"Sy1",,
2305995,"Sy1",,
1788877,"Sy1",,
1333850,"Sy1",,
1328792,"Sy1",,
1328793,"Sy1",,
13246256,"Sy1",,
13219869,"Sy1",,
463775,"Sy1",,
5412528,"Sy1",,
9078113,"Sy2","E+A",E
1327801,"Sy1",,
8444036,"Sy1",,
7841046,"Sy1",,
1328015,"Sy1",,
13267521,"Sy1",,
1975058,"Sy2","0.1",D
2895037,"Sy2",,
12325399,"Sy2",,
5412590,"Sy1",,
12325437,"Sy2",,
12325445,"Sy1",,
12325462,"Sy2",,
1327524,"Sy2",,
1327786,"Sy1",,
1328296,"Sy1",,
1327807,"Sy1",,
1328800,"Sy1",,
1328781,"Sy1",,
2880849,"Sy1",,
1369178,"Sy1",,
4134657,"Sy1",,
11068890,"Sy2",,
5214625,"Sy1",,
11532510,"Sy1",,
591723,"Sy1",,
5367529,"Sy2",,
4121245,"Sy1",,
1786935,"Sy1",,
11531829,"Sy1",,
1616918,"Sy1","-0.4",D
5764588,"Sy2",,
486747,"Sy1",,
12325894,"Sy2",,
10509085,"Sy1",,
3167801,"Sy1",,
2879044,"Sy2","2",D
2834807,"Sy2","E",D
7842730,"Sy1",,
11532723,"Sy1",,
11530887,"Sy1",,
5399277,"Sy1",,
1786452,"Sy1",,
2712386,"Sy2","Sbc",D
5060414,"Sy1",,
9226231,"Sy1",,
3196228,"Sy1","2.4",D
2759473,"Sy1",,
570822,"Sy1",,
12325903,"Sy2",,
486758,"Sy1",,
4121350,"Sy1",,
1881740,"Sy2","Sb",D
13220603,"Sy1",,
5769650,"Sy2",,
486759,"Sy1",,
4121360,"Sy1",,
534272,"Sy1",,
1789215,"Sy1",,
13278963,"Sy1",,
5399338,"Sy1",,
4121366,"Sy1",,
8268570,"Sy2",,
7842547,"Sy1",,
358755,"Sy2",,
486764,"Sy1",,
13220783,"Sy1",,
2218684,"Sy1",,
1788772,"Sy1",,
2760773,"Sy2","S",D
1786075,"Sy1",,
493595,"Sy2",,
490476,"Sy1",,
1335279,"Sy1",,
2236650,"Sy2",,
10950325,"Sy2",,
8264979,"Sy2",,
510987,"Sy2",,
984993,"Sy1",,
1371316,"Sy2",,
579596,"Sy1",,
579595,"Sy1",,
1105088,"Sy1","S",D
5212953,"Sy1",,
5319393,"Sy2",,
1788413,"Sy1",,
11530737,"Sy1",,
546528,"Sy2",,
1975056,"Sy1","3",D
12331804,"Sy2",,
8443886,"Sy1",,
8268102,"Sy2",,
3500506,"Sy1",,
1568975,"Sy1",,
51682,"Sy1","ABb",C
13220969,"Sy1",,
5212944,"Sy1",,
1788732,"Sy1",,
13221038,"Sy1",,
12295793,"Sy2",,
10509167,"Sy1",,
13221054,"Sy1",,
2665594,"Sy1",,
493597,"Sy2","Sa",D
464882,"Sy2",,
2288878,"Sy1",,
10681581,"Sy2",,
569142,"Sy2",,
2164140,"Sy1",,
12326277,"Sy2",,
12301396,"Sy2",,
2796163,"Sy1","S0",D
8265824,"Sy2",,
8265587,"Sy1",,
11035026,"Sy2",,
1784442,"Sy1",,
10448607,"Sy1",,
1932314,"Sy1","S",D
467123,"Sy1",,
463308,"Sy1",,
1788425,"Sy1",,
3337437,"Sy1",,
2272983,"Sy2","SBb",D
13221145,"Sy1",,
12326698,"Sy2",,
10605184,"Sy1",,
12326863,"Sy2",,
12326992,"Sy1",,
5413066,"Sy1",,
12327242,"Sy2",,
4133864,"Sy1",,
12327671,"Sy2",,
4121462,"Sy1",,
12327688,"Sy2",,
12327697,"Sy2",,
5413188,"Sy1",,
7843096,"Sy2",,
12327722,"Sy2",,
7842722,"Sy1",,
10605253,"Sy1",,
8425174,"Sy1",,
5413303,"Sy1",,
12328375,"Sy1",,
6103291,"Sy1","S",D
7842745,"Sy2",,
5907041,"Sy1",,
8444048,"Sy1",,
12328879,"Sy2",,
12328888,"Sy2",,
7845105,"Sy2",,
12328986,"Sy2",,
12328989,"Sy2",,
7842765,"Sy1",,
2941022,"Sy1",,
12329597,"Sy2",,
12329765,"Sy2",,
12329886,"Sy2",,
4909160,"Sy1",,
12330368,"Sy2",,
5319744,"Sy2",,
12330456,"Sy2",,
12330522,"Sy2",,
10448691,"Sy1",,
12330658,"Sy2",,
12330736,"Sy2",,
7842830,"Sy1",,
7842832,"Sy1",,
12331031,"Sy2",,
12331011,"Sy2",,
12331146,"Sy2",,
12331234,"Sy2",,
8358031,"Sy1",,
12331589,"Sy2",,
12331630,"Sy2",,
12331772,"Sy2",,
416179,"Sy1",,
5319755,"Sy2",,
12332623,"Sy2",,
12332632,"Sy2",,
1788429,"Sy1",,
12332762,"Sy2",,
12332766,"Sy2",,
7842905,"Sy1",,
2169021,"Sy1",,
12332979,"Sy2",,
12333018,"Sy2",,
2885951,"Sy1",,
2815339,"Sy1",,
12333446,"Sy2","E+A",E
4121477,"Sy1",,
12333592,"Sy2",,
12333684,"Sy2",,
12333735,"Sy2",,
12334112,"Sy2",,
10448723,"Sy1",,
12334216,"Sy2",,
4064499,"Sy2",,
376097,"Sy1","S",D
12335077,"Sy2",,
12335130,"Sy2",,
2863798,"Sy1",,
6000738,"Sy2",,
12335651,"Sy2",,
12335719,"Sy2",,
12335902,"Sy2",,
12335973,"Sy2",,
12336031,"Sy2",,
1378159,"Sy2",,
7842964,"Sy1",,
12336312,"Sy2",,
12336426,"Sy2",,
12336489,"Sy2",,
12336524,"Sy2",,
5535824,"Sy1",,
12336682,"Sy2",,
12336780,"Sy2",,
2818180,"Sy1",,
12337000,"Sy2",,
12337173,"Sy2",,
8268004,"Sy1",,
1427924,"Sy1",,
12337412,"Sy2",,
12337647,"Sy2",,
1399452,"Sy1",,
