OType,ra,dec,rvz_redshift,rvz_radvel
Sy2,231.1751856,-0.817210804,0.05209,15209.98929
Sy1,207.8201832,54.37800922,0.16091,44401.29042
Sy1,225.9546624,43.33610921,0.38197,93738.27864
Sy1,152.1597627,56.83360102,0.37193,91761.58024
Sy2,241.9925449,15.26902845,0.05886,17127.31684
Sy1,151.2307,48.497148,0.5305,120406.5408
Sy1,219.0791612,37.72336439,0.71801,148058.6706
Sy1,227.9308354,21.01776885,0.08048,23159.31591
Sy1,220.7380977,36.50174435,0.58056,128392.8603
Sy1,220.7407995,44.71710682,0.2654,69292.55387
Sy1,227.1247102,45.23981465,0.39471,96213.18937
Sy2,230.2925199,20.5440232,0.14322,39888.94713
Sy1,197.6846517,24.94737176,0.13562,37922.99138
Sy1,227.1371277,58.57287253,0.50218,115675.5606
Sy1,220.7608041,40.7569586,0.24617,64931.86834
Sy1,230.8780815,21.60562084,0.23038,61278.42297
Sy1,220.7640188,26.05827765,0.2568,67354.32345
Sy1,181.7459525,37.6505306,0.18734,50978.93864
Sy1,187.9506642,56.46334506,0.435,103800.0364
Sy1,186.8406004,56.66294289,0.29119,74990.68207
Sy1,186.3456695,56.93414933,0.21712,58158.91072
Sy1,181.7501022,58.96263864,0.675,142240.1726
Sy1,181.7512815,-2.324199726,0.30863,78748.34443
Sy1,237.8856145,22.53192934,0.21444,57522.66395
Sy1,229.1673954,-1.036805378,0.12806,35950.95874
Sy1,220.7858251,42.12420664,0.31705,80535.39048
Sy1,220.7907332,35.58560155,0.36427,90237.69859
Sy1,230.403006,-0.015015386,0.122,34358.32504
Sy1,229.00402,0.163811537,0.17134,47020.34019
Sy1,228.301695,0.327098517,0.15882,43872.79338
Sy2,165.9101123,45.17995001,0.0205,6082.764467
Sy1,234.4047906,22.85480466,0.768,154467.5687
Sy2,118.1720129,52.56345492,0.10263,29196.36058
Sy1,152.7615111,61.66055291,0.233,61889.21913
Sy1,220.8100469,56.18683197,0.43822,104390.9734
Sy1,199.2620662,37.59241507,0.19483,52807.66222
Sy1,184.3346913,54.72420659,0.22585,60218.01995
Sy2,126.1040152,20.44888709,0.11442,32351.28092
Sy2,131.629158,48.30254175,0.02959,8739.670257
Sy1,220.8195902,8.397441047,0.627,135393.3057
Sy1,227.2054592,4.593579689,0.54307,122456.3489
Sy2,145.6860225,9.794328253,0.05912,17200.67971
Sy2,149.5171728,61.88060756,0.114,32239.58597
Sy2,153.8929554,-0.297334693,0.204,55025.55739
Sy2,157.4004903,40.40199656,0.09573,27331.16859
Sy1,181.7990766,11.93526637,0.42749,102413.0431
Sy2,160.5972342,21.35902975,0.13763,38444.542
Sy2,161.1076636,66.8246597,0.04171,12243.78292
Sy2,162.3718698,13.12836083,0.06702,19420.21872
Sy1,162.1297815,23.20878274,0.06051,17592.54839
Sy2,162.7493782,26.48506912,0.11337,32071.94758
Sy2,163.6086902,0.66375461,0.03743,11011.36806
Sy2,165.900695,0.769795069,0.096,27404.41612
Sy1,220.8380172,19.06446536,0.29898,76678.56137
Sy1,227.2260758,48.34790302,0.586,129232.7498
Sy2,167.069138,55.93676441,0.05011,14646.6583
Sy2,167.5278413,14.71787014,0.06735,19512.5311
Sy1,169.5463592,7.382007155,0.1682,46235.07771
Sy2,172.284998,27.45979262,0.07416,21410.32859
Sy1,172.6564657,21.2377034,0.06347,18425.12074
Sy1,181.8085523,29.3768792,0.38107,93562.03512
Sy2,173.8985764,51.75850022,0.05719,16655.62287
Sy1,181.8102501,14.12386873,0.6338,136386.7628
Sy2,176.0499492,23.10973997,0.051435583,15023.92995
Sy1,227.2371144,16.96587564,0.78246,156253.692
Sy2,176.3712097,48.40485044,0.07284,21043.54508
Sy2,176.6229333,34.0688021,0.11235,31800.2888
Sy2,177.562161,6.963122931,0.07746,22325.03594
Sy2,177.6560114,17.82340619,0.07464,21543.57678
Sy2,179.6599886,29.66803406,0.08161,23470.7891
Sy2,181.6233084,32.72703614,0.136,38021.68171
Sy1,227.2454046,57.10771969,0.66825,141300.3318
Sy2,183.0558344,14.84942168,0.07989,22996.5388
Sy2,229.1466827,22.90485192,0.11039,31277.42962
Sy1,190.2862807,19.219259,0.11374,32170.41583
Sy1,182.7644024,54.78319284,0.11756,33184.71314
Sy2,194.0117614,40.38544994,0.05893,17147.07036
Sy2,194.5523712,30.3762344,0.06279,18234.08408
Sy2,194.152719,65.68824295,0.14034,39145.89657
Sy2,195.3161193,45.0215617,0.07168,20720.79503
Sy2,182.0194439,55.40765224,0.05131,14988.21031
Sy2,195.9122452,2.726434456,0.07115,20573.19923
Sy2,196.8309824,37.55948666,0.10422,29624.19439
Sy1,181.8242208,36.80026694,0.24996,65798.96923
Sy2,197.7929194,0.439403742,0.08267,23762.62558
Sy2,198.5499584,44.73665799,0.0982,28000.45269
Sy2,198.8114943,6.173253369,0.07262,20982.36443
Sy2,200.8881402,40.23483798,0.06395,18559.88759
Sy1,183.5181163,55.68004184,0.21137,56791.43762
Sy2,205.1008214,63.49909825,0.104,29565.04122
Sy2,205.0740241,55.30197487,0.13822,38597.41434
Sy1,16.50798543,5.18527086,0.6848,143591.613
Sy2,207.692845,11.37960213,0.14884,41332.11768
Sy2,208.6512451,12.53443946,0.05759,16768.67892
Sy2,208.9969242,20.11611143,0.0723,20893.34885
Sy1,227.270615,56.79742857,0.309,78827.24173
Sy1,220.8904002,35.5098981,0.47389,110789.1675
Sy1,230.7162977,23.68539355,0.12636,35505.24881
Sy1,220.8915872,17.47951015,0.55829,124898.0319
Sy2,210.3321602,21.86256276,0.06274,18220.03186
Sy1,181.8420099,38.8710751,0.307265,78456.98288
Sy2,213.5958344,54.70649924,0.07304,21099.15143
Sy2,214.0379407,6.264801307,0.10916,30948.7386
Sy1,227.2817885,56.03760537,0.61764,134012.8504
Sy1,181.8492945,65.64994128,0.40943,99026.90085
Sy2,220.406737,34.4505952,0.07657,22078.65874
Sy2,220.828165,2.249181475,0.07648,22053.73117
Sy2,222.184598,41.11365858,0.0794,22861.27303
Sy2,222.2939945,27.68600233,0.08512,24435.88751
Sy2,223.176193,27.36771181,0.10465,29739.77121
Sy2,223.241204,56.50200382,0.06888,19940.10354
Sy2,237.4888991,20.80517322,0.03513,10346.82979
Sy2,223.8695246,17.75330609,0.07057,20411.58409
Sy2,223.6366387,29.38132164,0.12567,35324.10545
Sy2,225.4435408,23.37905261,0.04598,13467.87249
Sy2,225.3952832,8.862914817,0.09807,27965.27171
Sy2,228.2467602,15.27667283,0.08928,25575.01568
Sy1,227.2921559,31.51806524,0.771,154840.574
Sy1,181.8635857,2.141509568,0.42224,101436.1203
Sy1,227.2926783,36.36118682,0.59959,131307.6435
Sy2,228.3775065,19.23510588,0.11402,32244.90594
Sy2,228.3124847,48.49547395,0.11606,32786.93322
Sy2,232.1434682,-1.12505428,0.04987,14578.29646
Sy2,232.7808709,16.05055981,0.16125,44487.14947
Sy2,233.337187,29.42435891,0.0619,17983.84358
Sy2,236.0336654,36.55676593,0.068,19694.2642
Sy2,237.2285219,20.28307707,0.06166,17916.32277
Sy2,239.1620555,27.92322433,0.09312,26622.00842
Sy2,240.2837694,38.31712968,0.09752,27816.3744
Sy1,152.6854652,0.725358503,0.17743,48535.48581
Sy1,185.4881743,8.087547165,0.07181,20756.98509
Sy2,243.0984349,35.17497551,0.06241,18127.26857
Sy2,245.9133296,50.96958254,0.019860406,5894.887002
Sy2,245.6191749,21.9364557,0.05969,17361.44344
Sy1,227.3106298,55.85957916,0.43829,104403.7949
Sy1,181.888874,31.14485169,0.22467,59940.89694
Sy2,250.88377,45.84906731,0.062,18011.97221
Sy1,203.6501795,56.11105414,0.298,76467.06218
Sy1,237.2149661,21.34211503,0.24332,64277.3324
Sy1,220.9437744,36.57605917,0.53557,121236.9667
Sy1,16.53223297,26.05967726,0.411,99324.13537
Sy1,205.54215,56.70288346,0.04045,11881.53704
Sy1,220.9478327,51.51387712,0.20046,54172.0895
Sy1,204.3710337,56.65213024,0.14311,39860.61021
Sy1,181.9312261,39.12311002,0.793,157537.0852
Sy1,199.9877942,52.59269772,0.09188,26284.38988
Sy1,200.6612172,52.57038203,0.28628,73918.94202
Sy1,181.9337485,25.93856288,0.2901,74753.28768
Sy1,181.9399533,43.54151838,0.57328,127260.4605
Sy1,227.3395532,53.66720723,0.774,155212.2969
Sy2,199.410559,53.76319689,0.12158,34247.55179
Sy1,227.345768,4.139847807,0.36641,90664.81166
Sy1,201.1962378,53.04936029,0.29203,75173.42319
Sy1,181.9717242,25.40269316,0.391,95496.2988
Sy1,219.8729773,-0.188425811,0.35147,87660.48075
Sy1,219.8737819,14.28645849,0.69733,145297.2595
Sy1,181.9724745,54.63552758,0.41705,100464.4008
Sy1,205.4139686,51.79779019,0.23026,61250.40365
Sy1,202.2280415,50.40971387,0.16243,44784.87807
Sy1,181.9901025,17.19833021,0.37862,93081.315
Sy1,202.7786236,51.15858297,0.17945,49035.76082
Sy1,203.3490997,51.52673659,0.20313,54816.12449
Sy1,201.0305716,51.28641507,0.1388,38747.59853
Sy1,219.8935625,34.72770134,0.36412,90207.72049
Sy2,240.5108405,24.60359157,0.07274,21015.73746
Sy1,182.011444,65.54396942,0.2369,62795.02945
Sy1,227.4053693,18.13655346,0.29398,75596.95649
Sy1,182.0287459,-1.58601929,0.48005,111867.0873
Sy1,237.8518359,23.57434664,0.50241,115714.6229
Sy1,182.068525,8.162406,0.703,146060.9744
Sy1,182.0802362,63.93707471,0.72488,148961.4923
Sy1,227.436278,60.38460283,0.43678,104126.9808
Sy1,227.4401926,46.96607848,0.29173,75108.17898
Sy1,219.9346637,60.75464893,0.719,148189.2144
Sy1,219.9441523,4.093384233,0.53924,121834.9968
Sy1,227.4527436,33.60742712,0.51187,117312.1256
Sy1,16.58855553,28.18602841,0.548,123252.0435
Sy1,182.1186961,34.19670565,0.50864,116768.6805
Sy1,237.8077969,25.15835717,0.14324,39894.09892
Sy1,200.6798176,49.84923167,0.19141,51974.5713
Sy1,227.4633727,39.06083695,0.38585,94495.95172
Sy1,245.558233,17.90220783,0.21686,58097.2704
Sy1,245.1194438,18.3271073,0.1681,46210.02393
Sy1,219.97961,35.8848095,0.56265,125589.4692
Sy2,219.98393,53.648996,0.64553,138082.0281
Sy1,227.4982232,40.65884004,0.56727,126318.2803
Sy1,227.4988924,48.75953243,0.4,97229.98638
Sy1,227.5012467,17.13266044,0.24319,64247.42521
Sy1,245.2565624,18.74961032,0.26028,68140.94906
Sy1,227.5067848,-0.156926879,0.523,119168.9671
Sy1,202.6422287,55.82664091,0.19196,52108.76543
Sy1,325.1751714,3.253909579,0.548,123252.0435
Sy1,220.0142415,47.10950456,0.70437,146244.7531
Sy1,220.017058,48.17569,0.542,122283.0417
Sy1,227.5324344,2.775371051,0.31094,79240.36293
Sy1,227.5390193,32.65384472,0.6473,138335.8247
Sy1,182.2621719,26.36690067,0.735,150278.4242
Sy1,182.2613752,23.86580161,0.38982,95267.62815
Sy1,152.1860476,65.08474397,0.51538,117900.3386
Sy1,227.5516788,2.228211484,0.39116,95527.28055
Sy1,231.4596172,2.284508414,0.48128,112081.3845
Sy1,182.294254,56.18591385,0.453,107074.7987
Sy1,182.3044522,28.11508953,0.41121,99363.85117
Sy2,203.7665525,57.11681443,-1.00E-05,-2.99793957
Sy2,204.2107872,57.43722352,0.14424,40151.54322
Sy1,152.2066122,27.76634997,0.755,152836.2712
Sy1,220.0638274,38.34425718,0.48525,112770.9413
Sy1,243.584377,19.319197,0.20748,55861.22259
Sy1,201.9163135,56.84259723,0.19269,52286.74881
Sy1,232.2698615,2.777868794,0.09739,27781.16756
Sy1,182.3141543,4.350889504,0.58129,128505.878
Sy1,220.0667803,20.35393815,0.2048,55217.95687
Sy1,325.1955811,-0.597363536,0.75772,153179.609
Sy1,200.6216728,57.35110405,0.1424,39677.62526
Sy1,152.2226602,6.408155532,0.70809,146742.3033
Sy2,220.9817101,61.51250929,0.10859,30796.26917
Sy2,18.6167643,-0.848534227,0.08166,23484.56241
Sy2,163.0726568,-1.19120337,0.127,35673.14319
Sy1,182.3533688,10.43165225,0.26305,68764.83065
Sy1,182.365274,49.97381897,0.752,152456.3414
Sy1,244.9433392,20.12534203,0.36224,89831.54676
Sy2,224.0351321,-37.64783369,0.024577,7277.484263
Sy1,152.244859,-1.299191,0.61967,134313.5296
Sy1,227.6187782,13.56514054,0.071,20531.41175
Sy1,117.6066667,37.69305556,0.01,2982.935699
Sy1,227.6216987,61.4320136,0.659,140000.3433
Sy1,227.6230599,47.6176811,0.445,105627.9302
Sy1,220.1144066,36.81080124,0.52713,119851.8107
Sy1,220.1189369,63.51296211,0.28473,73579.34188
Sy1,152.259785,38.742548,0.714,147528.3702
Sy2,245.1427597,21.20253656,0.03267,9634.313662
Sy1,201.2693281,54.49509975,0.14888,41342.35713
Sy1,182.4159703,34.76702731,0.4336,103542.4064
Sy1,152.263841,58.77335561,0.589,129693.6342
Sy1,227.638168,56.56903117,0.39138,95569.87093
Sy1,220.1280961,0.281212826,0.64319,137745.6943
Sy1,182.4308326,21.68096808,0.3721,91795.24476
Sy1,200.7050032,54.92451706,0.06527,18930.14423
Sy1,199.5871891,55.84193479,0.21174,56879.70141
Sy1,220.1456627,63.79008888,0.271876,70739.42764
Sy1,239.2553485,18.8620692,0.13696,38270.82037
Sy1,220.1502568,0.444077593,0.48472,112679.0713
Sy1,182.4635934,10.32844927,0.546,122929.8032
Sy1,220.1521688,18.65608363,0.617,133917.9067
Sy1,220.1597255,8.676415712,0.25689,67374.70702
Sy1,182.4802874,44.4934408,0.75427,152743.9424
Sy2,241.399099,19.42487099,0.07949,22886.12307
Sy1,194.5344645,-2.785378252,0.36,89382.25446
Sy1,182.4978667,7.233509683,0.4387,104478.8713
Sy1,227.6925253,1.305307196,0.37422,92214.49668
Sy2,199.1787631,17.89238134,0.150408,41733.16405
Sy1,220.1799251,55.20103497,0.637,136851.5462
Sy1,220.1806118,61.50245919,0.44234,105143.8134
Sy1,152.2874057,64.38601317,0.509,116829.3527
Sy1,227.7064301,12.11144667,0.6611,140296.7064
Sy1,220.1878552,51.25925009,0.26008,68095.82619
Sy1,238.2408559,19.42227333,0.20053,54188.99923
Sy1,182.5295961,36.39335915,0.24324,64258.9285
Sy1,182.5294097,57.73984394,0.29956,76803.6208
Sy2,42.4165174,-0.069881353,0.02823,8343.730128
Sy1,182.5565432,18.33412615,0.19671,53264.24722
Sy1,220.2151971,29.15842394,0.68899,144164.7411
Sy1,220.2153407,45.49284757,0.33884,85079.29182
Sy1,182.5636826,-1.078352608,0.69849,145453.9135
Sy1,227.7302926,61.68269735,0.765,154093.2761
Sy1,227.7398669,30.99055753,0.79,157173.3681
Sy1,182.5744596,39.94620897,0.39857,96955.74874
Sy1,152.3300283,5.687964039,0.44121,104937.6946
Sy1,182.5808596,46.30716594,0.78046,156008.4102
Sy1,227.7482667,47.04383962,0.447,105990.9286
Sy1,323.0475965,-8.543943918,0.08721,25008.82559
Sy1,220.2409332,54.97281276,0.23036,61273.75335
Sy1,242.5115161,20.45592875,0.50311,115833.4429
Sy1,152.3398183,3.970709709,0.39334,95948.82609
Sy1,227.7579211,52.06390806,0.21125,56762.80354
Sy1,182.5999861,57.7966968,0.79559,157850.0918
Sy1,196.8704843,56.52134642,0.10397,29556.97378
Sy1,16.254735,8.062451,0.481,112032.6288
Sy1,325.2273122,0.427278156,0.08386,24089.85915
Sy1,182.6201653,2.91506498,0.4397,104661.8323
Sy1,240.8936697,20.59634907,0.08617,24723.88775
Sy1,220.2632686,10.95164951,0.51204,117340.6706
Sy1,241.8234561,21.95513732,0.17995,49159.41584
Sy1,227.7883862,56.84771547,0.63193,136114.3491
Sy1,227.791054,33.950473,0.79898,158258.3821
Sy1,227.7976004,44.97476028,0.63813,137015.258
Sy2,230.0095679,2.483663371,0.08564,24578.55672
Sy1,16.26878946,12.48487105,0.509,116829.3527
Sy1,173.268412,56.17465928,0.0497,14529.86311
Sy1,243.6192003,22.03897468,0.09436,26959.17626
Sy1,182.6848716,23.62705166,0.60012,131387.8945
Sy2,220.3091744,50.50241787,0.35764,88907.6133
Sy1,182.6901539,27.42681623,0.2301,61213.03857
Sy1,227.8224746,24.52907069,0.797,158020.1039
Sy1,182.6949315,25.94153774,0.745,151564.7175
Sy1,198.021973,59.28534365,0.28002,72543.64024
Sy1,152.3724908,2.156430437,0.31757,80645.17986
Sy1,220.3232302,34.84817018,0.35085,87534.66137
Sy1,227.8463162,50.84769646,0.28158,72887.302
Sy1,182.7373638,54.64873264,0.53382,120950.8909
Sy1,152.4022705,18.42544304,0.66,140141.5591
Sy1,16.30296644,8.656443258,0.772,154964.6239
Sy1,182.7632507,42.94583222,0.79305,157543.1365
Sy1,152.4396221,61.17828305,0.70235,145973.6779
Sy1,241.0387416,23.24215903,0.08844,25345.40913
Sy1,220.3771285,11.74378633,0.51967,118615.968
Sy1,227.8771053,28.01364448,0.57769,127947.5896
Sy1,182.7875835,49.67601584,0.465,109219.6554
Sy1,227.8805806,50.37192802,0.2201,58864.09959
Sy2,230.125096,3.935272962,0.108,30638.35038
Sy1,182.7940504,56.55444772,0.795,157778.8707
Sy1,191.0692717,50.17079976,0.23038,61278.42297
Sy1,182.795078,25.171857,0.461,108508.0748
Sy1,227.8873787,59.76879482,0.57595,127676.9026
Sy1,231.4218449,15.4474691,0.07309,21113.05118
Sy1,220.3947725,61.5628951,0.726,149107.9986
Sy1,231.5429036,15.89467477,0.31142,79342.43436
Sy1,231.2571255,16.06390156,0.15407,42667.07328
Sy1,227.9007316,57.91633794,0.38796,94906.53583
Sy1,182.8209319,28.06690188,0.35733,88845.16864
Sy1,182.8218009,24.61982277,0.22234,59392.5976
Sy1,227.9125174,44.28308016,0.52397,119329.6432
Sy1,192.259556,51.205393,0.19774,53513.98565
Sy1,232.1510168,16.90962271,0.15943,44027.17112
Sy2,208.6210477,13.46590444,0.06332,18382.99209
Sy1,227.9377292,38.60058405,0.43053,102975.9694
Sy1,181.4450826,27.13661047,0.41417,99922.61061
Sy1,227.948301,11.04764034,0.61674,133879.3155
Sy1,181.461307,66.46479422,0.33493,84272.43513
Sy1,227.9538215,13.75187843,0.78265,156276.9645
Sy1,227.9553297,13.84699456,0.40202,97616.58492
Sy1,227.9555902,1.581638826,0.792,157415.9848
Sy1,220.4725998,44.12310866,0.77517,155356.9224
Sy1,227.9614354,29.6554975,0.512,117333.9547
Sy2,236.5968721,2.359553911,0.04871,14247.6391
Sy1,181.4790189,56.49543512,0.44595,105800.4612
Sy1,181.4793387,53.57868914,0.794,157658.047
Sy1,325.2596728,-1.147549269,0.62428,134993.7051
Sy1,227.9719936,56.28253701,0.39099,95494.36225
Sy1,231.2687745,22.2842782,0.19439,52700.6615
Sy1,220.4912776,52.29049325,0.605,132124.4702
Sy1,188.9250754,51.71103536,0.12407,34903.53465
Sy1,220.4978609,60.86131939,0.73283,149997.3336
Sy1,231.3940731,17.81666103,0.12543,35261.0669
Sy1,181.5215534,35.64028912,0.28678,74028.36018
Sy1,227.992161,22.51604733,0.73512,150293.9479
Sy2,187.2539474,52.18776227,0.08328,23930.41923
Sy1,181.5376168,56.62818498,0.522,119003.1293
Sy1,220.5320622,38.73649103,0.1456,40501.20997
Sy1,220.538544,31.66609565,0.48942,113491.7669
Sy1,152.522383,27.387803,0.687,143892.8873
Sy1,220.5480116,39.60428372,0.6506,138807.6069
Sy1,220.5483669,59.31756452,0.32596,82407.40449
Sy1,220.5527874,11.14023678,0.78122,156101.6835
Sy1,233.4195628,18.51828876,0.09151,26183.56152
Sy1,181.5699914,49.07563287,0.41136,99392.21359
Sy1,220.5611252,39.5856656,0.43688,104145.3281
Sy1,152.5442551,30.59326379,0.61545,133687.6699
Sy1,220.5706033,31.80994594,0.453,107074.7987
Sy1,228.036076,10.55695,0.576,127684.6887
Sy1,184.9811255,63.62935411,0.13368,37418.50607
Sy1,234.7505064,2.698350186,0.341,85523.44213
Sy1,234.4704216,2.783927549,0.20683,55705.38655
Sy1,152.5742105,34.43982469,0.37504,92376.3802
Sy1,232.5770943,18.7476843,0.15738,43507.94378
Sy1,227.002838,10.152174,0.649,138579.0909
Sy1,181.6111813,29.21628468,0.29742,76341.77555
Sy1,231.4054027,19.5305718,0.25675,67342.99834
Sy1,231.2455244,19.94198359,0.23153,61546.74624
Sy1,227.0116654,31.1037682,0.40233,97675.83304
Sy1,194.2762469,52.6604669,0.26864,70017.79207
Sy1,236.5433918,3.211641726,0.36868,91116.69906
Sy2,187.1717317,26.79833798,0.06294,18276.23631
Sy1,152.5811275,50.96891698,0.587,129386.5583
Sy1,227.0227485,28.02578323,0.5241,119351.1631
Sy1,220.6347045,4.041244232,0.41251,99609.49232
Sy2,193.4433949,53.96256139,0.06682,19364.25613
Sy1,220.6411027,35.3491131,0.306,78186.5524
Sy1,181.6544395,56.69629539,0.29661,76166.66476
Sy1,181.6592346,36.89263269,0.532,120652.7458
Sy1,227.0604594,18.4700522,0.10224,29091.30757
Sy1,229.9371444,19.23147811,0.24459,64569.26771
Sy2,189.0004907,54.22097252,0.017864,5307.664708
Sy2,229.9204462,19.81557736,0.06235,18110.39905
Sy2,169.3835801,55.83102941,0.17435,47770.5003
Sy1,220.6950933,20.77397854,0.61853,134144.7632
Sy1,229.0395115,20.67319166,0.22778,60670.47524
Sy1,229.1499822,20.69909579,0.27502,71437.96342
Sy1,16.44376258,0.118042605,0.26378,68928.91512
Sy1,325.4434921,0.957784475,0.72058,148397.2475
Sy1,192.2286237,52.59908935,0.69107,144448.219
Sy1,229.1680833,21.09532978,0.7156,147740.2565
Sy1,183.8101582,68.25867402,0.71259,147341.3197
Sy1,190.4956197,56.66754658,0.08799,25222.32037
Sy1,181.0733349,47.36498388,0.732,149889.6333
Sy1,183.8183457,58.71134554,0.796,157899.5562
Sy1,190.5797402,57.03248907,0.17495,47919.73113
Sy1,209.8111689,48.74675858,0.408,98755.69243
Sy2,229.2420161,-1.110797513,0.11681,32985.90466
Sy1,211.0034901,15.4434083,0.18462,50310.99808
Sy1,7.044583333,-0.242777778,0.22,58840.4744
Sy1,229.200308,24.15397623,0.3494,87240.04901
Sy1,229.2029564,-0.137380123,0.5085,116745.0787
Sy1,229.2044431,49.50250702,0.23675,62760.26545
Sy1,183.8414254,46.45232232,0.70555,146402.8106
Sy1,211.5446163,16.25529511,0.15343,42504.13016
Sy1,197.0034789,46.17516317,0.739,150794.7226
Sy1,222.1804092,53.48988645,0.59883,131192.4795
Sy2,222.3297462,14.8232814,0.11172,31632.34864
Sy1,15.38804452,-0.371116059,0.19246,52230.68771
Sy1,183.8741409,37.54086059,0.8169,160390.5966
Sy1,23.144512,-1.070242,0.096553463,27554.4968
Sy1,183.8795802,19.91789957,0.471,110280.7487
Sy1,213.6171478,15.93866871,0.28735,74153.01943
Sy1,229.2474889,32.19358602,0.459,108151.0232
Sy1,229.2476679,43.31802092,0.45649,107701.7294
Sy1,215.2144691,16.13335089,0.16345,45041.9206
Sy2,118.4835292,26.88993544,0.13406,37517.40779
Sy2,189.5204676,58.16178959,0.0737,21282.56854
Sy1,229.2603362,0.606580589,0.64168,137528.17
Sy1,215.7708549,16.93381417,0.24092,63724.47901
Sy1,229.2732165,44.50917678,0.6084,132635.1733
Sy1,212.8787732,16.66819539,0.12392,34864.06827
Sy1,229.2781069,30.83723716,0.56884,126565.0499
Sy1,183.9058916,47.2314915,0.496797,114758.3008
Sy2,192.6726826,58.87803061,0.15084,41843.53371
Sy2,214.1443232,18.54349489,0.05334,15565.02681
Sy2,213.0700818,18.29945532,0.01677,4985.369599
Sy1,214.2695883,18.75087831,0.63474,136523.4733
Sy1,183.9267054,36.99603205,0.4844,112623.5748
Sy2,218.7676853,16.11477129,0.06088,17696.7621
Sy1,190.2058319,59.30232326,0.10579,30045.92333
Sy1,190.4508027,59.61935196,0.22951,61075.19568
Sy1,183.9560187,54.70666006,0.15007,41646.77306
Sy1,183.957988,67.10604221,0.26392,68960.36756
Sy1,229.3398974,1.638963758,0.7635,153905.6454
Sy1,183.9758186,29.80162193,0.428,102507.6223
Sy1,218.4622773,16.55148324,0.16294,44913.43596
Sy2,250.3621059,43.35599691,0.22104,59086.04462
Sy1,153.4257241,56.7672905,0.2919,75145.15349
Sy1,228.066075,15.16157655,0.5007,115423.9498
Sy2,244.1903386,19.52135572,0.03029,8943.247354
Sy1,228.0671633,21.08197549,0.64241,137633.3787
Sy1,218.5516524,17.87189063,0.24655,65018.97785
Sy1,184.0072608,-1.040713167,0.40154,97524.80321
Sy1,228.099158,39.01169401,0.37256,91886.30327
Sy1,222.3215792,18.27267316,0.11591,32747.11937
Sy1,222.9993084,18.65626227,0.19536,52936.47871
Sy1,222.2673281,18.40962347,0.21126,56765.18986
Sy1,184.0162186,0.86068173,0.6989,145509.2321
Sy1,223.6108309,18.49880883,0.24739,65211.40067
Sy1,228.1198007,14.2925734,0.7474,151871.2274
Sy1,223.877387,19.15359839,0.50802,116664.1289
Sy1,228.1250224,45.06377218,0.57093,126892.8462
Sy1,223.8854541,20.19725412,0.05678,16539.69109
Sy2,223.4447372,20.1159593,0.03096,9137.962487
Sy1,223.3798802,20.22073405,0.18621,50701.69747
Sy2,220.519584,19.02094923,0.03055,9018.824386
Sy1,240.7629602,5.292166045,0.05083,14851.64094
Sy1,228.1548208,1.479467499,0.265,69202.82979
Sy2,184.0400061,41.9912067,0.24202,63978.05937
Sy2,220.1442809,19.46069276,0.09595,27390.85337
Sy1,153.2066711,2.828008712,0.47911,111703.1057
Sy1,237.5964697,3.989936822,0.09992,28465.45899
Sy2,221.9455076,21.4458251,0.19277,52306.24491
Sy1,228.1978776,34.09302616,0.70471,146290.3173
Sy1,216.4767508,17.71197872,0.10725,30437.4599
Sy1,228.2088075,10.04617633,0.6078,132545.197
Sy1,237.2410164,5.493348635,0.32095,81357.18845
Sy2,216.5316221,19.38339167,0.04369,12812.06956
Sy1,182.883521,49.46198471,0.71135,147176.5689
Sy1,182.9139112,59.15490187,0.379,93155.96644
Sy1,228.2609178,54.37438176,0.50782,116630.3863
Sy1,217.519087,20.29356213,0.25279,66443.97257
Sy1,182.9293955,60.60971075,0.44358,105369.6809
Sy1,228.2705292,38.12977237,0.63839,137052.8957
Sy1,233.4426915,3.370759816,0.17514,47966.96659
Sy1,228.2808146,3.949749212,0.35439,88251.82098
Sy1,182.9471097,44.33326197,0.76181,153693.8603
Sy1,191.1916752,60.4302134,0.15053,41764.33863
Sy1,233.0827063,3.636362275,0.25573,67111.82334
Sy2,232.3719593,3.527065774,0.05218,15235.56752
Sy1,182.9794243,56.55004308,0.57372,127329.1776
Sy1,189.9047175,60.46223301,0.19013,51661.94179
Sy2,216.5431113,20.56496708,0.07666,22103.58391
Sy1,228.3258398,1.164615733,0.2172,58177.87329
Sy1,228.3268128,20.53143025,0.737,150536.8713
Sy2,216.1648731,21.07682557,0.05875612,17098
Sy1,216.034911,21.08848978,0.04715,13802.33008
Sy1,228.3493928,45.59939858,0.74792,151937.5263
Sy2,228.354574,53.757532,0.55953,125095.0402
Sy1,228.3579421,46.9022122,0.19895,53806.99564
Sy1,183.0718758,28.06389061,0.16742,46039.58377
Sy1,183.0747679,51.38266405,0.562,125486.6127
Sy1,228.3613586,3.873790104,0.40146,97509.50121
Sy2,218.6604373,23.07864962,0.03737,10994.05235
Sy1,231.0694593,4.85528537,0.03557,10474.08107
Sy1,183.0851385,62.74704782,0.37595,92555.84885
Sy1,233.3945566,5.219842003,0.03746,11020.02551
Sy1,183.0976026,34.88961016,0.37375,92121.63942
Sy1,233.3044785,6.051858659,0.7317,149850.6801
Sy1,232.6022641,5.901050162,0.21656,58026.12424
Sy1,183.1037439,18.9889174,0.21535,57738.92094
Sy1,232.9454066,6.382785234,0.04203,12335.70645
