OType,ra,dec,rvz_redshift,rvz_radvel,plx_value,u_,g_,r_,i_,z_
Sy2,147.4279182,61.50570519,0.114,32239.58597,0.8113,19.23,17.648,16.78,16.365,16.036
Sy2,109.1300259,-29.32468967,0.005554,1660.423546,,,,,,
Sy2,186.4450833,12.66206944,0.008424623,2515,,13.528,12.301,11.585,11.191,10.85
Sy1,249.2508934,22.35388113,0.21082,56660.16597,,20.191,18.743,17.625,16.978,16.671
Sy1,149.9122177,62.35199387,0.28688,74050.23619,1.2504,20.45,19.757,19.107,18.983,18.489
Sy1,155.6403749,58.45136914,0.0771,22225.4059,1.3009,18.835,17.42,16.6,16.157,15.872
Sy2,170.4463246,11.73858607,0.050201396,14672.68721,,,,,,
Sy1,8.632267013,-0.220212952,0.381,93548.31947,,18.2863,18.1119,18.1624,18.2041,17.6709
Sy1,159.0353144,60.04170624,0.25815,67659.85492,0.0926,19.399,19.196,18.846,18.722,18.468
Sy1,40.36130625,-0.757293565,0.725,148977.1985,0.195,18.6158,18.3413,18.3066,18.2859,18.3328
Sy1,344.4126045,-36.93514676,0.039047013,11477.62539,0.0565,,,,,
Sy1,14.360412,-0.96614,0.140914152,39294.21895,,19.51,18.638,18.225,17.904,17.879
Sy2,340.6150019,-0.71982589,0.09129,26123.59049,,18.641,17.108,16.29,15.842,15.573
Sy1,9.624675828,-43.74843255,1.567,220790.444,0.0253,,17.782,17.641,17.524,17.559
Sy2,160.3849417,61.46040533,0.13183,36936.41877,,20.002,18.343,17.503,17.092,16.755
Sy1,8.722685016,13.80540444,0.618,134066.2249,,20.3588,19.8938,19.8406,19.4814,19.4458
Sy1,208.959168,20.77069797,0.19618,53135.62746,,16.1819,15.9817,15.7054,15.3682,15.5249
Sy2,214.3050728,31.20264917,0.070259416,20325,,17.236,15.343,14.448,14.015,13.704
Sy1,8.739256533,0.826068809,0.72374,148812.175,3.7207,21.5631,21.2136,20.7544,20.7616,20.2587
Sy1,214.9567936,31.31561837,0.22997,61182.67441,0.4415,18.001,18.081,17.973,17.548,17.632
Sy1,8.74531,13.08952,0.74186,151162.418,,21.7911,21.395,20.681,20.339,19.9391
Sy1,40.92073974,-0.433667482,0.2681,69897.10761,,20.2128,19.8581,19.2108,19.0233,18.4464
Sy1,277.5965094,73.21964173,0.123,34621.86579,,,,,,
Sy1,120.3732065,46.43969427,0.31542,80190.81091,0.9749,19.6454,19.3848,19.0609,18.8736,18.4494
Sy1,132.5048719,46.43349114,0.52367,119279.9692,0.2975,19.8407,19.1567,18.8663,18.5381,18.4824
Sy1,41.71612396,-1.12576103,0.62197,134653.3384,1.7013,20.3273,19.9571,20.001,19.7535,19.643
Sy1,131.267339,47.534425,0.12274,34553.37297,,17.697,16.965,16.581,16.147,16.09
Sy2,118.10578,36.45526014,0.046,13473.59314,,19.331,17.405,16.508,16.071,15.691
Sy1,116.2129266,35.71986819,0.05,14615.32792,,18.249,17.383,17.151,16.879,16.801
Sy2,116.1718701,33.93082563,0.125,35148.08128,,,,,,
Sy1,187.7193424,14.55148048,0.1151,32532.01188,0.6729,18.141,17.302,16.669,16.232,16.014
Sy2,187.7648878,14.78041183,0.10989,31143.86845,0.9907,19.692,18.06,17.196,16.783,16.544
Sy1,42.5293003,0.423716449,0.19736,53421.88306,0.0608,17.9846,17.9477,17.7803,17.3613,17.5009
Sy2,214.273045,32.21100825,0.21129,56772.34866,1.7089,21.61,18.798,17.534,17.006,16.757
Sy1,152.6100558,63.72655328,0.159,43918.35839,0.4986,20.066,18.629,17.61,17.165,16.89
Sy1,9.559199583,-43.55418333,1.4,211096.4645,,,18.367,18.066,18.02,18.071
Sy1,35.3909644,-5.811900409,0.500665,115417.9942,0.0516,18.539,18.163,18.16,18.006,17.995
Sy1,186.4198666,14.5848074,0.16223,44734.44322,0.0087,20.297,19.8,19.175,18.826,18.678
Sy1,187.1867786,65.70962659,0.08916,25542.22743,,19.4,17.938,17.2,16.784,16.5
Sy1,252.262046,22.666541,,,,22.41,21.302,21.14,20.003,20.85
Sy2,230.658765,33.526639,0.1253,35226.91408,,17.316,16.795,16.451,15.891,16.077
Sy1,200.6327833,26.53328611,0.14412,40120.66496,,20.2,18.59,17.56,17.111,16.8
Sy1,37.26214543,-4.274569583,0.607553,132508.1384,0.5282,19.367,19.041,19.211,19.77,19.87
Sy1,216.1997315,32.82659106,0.21016,56502.53149,0.2367,19.546,19.184,18.787,18.445,18.417
Sy1,194.3115848,14.30770311,0.28952,74626.84514,0.306,19.76,19.176,18.293,17.925,17.504
Sy2,197.7431962,2.786265443,0.08438,24232.72111,,18.69,17.036,16.191,15.714,15.425
Sy2,219.7456135,2.793070376,0.0985,28081.62071,,18.939,17.533,16.758,16.33,16.06
Sy2,260.9939911,57.39660216,0.13426,37569.44469,,20.399,18.568,17.545,17.016,16.641
Sy2,48.9466046,-5.979340727,0.12524,35211.1496,,20.376,18.267,17.285,16.773,16.393
Sy1,171.905,8.500833333,0.019,5641.953747,,,,,,
Sy2,216.9306315,36.66867711,0.0844,24238.21421,2.8687,17.9,16.699,16.06,15.604,15.384
Sy1,8.86442,-0.340835,0.491873,113914.1385,,22.5614,21.7941,21.401,20.8142,20.4123
Sy1,197.7065124,14.87898377,0.13042,36568.32992,,19.68,18.341,17.446,17.036,16.767
Sy2,10.30726493,-9.875417629,0.09499,27130.30669,,18.374,16.665,15.817,15.303,15.055
Sy2,120.905527,39.442535,0.06554,19005.81492,,17.717,15.765,14.911,14.395,14.057
Sy2,130.2794671,3.578159963,0.27404,71220.49913,,21.416,20.023,18.712,18.521,18.132
Sy2,150.5086829,5.862675075,0.20821,56036.10121,,19.557,18.319,17.211,16.838,16.737
Sy2,238.1069527,27.89540041,0.07448,21499.16828,,18.053,16.502,15.708,15.23,14.95
Sy1,8.89153671,-0.692119683,0.61757,134002.4694,0.8499,20.5424,20.2058,20.2159,20.064,20.244
Sy1,217.0733608,38.12847607,0.16839,46282.67217,0.2718,19.155,18.32,17.698,17.291,17.148
Sy1,191.0216957,14.38099957,0.15326,42460.82888,0.7583,18.182,17.783,17.142,16.711,16.463
Sy1,234.3993892,14.72154551,0.14989,41600.75278,,19.631,18.538,17.723,17.26,17.019
Sy1,239.1953373,6.747705018,0.17537,48024.13289,,19.103,18.206,17.523,17.089,16.836
Sy2,165.5541247,64.99025187,0.07757,22355.47082,1.2025,18.76,17.098,16.207,15.426,15.245
Sy2,165.894708,65.18563339,0.114,32239.58597,0.2266,19.909,18.066,17.115,16.674,16.309
Sy1,8.911462916,19.76554912,0.301,77113.74845,,22.1744,21.3974,20.5423,20.1864,19.8377
Sy1,194.8061062,13.6423616,0.12403,34893.01092,,20.376,18.69,17.762,17.141,16.788
Sy1,193.2214101,13.56884457,0.2658,69382.23648,0.5116,19.847,19.514,18.962,18.723,18.43
Sy2,195.887867,14.83903766,0.03533,10404.67845,,17.538,15.678,14.84,14.432,14.072
Sy2,62.2141,-24.3042,2.439998,253072.4762,,,,,,
Sy1,8.964259923,0.595994501,0.43069,103005.5412,0.2565,20.304,19.9876,19.7175,19.3738,18.9066
Sy1,28.91255454,-31.85225947,0.63,135832.5696,,,,,,
Sy1,326.1188827,-28.72857176,0.54,121958.5168,,,,,,
Sy2,121.0134218,35.99303485,0.04411,12932.46491,,19.757,18.12,17.294,16.841,16.5
Sy2,128.6722181,42.13203937,0.12333,34708.77087,,19.973,18.281,17.352,16.909,16.584
Sy2,136.9656153,9.72728712,0.08097,23294.4257,,19.985,18.191,17.262,16.736,16.362
Sy2,346.2360134,12.32287705,0.007967227,2379,,14.454,12.851,11.951,11.513,11.045
Sy1,35.06073179,-7.48313182,0.21343,57282.37978,0.0557,17.796,17.77,17.536,16.979,17.11
Sy1,233.1200002,4.899556561,0.2182,58414.75956,,17.7639,17.8262,17.6745,17.23,17.4499
Sy1,216.8983654,26.53737255,0.36361,90105.75542,1.3,16.6355,16.6002,16.6048,16.6875,15.9664
Sy1,208.6486976,18.08819569,0.15147,42004.39449,0.0391,16.3501,16.4921,16.4781,16.0297,16.3243
Sy1,219.567346,-6.972406363,0.129,36197.05283,0.0597,,,,,
Sy2,144.7223099,50.6276249,0.20795,55973.83231,,19.636,18.424,17.533,17.104,16.805
Sy1,143.3019769,61.32676422,0.12266,34532.29434,0.1056,19.736,19.382,18.864,18.405,18.238
Sy2,169.3516192,25.69261341,0.04781,13990.81852,,20.587,18.441,17.564,17.08,16.717
Sy2,215.0091458,37.89984992,0.12092,34073.37655,1.9592,18.744,17.386,16.637,16.227,15.964
Sy2,142.8181527,61.88473702,0.164,45180.4004,,20.167,18.245,17.147,16.684,16.379
Sy2,200.2463441,45.44653571,0.09168,26229.89305,,19.58,17.701,16.756,16.3,15.959
Sy2,219.5493789,24.52512342,0.01656,4923.462066,,17.481,15.77,14.908,14.481,14.179
Sy2,191.2065965,15.37103778,0.07603,21929.05749,0.0628,18.149,16.836,16.155,15.699,15.478
Sy1,191.4317382,15.61020751,0.25325,66548.6156,,18.451,18.248,17.752,17.452,17.162
Sy1,190.6603107,15.49297658,0.07034,20347.46778,0.0498,17.641,16.755,16.08,15.585,15.337
Sy1,214.6505153,39.54933729,0.291,74949.32303,0.0844,19.375,19.1,18.6,18.394,17.898
Sy1,147.1385553,62.94822768,0.22,58840.4744,1.4449,,,,,
Sy1,192.9172987,16.41127178,0.12987,36424.59423,0.1754,18.323,17.562,17.082,16.572,16.535
Sy1,148.091507,63.41084244,0.11976,33766.94523,0.3965,17.966,16.894,16.226,15.811,15.576
Sy1,353.3830761,-30.25781605,0.181,49418.86498,,,,,,
Sy2,243.9676712,38.44219427,0.18543,50510.12116,,20.22,18.491,17.372,16.932,16.581
Sy1,191.6170649,16.75636501,0.459,108151.0232,,,,,,
Sy1,147.513892,63.59771821,0.19009,51652.16483,0.1561,19.569,19.426,19.125,18.753,18.734
Sy2,147.2656906,63.83155012,0.0752,21698.94699,0.4232,18.516,16.712,15.843,15.357,15.011
Sy1,189.6618577,16.22675334,0.12147,34218.53133,0.671,18.932,18.087,17.413,16.993,16.751
Sy2,198.6188608,17.01670351,0.07491541,21620,,17.938,15.98,15.025,14.56,14.19
Sy1,198.9090082,17.07486449,0.25229,66330.16723,0.1666,19.907,19.428,18.899,18.695,18.507
Sy2,155.8833227,64.87784015,0.04,11752.0487,,,,,,
Sy1,157.5583881,65.47430043,0.29078,74901.42221,0.3548,19.6,19.288,18.967,18.947,18.483
Sy1,39.6142322,1.907710343,0.024397,7224.842235,0.0607,,,,,
Sy1,28.28222625,0.217801811,0.33846,85001.038,0.2026,19.449,19.2741,19.0829,19.0574,18.4702
Sy1,28.96931387,-0.65387911,0.42169,101333.4256,0.5226,22.2373,20.7429,20.0314,19.4336,18.9292
Sy1,152.9683505,61.00347106,0.10759,30528.55054,,19.382,17.994,17.229,16.767,16.546
Sy1,36.42313188,-8.827822346,0.35385,88142.61612,0.0761,19.4216,19.2869,19.19,19.1518,18.6247
Sy1,38.84221994,-7.407699368,0.35802,88984.12739,,18.86,18.7708,18.7178,18.6357,18.1869
Sy1,45.43690297,-0.734900496,0.38332,94002.29436,0.7374,19.7776,19.5654,19.5412,19.4204,18.9664
Sy2,214.4696153,34.44317995,0.12767,35848.78121,1.0972,18.642,17.189,16.299,15.882,15.631
Sy1,45.58525683,0.327086355,0.77291,155077.3856,0.4052,20.7872,20.0596,19.6338,19.4479,19.2634
Sy1,52.7460594,1.164470847,0.55694,124683.2201,,20.2088,19.5768,19.4036,19.1058,19.1431
Sy1,54.32839374,0.551059738,0.43656,104086.6091,1.0141,21.1855,20.5347,19.6291,19.2108,18.8489
Sy1,55.0317767,-0.775718912,0.65175,138971.5895,0.662,20.1905,19.7151,19.692,19.4264,19.3817
Sy1,120.3928365,47.3832431,0.368239,91029.00376,0.0228,19.1941,18.8881,18.6171,18.5815,18.019
Sy1,155.0019201,62.66242219,0.13642,38130.71236,1.1893,18.835,18.056,17.419,16.971,16.742
Sy1,121.8359596,14.82453925,0.2049,55241.99452,0.105,18.3869,18.2049,18.0494,17.7519,17.8929
Sy1,129.4620965,34.94450173,0.78614,156703.5445,0.3038,20.1609,19.7741,19.7497,19.9228,19.6016
Sy1,134.0780921,33.58359471,0.40362,97922.1495,,20.2169,19.9089,19.6596,19.4883,19.1372
Sy1,140.4200326,4.212562163,0.37756,92872.90038,,19.7611,19.1341,18.764,18.6415,18.3235
Sy1,140.4734976,3.614635954,0.35008,87378.27441,,18.8138,18.635,18.4652,18.4739,18.0558
Sy1,197.0388784,18.60406227,0.18175,49603.9981,,18.417,17.855,17.183,16.711,16.448
Sy1,142.9977629,4.294349982,0.56129,125374.1719,,20.3552,19.6864,19.4283,19.0769,19.1345
Sy1,143.3524602,8.66814908,0.54828,123297.0966,,19.724,19.3289,19.3329,19.0831,18.979
Sy2,196.5928269,18.62921448,0.08305,23867.16564,,19.826,18.239,17.407,16.962,16.692
Sy1,157.1549107,63.04684314,0.08034,23120.70012,,17.181,16.725,16.344,15.851,15.779
Sy1,144.6653678,24.91904167,0.3543,88233.62497,0.105,18.5473,18.2827,18.216,18.1776,17.6891
Sy1,144.7225034,8.340208643,0.7609,153579.6516,0.5842,20.712,20.2252,20.0258,20.0132,19.5862
Sy1,145.50079,2.999542041,0.34754,86861.39847,,19.5232,19.201,18.8661,18.7401,18.2845
Sy2,199.7098332,17.12940558,0.11382,32191.70104,,18.045,16.585,15.754,15.337,15.031
Sy1,146.0431101,60.56012475,0.45665,107730.4094,,18.6633,18.4249,18.453,18.3323,18.225
Sy1,146.4188309,3.196374211,0.73997,150919.5664,0.272,19.9735,19.5376,19.4184,19.3056,19.0999
Sy1,150.2355919,1.221959984,0.51861,118439.4823,,18.7634,18.2878,18.1805,17.947,17.9263
Sy1,158.458055,63.30844979,0.15526,42969.7372,,19.088,18.872,18.523,18.112,18.059
Sy1,216.2972656,33.34062778,0.25784,67589.73792,0.6126,18.846,18.95,18.752,18.591,18.267
Sy2,119.3116772,20.43374325,0.10403,29573.10839,,19.56,17.886,17.031,16.584,16.256
Sy2,199.3662687,6.703817925,0.16717,45976.88931,,19.321,17.792,17.017,16.633,16.377
Sy1,203.4849276,31.56539496,0.51112,117186.123,0.1384,18.5041,18.1422,18.1426,18.0499,18.013
Sy1,159.250109,63.75707188,0.15004,41639.10365,0.3165,19.002,18.75,18.216,17.74,17.652
Sy1,21.88550723,19.17884419,0.01668,4958.839416,0.3535,,,,,
Sy1,28.85398023,2.47126575,0.082000062,23578.21831,,17.546,17.003,17.0066,15.935,15.914
Sy1,32.40586227,52.44435163,0.0492,14387.36221,,,,,,
Sy1,36.6071598,-28.34967835,0.06,17448.83585,0.0191,,,,,
Sy1,40.39530112,7.187181779,0.027,7985.160785,,,,,,
Sy1,79.08841081,-10.56150322,0.028930014,8547.595997,0.0107,,,,,
Sy1,120.864104,8.697860443,0.04674,13685.17342,,17.488,15.838,15.041,14.615,14.32
Sy1,211.0298845,21.55601484,0.26107,68319.0826,,16.8391,16.6794,16.4785,16.7843,16.2584
Sy1,212.0211431,12.40584602,0.41054,99237.10449,0.1508,19.3768,19.0543,19.0323,18.9333,18.5163
Sy1,190.195682,-33.56995794,0.054988041,16032.40965,0.1528,,,,,
Sy1,221.4035269,27.03487958,0.02959,8739.670257,0.1835,16.454,15.2,14.67,14.327,14.077
Sy1,227.2248095,-0.196945721,0.05427,15828.87319,0.1417,17.062,15.546,14.792,14.304,14.041
Sy1,230.4152763,3.624788935,0.126,35410.75635,0.0535,17.2802,17.1558,16.947,16.1523,16.4873
Sy1,232.4930465,-13.01105104,0.1039,29538.14874,,,,,,
Sy1,241.847343,85.0308336,0.183,49912.206,,,,,,
Sy1,260.8366494,34.29943538,0.205999,55505.98843,,15.588,15.568,15.558,15.205,15.526
Sy2,275.3619006,59.92251778,0.099,28216.84226,1.3186,,,,,
Sy1,302.1953608,-61.09993945,0.015247215,4536.15648,0.1158,,,,,
Sy1,217.5802854,11.81262958,0.4862,112935.4702,,18.3774,18.2092,18.4434,18.3261,18.2007
Sy1,346.9885997,40.27752794,0.073,21088.03111,,,,,,
Sy1,223.8823673,23.27854924,0.44518,105660.6351,0.1489,19.3189,19.0089,18.9457,18.789,18.6508
Sy1,76.69979219,-19.61412032,0.09,25771.65639,0.1499,,,,,
Sy2,99.13437898,-20.58143923,0.055198,16091.89579,,,,15.11,,
Sy1,227.5086283,44.97956939,0.3509,87544.81148,0.1841,18.6151,18.5072,18.4234,18.5377,17.9545
Sy1,228.0035198,58.9547799,0.52078,118800.5423,0.0224,19.4849,18.808,18.6102,18.357,18.2884
Sy1,338.1284514,8.207226184,0.025745558,7619,0.2336,,,,,
Sy1,232.6449535,37.33695979,0.52465,119442.1726,0.0321,19.0475,18.771,18.8741,18.6734,18.654
Sy1,234.1100698,20.1235887,0.61089,133007.8995,0.3304,19.6785,19.2735,19.1971,18.9251,19.1162
Sy2,235.8819989,38.38020098,0.57983,128279.7456,,23.0115,21.2781,20.6696,19.7971,20.3181
Sy1,241.0254833,9.805519452,0.72209,148595.709,0.1893,19.3779,19.0758,18.9229,18.9606,18.8537
Sy1,241.0513146,45.80628983,0.36345,90073.75379,,17.9479,17.8169,17.7646,17.9772,17.4419
Sy1,242.4705651,29.54224323,0.42218,101424.9205,,19.9356,19.4333,19.1378,18.8619,18.4777
Sy1,253.5799536,36.15074019,0.45887,108127.7856,0.0338,18.8537,18.6432,18.6419,18.5177,18.3656
Sy1,255.0096203,31.17193498,0.4466,105918.3974,0.1835,19.3677,19.0186,19.0208,18.8856,18.8032
Sy1,159.19073,64.21860973,0.21766,58286.87454,0.0938,19.111,18.651,17.949,17.514,17.302
Sy1,309.478878,-0.472672689,0.6334,136328.5426,,20.8325,20.4216,20.2317,19.8811,19.6867
Sy1,310.2224244,0.678358967,0.50224,115685.7518,1.1603,20.1124,19.8225,19.7565,19.5303,19.4584
Sy1,310.9168092,0.481509516,0.31655,80429.76092,0.2015,19.0959,18.9686,18.8517,18.9619,18.2195
Sy1,315.3124786,-0.530750251,0.51975,118629.2787,,20.9463,20.6764,20.5354,20.2933,20.4694
Sy1,9.186346657,16.14185997,0.46528,109269.3403,0.1895,20.3796,20.0287,19.9033,19.4431,19.1486
Sy1,9.186886265,16.12453414,0.51332,117555.4147,0.1814,19.9571,19.5893,19.37,19.1265,19.0515
Sy2,189.102342,62.18659,0.7481,151960.4666,,,,23.2441,22.533,21.3535
Sy2,189.149299,62.118735,0.952,175146.5071,,,,23.4087,,21.5964
Sy2,189.3164,62.203744,1.0213,181895.1428,,,,23.8317,22.688,21.9617
Sy2,189.350892,62.23338,0.4741,110826.0439,,,,24.7602,,23.8715
Sy1,315.1970833,-6.920833333,0.34,85317.95664,,,,,,
Sy1,201.1428733,18.48149795,0.10922,30964.78252,,18.566,17.981,17.502,17.139,17.038
Sy1,216.4300539,34.83135977,0.17856,48815.48269,0.0416,19.898,19.427,18.858,18.443,18.219
Sy2,216.2749301,35.15761685,0.1921,52142.91062,0.9491,,,,,18.19
Sy1,165.8916806,62.06919968,0.47029,110155.5775,0.7422,20.468,20.158,20.194,19.937,19.647
Sy1,323.7920833,-6.436666667,0.24,63512.14747,,,,,,
Sy1,31.21833333,-9.538888889,0.29,74731.49332,,,,,,
Sy1,354.9591667,-0.199166667,0.26,68077.77412,,,,,,
Sy1,200.2539351,19.33664283,0.18175,49603.9981,0.1415,19.13,18.547,17.691,17.207,16.979
Sy1,34.63666667,-0.689444444,0.25,65808.10054,,,,,,
Sy1,2.541583426,-4.710534837,0.029366983,8674.780672,,,,,,
Sy1,9.238243283,-10.13630327,0.1878,51091.69666,0.2468,17.9496,17.8288,17.4968,17.063,16.9446
Sy2,218.1913052,35.19840942,0.1929,52337.9223,4.1324,,,,,
Sy2,4.933242868,-14.12190246,0.043027314,12622,,,,,,
Sy1,188.7151336,16.94232779,0.11749,33166.16457,0.7741,19.596,18.059,17.195,16.772,16.485
Sy1,165.2643862,63.53978839,0.1291,36223.21809,,18.888,18.242,17.673,17.263,17.158
Sy1,166.13203,63.75675075,0.21911,58630.09135,0.2787,19.193,18.713,18.164,17.879,17.755
Sy2,218.7502127,36.0208688,0.0794,22861.27303,,19.039,17.551,16.83,16.427,16.155
Sy1,162.5526411,62.88428769,0.20068,54225.22983,0.3415,20.42,19.155,18.061,17.454,17.345
Sy2,217.4879117,35.51514917,0.2634,68843.51855,,,,,,
Sy1,192.0109145,18.26453825,0.15655,43297.38226,0.449,19.23,19.026,18.596,18.21,18.227
Sy1,190.6072497,18.21981384,0.16756,46074.685,1.1147,19.887,19.286,18.389,17.843,17.715
Sy1,190.9478811,18.81572884,0.22231,59385.52843,0.3044,18.312,18.256,18.001,17.586,17.637
Sy2,179.2065416,67.84918703,0.117,33036.28488,,,,,,
Sy2,251.1269627,24.27340208,0.03515,10352.61519,,17.816,15.948,15.083,14.662,14.355
Sy1,174.746739,67.43804041,0.31295,79667.40596,,19.182,19.022,18.738,18.654,18.213
Sy1,9.295850886,0.357730012,0.23515,62389.07703,0.3092,19.3539,19.0845,18.6468,18.286,18.0604
Sy1,9.300031106,-9.935266596,0.40732,98626.5658,0.8819,20.4319,20.0719,19.7172,19.2474,18.9624
Sy2,175.3225513,20.83145145,0.02394,7091.146414,,17.108,15.798,15.294,15.043,14.823
Sy1,197.0582119,16.24875042,0.26604,69436.02615,0.2256,19.213,19.106,18.975,18.978,18.709
Sy1,200.8501645,20.0700355,0.28554,73756.88655,,19.925,19.652,18.985,18.632,18.237
Sy1,210.6800199,35.18319209,0.2134,57275.2384,0.3512,19.797,19.332,18.574,18.116,18.041
Sy2,163.0526594,65.93570416,0.116,32771.00846,0.6546,19.125,17.872,17.208,16.791,16.617
Sy1,18.742188,-0.741496,0.183096667,49936.02287,,20.399,19.377,18.733,18.325,18.173
Sy1,163.8812577,65.47851512,0.097,27675.51739,,,,,,
Sy1,164.4248736,65.59441775,0.01146,3415.936735,0.8363,16.997,16.108,15.897,15.874,15.74
Sy1,19.607077,-0.705382,0.0482,14102.13706,,18.276,17.22,16.743,16.469,16.291
Sy1,167.1648292,66.77733842,0.22,58840.4744,1.0278,19.529,19.143,18.415,17.942,17.678
Sy1,213.2587404,35.58026835,0.10889,30876.52802,,18.432,17.981,17.474,16.99,16.824
Sy1,198.8280574,20.1211622,0.08488,24370.01336,,19.945,18.484,17.712,17.217,16.921
Sy1,165.1918068,66.78938915,0.192,52118.52175,0.3526,19.335,18.466,17.65,17.2,16.929
Sy2,179.9632522,66.70868438,0.115,32505.44221,3.51,19.522,18.255,17.555,17.19,16.938
Sy2,115.671689,38.167188,0.20613,55537.43433,,20.422,18.289,17.18,16.623,16.293
Sy1,169.2919489,65.36867508,0.147,40860.6107,0.0083,,,,,
Sy1,9.440932593,22.17330612,0.733,150019.3799,,19.8529,19.4878,19.3434,19.2403,19.0467
Sy1,172.5129884,65.94145189,0.13261,37139.79701,,18.286,17.82,17.445,17.054,16.987
Sy2,185.8188897,4.836146232,0.01784,5300.598095,,17.723,16.901,17.095,17.346,17.281
Sy1,193.9125427,17.47143877,0.11346,32095.90298,2.1117,19.52,18.279,17.435,16.918,16.6
Sy1,194.0437538,18.08204088,0.17227,47252.38778,,19.278,18.656,17.862,17.402,17.133
Sy1,193.2486875,18.20866615,0.30221,77373.9402,0.2356,18.539,18.447,18.24,18.157,17.782
Sy1,9.473886209,-9.558842466,0.39928,97091.96641,0.1876,19.0854,18.877,18.9356,18.9288,18.5354
Sy1,193.9110404,18.53990128,0.6138,133442.1194,0.0621,18.957,18.657,18.593,18.435,18.466
Sy1,26.263433,-0.815243,0.19823047,53632.80494,,20.241,18.976,18.181,17.722,17.459
Sy1,194.4429051,19.01243124,0.1789,48899.65992,0.3804,19.925,19.45,19.047,18.647,18.646
Sy1,9.497970065,15.92864452,0.53134,120544.4692,0.0205,20.1375,19.8448,19.7313,19.4444,19.4213
Sy1,176.1150007,67.36756461,0.11666,32946.12341,0.064,18.747,17.625,16.769,16.282,15.965
Sy1,194.104587,15.35254424,0.19612,53121.06187,1.0735,19.77,19.257,18.51,18.063,17.9
Sy2,160.5103789,65.86585745,0.123,34621.86579,,19.285,17.796,16.969,16.555,16.267
Sy1,8.793779361,-2.501330092,0.6842,143509.3135,,20.1182,19.7773,19.7577,19.7141,19.6485
Sy1,8.797876808,-0.821661633,0.18634,50733.61047,,19.8336,19.3059,18.4619,17.9678,17.6491
Sy2,161.6166034,66.27237647,0.097,27675.51739,,,,,,
Sy1,24.2727919,-10.58446371,0.09,25771.65639,0.5113,18.928,17.987,17.361,17.037,16.859
Sy1,32.9358328,-9.503319887,0.40237,97683.47639,,20.3525,19.9596,19.7463,19.3268,18.8377
Sy1,319.1047885,-6.579118378,0.72832,149410.8733,0.0834,20.742,20.017,19.721,19.204,19.053
Sy1,153.1763499,26.19180453,0.64702,138295.711,,21.6529,20.9379,20.8183,20.4998,20.1689
Sy1,320.8725634,-8.215288748,0.11671,32959.38455,0.2375,19.912,19.219,18.613,18.225,18.128
Sy1,27.818856,-0.720738,0.08996,25760.7359,,18.665,17.591,17.041,16.711,16.476
Sy1,163.4881529,33.40433783,0.69,144302.4769,,20.6613,20.3376,20.2432,20.1,19.845
Sy2,175.4817179,1.08799237,0.13641,38128.11698,,19.86,18.262,17.341,16.868,16.599
Sy2,193.9493713,-3.652656458,0.16861,46337.76889,,18.381,17.269,16.577,16.171,15.988
Sy1,4.988846006,-9.57881967,0.02,5935.902423,0.5919,18.379,17.568,17.174,16.986,16.798
Sy1,216.2635354,40.71063797,0.19084,51835.40932,0.4603,19.896,18.705,17.763,17.248,16.972
Sy1,10.06465636,5.115178463,0.679,142793.6418,,20.9041,20.2585,20.196,20.0147,20.036
Sy1,10.06506178,-4.379425117,0.722,148583.8898,0.1058,19.7223,19.2175,18.9819,18.98,18.8897
Sy1,217.6701292,41.15515437,0.3744,92250.04545,0.3304,19.64,19.378,19.293,19.319,18.85
Sy2,155.2406578,-4.950426148,0.040309102,11841,,,,,,
Sy2,162.7571984,8.473491415,0.02174,6446.659324,,16.902,14.924,14.101,13.686,13.401
Sy2,235.4798093,16.84297347,0.04989,14583.99393,,16.822,15.023,14.219,13.782,13.428
Sy1,218.6803746,42.0884665,0.19246,52230.68771,0.136,18.787,18.654,18.306,17.928,17.871
Sy1,132.3221888,53.29881542,0.11132,31525.66012,0.142,18.175,17.358,16.865,16.396,16.29
Sy1,129.766672,46.520464,0.735,150278.4242,,21.6019,21.1466,20.8215,20.4385,20.3512
Sy2,355.9981602,5.639897136,0.056,16319.00003,,,,,,
Sy1,194.1142498,21.5214644,0.07574,21848.68056,,18.918,16.943,16.051,15.533,15.233
Sy1,197.7914557,20.6587796,0.23339,61979.9825,1.6777,19.678,19.168,18.342,17.892,17.556
Sy2,197.8108731,20.81499505,0.13855,38682.87577,,19.688,18.045,17.027,16.52,16.18
Sy2,197.7335889,20.94413259,0.13211,37009.44645,,19.745,18.201,17.292,16.88,16.58
Sy2,189.1604583,62.22752778,1.0182,181604.1266,,,,24.2204,22.936,22.084
Sy1,196.3204917,21.40235991,0.06538,18960.97564,,18.98,17.704,16.996,16.596,16.34
Sy1,198.9183887,21.69227215,0.24323,64256.6279,0.2161,19.624,19.219,18.544,18.237,18.065
Sy2,0.825888,0.812291,0.13904,38809.71556,,20.062,18.388,17.613,17.15,16.806
Sy1,131.421053,45.687914,0.528,119995.231,,21.9641,22.3275,21.7457,21.6722,22.827
Sy1,213.3095326,38.85170633,0.29603,76041.17539,,19.636,19.437,19.234,19.268,18.915
Sy1,197.4324178,22.37657347,0.24021,63560.63421,0.2647,20.045,19.549,18.833,18.484,18.217
Sy1,201.1176599,4.774880519,0.02133,6326.390193,,17.612,16.087,15.333,14.94,14.633
