otype,ra,dec,rvz_redshift,rvz_radvel,plx_value,dist,unit
Sy2,244.4232792,6.119447222,0.03829,11259.44179,,164.8,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,33.27,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,27.7972,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,37.5,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,27.9,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,26.42,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,29.1,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,40.9,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,24,Mpc 
Sy2,220.5995494,-17.25312244,0.00931,2778.075921,,40.12,Mpc 
Sy2,123.9961139,23.19955956,0.01433,4265.248013,,55.46,Mpc 
Sy2,123.9961139,23.19955956,0.01433,4265.248013,,59.7,Mpc 
Sy2,123.9961139,23.19955956,0.01433,4265.248013,,55.9,Mpc 
Sy2,123.9961139,23.19955956,0.01433,4265.248013,,60.81,Mpc 
Sy2,123.9961139,23.19955956,0.01433,4265.248013,,61.92,Mpc 
Sy2,241.4361906,17.71702596,0.03493,10288.96918,,130.02,Mpc 
Sy2,241.4361906,17.71702596,0.03493,10288.96918,,130.02,Mpc 
Sy2,157.9120275,25.98393306,0.02101,6232.486634,,77.98,Mpc 
Sy2,157.9120275,25.98393306,0.02101,6232.486634,,92.9,Mpc 
Sy2,157.9120275,25.98393306,0.02101,6232.486634,,95,Mpc 
Sy2,157.9120275,25.98393306,0.02101,6232.486634,,106.1,Mpc 
Sy2,157.9120275,25.98393306,0.02101,6232.486634,,100,Mpc 
Sy2,208.3241604,33.49083656,0.007980677,2383,0.1792,27.3,Mpc 
Sy2,208.3241604,33.49083656,0.007980677,2383,0.1792,39,Mpc 
Sy2,208.3241604,33.49083656,0.007980677,2383,0.1792,36.8,Mpc 
Sy2,304.5754407,-44.80687518,0.008,2388.74661,0.7321,34.56,Mpc 
Sy2,336.7740093,36.36155243,0.021165,6277.974999,,88.03,Mpc 
Sy2,336.7740093,36.36155243,0.021165,6277.974999,,91.6,Mpc 
Sy1,124.5844113,-14.43130203,0.107,30370.46001,0.0581,494.8,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,14.32,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,11.1686,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,19.95,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,20.9,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,19.68,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,15.3,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,32.7,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,18,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,20.48,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,19.41,Mpc 
Sy2,187.9964688,14.42031916,0.007641125,2282,,16.7,Mpc 
Sy2,200.3282101,31.3880346,0.02333,6912.592883,,102.63,Mpc 
Sy1,27.77625,-44.44472222,-4.34E-05,-13,,0.44,Mpc 
Sy1,27.77625,-44.44472222,-4.34E-05,-13,,0.44,Mpc 
Sy1,27.77625,-44.44472222,-4.34E-05,-13,,0.44,Mpc 
Sy1,27.77625,-44.44472222,-4.34E-05,-13,,0.42,Mpc 
Sy1,27.77625,-44.44472222,-4.34E-05,-13,,0.42,Mpc 
Sy1,27.77625,-44.44472222,-4.34E-05,-13,,57.6,Mpc 
Sy1,27.77625,-44.44472222,-4.34E-05,-13,,0.41,Mpc 
Sy1,27.77625,-44.44472222,-4.34E-05,-13,,0.4,Mpc 
Sy2,31.51444672,-55.19357591,0.020102789,5966.1,,82.22,Mpc 
Sy1,45.59814745,0.979329418,0.02833,8372.862215,,73.45,Mpc 
Sy1,45.59814745,0.979329418,0.02833,8372.862215,,73.45,Mpc 
Sy2,347.983999,27.369688,0.3234,81871.53522,,1713.1,Mpc 
Sy2,233.968777,14.51770385,0.01946,5777.207331,0.6756,85.48,Mpc 
Sy1,338.9245622,1.659322247,0.056739,16528.09516,,276.69,Mpc 
Sy1,338.9245622,1.659322247,0.056739,16528.09516,,276.69,Mpc 
Sy1,74.78916232,4.975083044,0.015751518,4685,,76.56,Mpc 
Sy2,226.5804201,-1.777894765,0.03788,11141.20163,,164.23,Mpc 
Sy2,226.5804201,-1.777894765,0.03788,11141.20163,,179.62,Mpc 
Sy2,226.5804201,-1.777894765,0.03788,11141.20163,,172.19,Mpc 
Sy1,14.97202299,31.82701505,0.014965581,4453,0.1439,63.7,Mpc 
Sy2,21.38106314,32.13624274,0.015643076,4653,1.6357,48.98,Mpc 
Sy2,21.38106314,32.13624274,0.015643076,4653,1.6357,56.23,Mpc 
Sy2,21.38106314,32.13624274,0.015643076,4653,1.6357,57.9,Mpc 
Sy2,21.38106314,32.13624274,0.015643076,4653,1.6357,56.23,Mpc 
Sy2,21.38106314,32.13624274,0.015643076,4653,1.6357,62.86,Mpc 
Sy1,214.2083447,-11.98278996,0.099,28216.84226,,455.4,Mpc 
Sy2,236.5682095,2.41547053,0.012558688,3741.360111,,58.04,Mpc 
Sy2,262.5892559,59.63989015,0.02836,8381.601258,,120.91,Mpc 
Sy2,262.5892559,59.63989015,0.02836,8381.601258,,125,Mpc 
Sy2,2.77755,-12.10786944,0.02,5935.902423,,83.2,Mpc 
Sy1,203.974038,-34.2956002,0.007578576,2263.390983,,29.97,Mpc 
Sy2,281.9335446,-63.15695976,0.015265992,4541.7,,59.7,Mpc 
Sy2,281.9335446,-63.15695976,0.015265992,4541.7,,64.49,Mpc 
Sy2,42.9838297,-0.836304498,0.02294,6798.37734,,92.05,Mpc 
Sy2,42.9838297,-0.836304498,0.02294,6798.37734,,94.61,Mpc 
Sy2,42.9838297,-0.836304498,0.02294,6798.37734,,103.22,Mpc 
Sy2,42.9838297,-0.836304498,0.02294,6798.37734,,98.17,Mpc 
Sy2,246.0507813,30.16224946,0.04824,14113.55178,,206.06,Mpc 
Sy2,246.0507813,30.16224946,0.04824,14113.55178,,201.02,Mpc 
Sy2,246.0507813,30.16224946,0.04824,14113.55178,,217.77,Mpc 
Sy2,246.0507813,30.16224946,0.04824,14113.55178,,217.77,Mpc 
Sy1,12.71141114,35.61193247,0.058,16884.51203,,241.67,Mpc 
Sy2,205.2739582,67.67221311,0.01025,3057.125041,,51.52,Mpc 
Sy2,205.2739582,67.67221311,0.01025,3057.125041,,51.52,Mpc 
Sy1,27.34274617,-50.25205041,0.0299,8829.843905,,131,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12.42,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12.25,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12.42,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,11.91,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12.0781,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12.88,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,14.3,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12.59,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12.9,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,17.4,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,12.76,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,15.07,Mpc 
Sy2,192.6107152,25.50075919,0.004040955,1209,0.3156,17.1,Mpc 
Sy1,232.8253397,7.457734013,0.03369,9929.966631,0.085,147.4,Mpc 
Sy1,189.914348,-5.344176386,0.008343891,2491,,38.24,Mpc 
Sy1,189.914348,-5.344176386,0.008343891,2491,,39.5,Mpc 
Sy1,189.914348,-5.344176386,0.008343891,2491,,38.8,Mpc 
Sy1,189.914348,-5.344176386,0.008343891,2491,,44,Mpc 
Sy1,295.6691092,-10.32364131,0.005226933,1562.9,0.153,22.8,Mpc 
Sy1,295.6691092,-10.32364131,0.005226933,1562.9,0.153,22.8,Mpc 
Sy1,295.6691092,-10.32364131,0.005226933,1562.9,0.153,22.4,Mpc 
Sy2,233.3362456,-8.700493814,0.023259424,6891.927449,,100.11,Mpc 
Sy2,233.3362456,-8.700493814,0.023259424,6891.927449,,97.6,Mpc 
Sy2,248.1408654,26.38072841,0.05861,17056.7567,,244.34,Mpc 
Sy2,248.1408654,26.38072841,0.05861,17056.7567,,244.34,Mpc 
Sy2,227.3050083,52.52830556,0.0117,3487.053852,,47.21,Mpc 
Sy2,227.3050083,52.52830556,0.0117,3487.053852,,53.46,Mpc 
Sy2,227.3050083,52.52830556,0.0117,3487.053852,,53.46,Mpc 
Sy2,291.6258911,41.55138967,0.072,20809.86926,,325.1,Mpc 
Sy1,188.7329173,15.56565436,0.04582,13422.10299,,198.6,Mpc 
Sy1,188.7329173,15.56565436,0.04582,13422.10299,,201.56,Mpc 
Sy1,104.1241333,-65.56048112,0.03045083,8990,,123.54,Mpc 
Sy2,203.9510155,2.998901247,0.02177,6455.457528,,95.19,Mpc 
Sy2,203.9510155,2.998901247,0.02177,6455.457528,,94,Mpc 
Sy2,203.9510155,2.998901247,0.02177,6455.457528,,93.5,Mpc 
Sy2,201.4335792,-29.83367778,0.013754366,4095.1,,54.08,Mpc 
Sy2,201.4335792,-29.83367778,0.013754366,4095.1,,58.9,Mpc 
Sy2,222.7768049,4.842396166,0.02733,8081.406738,,118.81,Mpc 
Sy2,74.98368648,27.1005762,0.061,17730.55242,,273.3,Mpc 
Sy2,200.579262,-16.70835684,0.022862483,6775.670284,,45.5,Mpc 
Sy2,200.579262,-16.70835684,0.022862483,6775.670284,,92.4,Mpc 
Sy1,202.5628995,11.4969285,0.74395,151430.3526,,52,pc  
Sy1,242.9641433,-60.63195285,0.015818,4704.616315,,66.82,Mpc 
Sy2,178.2306706,36.98631006,0.003075,920.4444525,,12.0781,Mpc 
Sy2,178.2306706,36.98631006,0.003075,920.4444525,,12.42,Mpc 
Sy2,178.2306706,36.98631006,0.003075,920.4444525,,12.42,Mpc 
Sy2,178.2306706,36.98631006,0.003075,920.4444525,,11.9,Mpc 
Sy2,178.2306706,36.98631006,0.003075,920.4444525,,12.19,Mpc 
Sy2,178.2306706,36.98631006,0.003075,920.4444525,,13.04,Mpc 
Sy1,48.01239759,50.48737824,0.062,18011.97221,0.1199,278,Mpc 
Sy1,121.4111119,26.16817984,0.01705,5067.892427,,77.67,Mpc 
Sy1,140.3148294,10.29474789,0.03948,11602.34246,,172.22,Mpc 
Sy2,235.5818566,23.8076533,0.0231743,6867,,154.17,Mpc 
Sy2,235.5818566,23.8076533,0.0231743,6867,,154.17,Mpc 
Sy2,304.9957481,-52.62191764,0.016081,4782.2045,2.4504,66.68,Mpc 
Sy1,212.1397113,15.74598545,0.76869,154553.4737,,354,pc  
Sy1,212.6206111,22.75853458,0.79714,158036.9696,0.0252,354,pc  
Sy1,142.1882329,38.52039272,0.718,148057.3512,0.0521,234,pc  
Sy2,213.5803638,-3.186533308,0.04704,13770.90272,,206.29,Mpc 
Sy2,213.5803638,-3.186533308,0.04704,13770.90272,,146.01,Mpc 
Sy2,213.5803638,-3.186533308,0.04704,13770.90272,,141.91,Mpc 
Sy1,147.340815,49.46914059,0.74512,151580.0631,,218,pc  
Sy1,359.0081333,7.523133795,0.040298676,11838,0.7415,177.83,Mpc 
Sy1,359.0081333,7.523133795,0.040298676,11838,0.7415,177.83,Mpc 
Sy2,195.1267841,48.30846777,0.02898,8562.147877,0.5728,124.94,Mpc 
Sy1,324.5331251,-42.60493515,0.018833,5592.835136,0.4786,78.26,Mpc 
Sy1,324.5331251,-42.60493515,0.018833,5592.835136,0.4786,97.64,Mpc 
Sy1,324.5331251,-42.60493515,0.018833,5592.835136,0.4786,96.38,Mpc 
Sy2,159.2483333,12.10222222,0.3221,81598.79984,,1694,Mpc 
Sy2,39.7675,27.87694444,0.3227,81724.72918,,1705.1,Mpc 
Sy2,78.83231734,18.91432709,0.023,6815.951926,,100.2,Mpc 
Sy2,343.5819708,11.78245833,0.02875967,8498,,108.64,Mpc 
Sy2,343.5819708,11.78245833,0.02875967,8498,,119.12,Mpc 
Sy2,343.5819708,11.78245833,0.02875967,8498,,119.12,Mpc 
Sy2,343.5819708,11.78245833,0.02875967,8498,,115.28,Mpc 
Sy2,19.06167154,31.03379575,0.018,5347.705593,,56.49,Mpc 
Sy2,19.06167154,31.03379575,0.018,5347.705593,,78.2,Mpc 
Sy2,19.06167154,31.03379575,0.018,5347.705593,,57.81,Mpc 
Sy2,19.06167154,31.03379575,0.018,5347.705593,,63.3,Mpc 
Sy2,19.06167154,31.03379575,0.018,5347.705593,,56.75,Mpc 
Sy2,19.06167154,31.03379575,0.018,5347.705593,,70.8,Mpc 
Sy2,19.06167154,31.03379575,0.018,5347.705593,,66.91,Mpc 
Sy2,155.6017235,3.997307542,0.02286,6774.942883,,80.54,Mpc 
Sy2,155.6017235,3.997307542,0.02286,6774.942883,,87.9,Mpc 
Sy2,155.6017235,3.997307542,0.02286,6774.942883,,97.11,Mpc 
Sy2,155.6017235,3.997307542,0.02286,6774.942883,,87.9,Mpc 
Sy2,342.1846667,17.4509224,0.086,24677.28113,,392.1,Mpc 
Sy2,346.9536182,22.71034631,0.035,10309.22175,,108.14,Mpc 
Sy2,346.9536182,22.71034631,0.035,10309.22175,,131.22,Mpc 
Sy2,346.9536182,22.71034631,0.035,10309.22175,,153.9,Mpc 
Sy2,346.9536182,22.71034631,0.035,10309.22175,,131.22,Mpc 
Sy2,195.2206159,-13.44983139,0.008554145,2553.5,,39,Mpc 
Sy2,195.2206159,-13.44983139,0.008554145,2553.5,,37.41,Mpc 
Sy2,333.1314083,38.68291389,0.020451,6068.375295,,85.13,Mpc 
Sy2,28.84178271,6.611787318,0.017349037,5156,0.5953,68.92,Mpc 
Sy1,297.2886278,-10.57362511,0.024016615,7113.56453,,100.31,Mpc 
Sy2,196.7355288,-23.91703683,0.009823,2930.39832,,40.1,Mpc 
Sy1,332.2819298,-27.80948916,0.023054792,6832,,94.11,Mpc 
Sy1,332.2819298,-27.80948916,0.023054792,6832,,100.8,Mpc 
Sy2,18.38776357,0.496718701,0.0441,12929.59896,,145.21,Mpc 
Sy2,18.38776357,0.496718701,0.0441,12929.59896,,145.21,Mpc 
Sy2,174.7656486,26.36174154,0.02233,6619.641218,,103.5,Mpc 
Sy2,174.7656486,26.36174154,0.02233,6619.641218,,99.13,Mpc 
Sy2,189.337775,28.20814861,0.02557,7567.718495,,100.46,Mpc 
Sy2,189.337775,28.20814861,0.02557,7567.718495,,108.14,Mpc 
Sy2,189.337775,28.20814861,0.02557,7567.718495,,108.14,Mpc 
Sy2,189.337775,28.20814861,0.02557,7567.718495,,112,Mpc 
Sy2,189.337775,28.20814861,0.02557,7567.718495,,111.61,Mpc 
Sy1,354.6224302,27.03146056,0.030354333,8961.949512,,113.97,Mpc 
Sy1,354.6224302,27.03146056,0.030354333,8961.949512,,123.33,Mpc 
Sy1,354.6224302,27.03146056,0.030354333,8961.949512,,124.17,Mpc 
Sy1,354.6224302,27.03146056,0.030354333,8961.949512,,124.17,Mpc 
Sy2,359.0162851,-0.988512751,0.022305431,6612.439935,,89.9,Mpc 
Sy2,170.9459167,35.44231647,0.03411,10051.61572,,115.35,Mpc 
Sy2,170.9459167,35.44231647,0.03411,10051.61572,,115.35,Mpc 
Sy1,73.1429115,-2.949260473,0.015207187,4524.339165,,61.6,Mpc 
Sy2,161.2155452,6.596851409,0.02765,8174.705036,,119.49,Mpc 
Sy2,153.4450723,-0.914232352,0.04244,12453.43883,,204.17,Mpc 
Sy2,153.4450723,-0.914232352,0.04244,12453.43883,,204.17,Mpc 
Sy1,12.77762013,76.84329721,0.128,35935.24197,0.1402,600.1,Mpc 
Sy2,173.9886454,70.5355422,0.009026958,2694,,35.65,Mpc 
Sy2,173.9886454,70.5355422,0.009026958,2694,,40.93,Mpc 
Sy2,173.9886454,70.5355422,0.009026958,2694,,40.6,Mpc 
Sy2,173.9886454,70.5355422,0.009026958,2694,,42.27,Mpc 
Sy2,173.9886454,70.5355422,0.009026958,2694,,38.9,Mpc 
Sy2,173.9886454,70.5355422,0.009026958,2694,,32.81,Mpc 
Sy2,173.9886454,70.5355422,0.009026958,2694,,35,Mpc 
Sy2,154.2234952,73.40073383,0.009353,2790.846714,,49.6592,Mpc 
Sy2,154.2234952,73.40073383,0.009353,2790.846714,,39.26,Mpc 
Sy2,154.2234952,73.40073383,0.009353,2790.846714,,39.26,Mpc 
Sy2,154.2234952,73.40073383,0.009353,2790.846714,,40.3,Mpc 
Sy2,154.2234952,73.40073383,0.009353,2790.846714,,44,Mpc 
Sy2,154.2234952,73.40073383,0.009353,2790.846714,,43.05,Mpc 
Sy1,346.1811567,-8.68573041,0.04702,13765.18827,,206.5,Mpc 
Sy2,206.8239832,34.14878719,0.01625,4832.050611,,73.51,Mpc 
Sy2,126.0330292,-77.78261667,0.017515,5204.887383,,75.42,Mpc 
Sy2,214.3378458,26.85735,0.03655,10757.29655,,160.4,Mpc 
Sy1,259.8103858,48.98039533,0.025,7401.154861,,104,Mpc 
Sy2,217.7236161,34.97678675,0.0839,24100.85135,0.1997,384,Mpc 
Sy1,79.04753853,-0.14976588,0.032295676,9525.735577,,146,Mpc 
Sy1,121.6241986,24.33213404,0.04135,12140.33243,0.2039,182.22,Mpc 
Sy1,258.1184814,35.88405984,0.02642,7815.922279,,115.62,Mpc 
Sy1,258.1184814,35.88405984,0.02642,7815.922279,,112,Mpc 
Sy2,200.6019096,-16.72846717,0.017092,5080.268826,,70.8,Mpc 
Sy1,194.0593088,56.87367733,0.041,12039.7185,0.0121,179.6,Mpc 
Sy1,194.0593088,56.87367733,0.041,12039.7185,0.0121,184,Mpc 
Sy2,216.168861,26.62512978,0.03713,10924.77875,,159.22,Mpc 
Sy2,216.168861,26.62512978,0.03713,10924.77875,,159.22,Mpc 
Sy2,209.012,18.3718,0.050382,14724.11433,,216.5,Mpc 
Sy2,209.012,18.3718,0.050382,14724.11433,,221,Mpc 
Sy2,171.8476309,-29.25765021,0.025180806,7454,,110.15,Mpc 
Sy2,171.8476309,-29.25765021,0.025180806,7454,,110.15,Mpc 
Sy1,190.1932808,27.56496526,0.05658,16483.12088,,250,Mpc 
Sy2,79.09463333,19.45311389,0.018332683,5445.6301,,76.86,Mpc 
Sy1,183.0719552,13.20519117,0.0076,2269.764923,,20.21,Mpc 
Sy1,183.0719552,13.20519117,0.0076,2269.764923,,19.94,Mpc 
Sy1,183.0719552,13.20519117,0.0076,2269.764923,,32,Mpc 
Sy1,183.0719552,13.20519117,0.0076,2269.764923,,30.9,Mpc 
Sy1,183.0719552,13.20519117,0.0076,2269.764923,,30.9,Mpc 
Sy1,183.0719552,13.20519117,0.0076,2269.764923,,32.21,Mpc 
Sy1,183.0719552,13.20519117,0.0076,2269.764923,,34.9,Mpc 
Sy1,183.0719552,13.20519117,0.0076,2269.764923,,32.21,Mpc 
Sy2,210.5491616,55.81398859,0.006018932,1799,,30.76,Mpc 
Sy2,210.5491616,55.81398859,0.006018932,1799,,30.48,Mpc 
Sy2,210.5491616,55.81398859,0.006018932,1799,,33.1,Mpc 
Sy2,210.5491616,55.81398859,0.006018932,1799,,29.92,Mpc 
Sy2,210.5491616,55.81398859,0.006018932,1799,,30.3,Mpc 
Sy2,210.5491616,55.81398859,0.006018932,1799,,30.78,Mpc 
Sy1,244.2873087,22.44109929,0.06578,19073.05962,,278.1,Mpc 
Sy2,175.8275048,-12.87842133,0.017558814,5217.792202,0.7065,80.6,Mpc 
Sy2,175.8275048,-12.87842133,0.017558814,5217.792202,0.7065,53.2,Mpc 
Sy2,175.8275048,-12.87842133,0.017558814,5217.792202,0.7065,49.66,Mpc 
Sy2,223.2990504,16.92344331,0.04559,13356.29598,,135.52,Mpc 
Sy2,223.2990504,16.92344331,0.04559,13356.29598,,135.52,Mpc 
Sy1,193.7347609,-26.95053613,0.06,17448.83585,,268.7,Mpc 
Sy2,148.6643004,37.40861226,0.01941,5762.508924,,82.7,Mpc 
Sy2,238.397436,-61.6830656,0.01502315,4470,0.5237,57.81,Mpc 
Sy2,238.397436,-61.6830656,0.01502315,4470,0.5237,63.24,Mpc 
Sy2,197.2651478,-0.765989454,0.01721,5115.037785,,76.06,Mpc 
Sy2,163.062283,30.05788068,0.03451,10167.42299,0.7578,142.8,Mpc 
Sy1,346.0109203,22.62428702,0.040274348,11831,0.0739,163.6,Mpc 
Sy2,186.650343,3.964697608,0.007681462,2294,,35.6,Mpc 
Sy2,186.650343,3.964697608,0.007681462,2294,,30.6,Mpc 
Sy2,186.650343,3.964697608,0.007681462,2294,,19.44,Mpc 
Sy2,186.650343,3.964697608,0.007681462,2294,,20.47,Mpc 
Sy2,229.1853725,7.02161817,0.03453,10173.2121,,120.21,Mpc 
Sy2,229.1853725,7.02161817,0.03453,10173.2121,,122.46,Mpc 
Sy2,229.1853725,7.02161817,0.03453,10173.2121,,122.46,Mpc 
Sy1,219.0920086,58.79427637,0.15838,43761.37371,,138.7,Mpc 
Sy1,219.0920086,58.79427637,0.15838,43761.37371,,135.2,Mpc 
Sy2,186.3024401,14.03926731,0.04309,12639.98497,,186.6,Mpc 
Sy2,204.3468186,3.897438476,0.023045,6829.132157,,99.73,Mpc 
Sy2,167.3881141,28.62774548,0.03789,11144.08613,,155.6,Mpc 
Sy2,167.3881141,28.62774548,0.03789,11144.08613,,155.6,Mpc 
Sy1,168.024266,31.87505479,0.76763,154421.4757,0.2617,74,pc  
Sy1,37.52301066,-8.998113094,0.016111146,4791.096552,,70.4,Mpc 
Sy1,171.4006416,54.38253161,0.02069,6138.552416,0.1404,90.5,Mpc 
Sy1,260.6663821,30.88128437,0.04311,12645.72285,,179.62,Mpc 
Sy2,119.9727488,23.39009563,0.02914,8608.721891,,128,Mpc 
Sy2,137.8748771,45.46826617,0.02683,7935.566821,,115.5,Mpc 
Sy2,346.3284765,0.189487435,0.025752406,7621,,80.54,Mpc 
Sy2,346.3284765,0.189487435,0.025752406,7621,,83.56,Mpc 
Sy2,346.3284765,0.189487435,0.025752406,7621,,83.56,Mpc 
Sy1,233.9683463,57.90264324,0.03023,8925.803629,,128.1,Mpc 
Sy2,292.8392803,-72.65595635,0.061489,17868.20377,,261,Mpc 
Sy2,210.7685751,8.94750678,0.02307,6836.454246,,101.07,Mpc 
Sy1,349.7360576,0.243882518,0.0325,9585.007937,0.0039,119.63,Mpc 
Sy1,349.7360576,0.243882518,0.0325,9585.007937,0.0039,126.6,Mpc 
Sy2,42.06719482,34.41981249,0.017766651,5279,,72.44,Mpc 
Sy2,129.312101,4.695891822,0.04697,13750.90161,,206.26,Mpc 
Sy2,86.44931667,58.70106389,0.015026537,4471,,45.71,Mpc 
Sy2,86.44931667,58.70106389,0.015026537,4471,,48.98,Mpc 
Sy2,86.44931667,58.70106389,0.015026537,4471,,48.8,Mpc 
Sy2,86.44931667,58.70106389,0.015026537,4471,,64.1,Mpc 
Sy2,213.0973333,-27.10808488,0.022456,6656.569611,,97.67,Mpc 
Sy1,214.843353,-26.64475958,0.022680654,6722.4,,100.8,Mpc 
Sy1,214.843353,-26.64475958,0.022680654,6722.4,,98.07,Mpc 
Sy1,214.843353,-26.64475958,0.022680654,6722.4,,96.2,Mpc 
Sy2,71.03754741,28.21688449,0.01065,3175.789027,,48,Mpc 
Sy2,71.03754741,28.21688449,0.01065,3175.789027,,45.8,Mpc 
Sy2,71.03754741,28.21688449,0.01065,3175.789027,,46.13,Mpc 
Sy2,179.6133321,57.59637168,0.0173,5141.553679,,82.04,Mpc 
Sy1,193.8987142,-26.82504416,0.016145,4801.08214,,70.23,Mpc 
Sy2,47.81091477,-8.921882211,0.013574114,4041.8,,56.4,Mpc 
Sy2,47.81091477,-8.921882211,0.013574114,4041.8,,53.9,Mpc 
Sy2,47.81091477,-8.921882211,0.013574114,4041.8,,26.6,Mpc 
Sy2,47.81091477,-8.921882211,0.013574114,4041.8,,56,Mpc 
Sy2,47.81091477,-8.921882211,0.013574114,4041.8,,58.5,Mpc 
Sy2,47.81091477,-8.921882211,0.013574114,4041.8,,61.38,Mpc 
Sy2,47.81091477,-8.921882211,0.013574114,4041.8,,61.38,Mpc 
Sy1,227.7707375,4.294138889,0.04203,12335.70645,,181,Mpc 
Sy2,187.5091482,13.63653992,0.00449,1343.046244,,16.4437,Mpc 
Sy2,187.5091482,13.63653992,0.00449,1343.046244,,19.77,Mpc 
Sy2,187.5091482,13.63653992,0.00449,1343.046244,,19.77,Mpc 
Sy2,187.5091482,13.63653992,0.00449,1343.046244,,16.5,Mpc 
Sy2,187.5091482,13.63653992,0.00449,1343.046244,,19.3,Mpc 
Sy2,187.5091482,13.63653992,0.00449,1343.046244,,17,Mpc 
Sy2,187.5091482,13.63653992,0.00449,1343.046244,,19.21,Mpc 
Sy2,187.5091482,13.63653992,0.00449,1343.046244,,19.73,Mpc 
Sy2,234.1157192,22.50048584,0.01436,4274.112797,,65.55,Mpc 
Sy1,103.0513943,74.42697812,0.018676,5546.650143,0.0439,78.4,Mpc 
Sy2,356.0881699,9.934158608,0.005644,1687.253804,0.4144,20.7,Mpc 
Sy2,356.0881699,9.934158608,0.005644,1687.253804,0.4144,24.3,Mpc 
Sy2,356.0881699,9.934158608,0.005644,1687.253804,0.4144,20.1,Mpc 
Sy2,356.0881699,9.934158608,0.005644,1687.253804,0.4144,20.32,Mpc 
Sy2,356.0881699,9.934158608,0.005644,1687.253804,0.4144,20.32,Mpc 
Sy1,153.6997208,16.64720833,0.12439,34987.70788,,517.2,Mpc 
Sy1,226.0049731,10.43771678,0.03651,10745.74235,,158.2,Mpc 
Sy2,30.2769287,-6.815874947,0.01371,4081.982101,,54.39,Mpc 
Sy2,30.2769287,-6.815874947,0.01371,4081.982101,,58.9,Mpc 
Sy2,30.2769287,-6.815874947,0.01371,4081.982101,,58,Mpc 
Sy1,182.6357333,39.40585098,0.003262,976.328014,0.2161,15.19,Mpc 
Sy1,182.6357333,39.40585098,0.003262,976.328014,0.2161,20.3,Mpc 
Sy1,182.6357333,39.40585098,0.003262,976.328014,0.2161,3.9,Mpc 
Sy1,182.6357333,39.40585098,0.003262,976.328014,0.2161,14,Mpc 
Sy1,182.6357333,39.40585098,0.003262,976.328014,0.2161,18.5,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,37.84,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,42.658,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,45.08,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,43.5,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,45.5,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,45.29,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,40.1,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,43.9,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,37,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,40,Mpc 
Sy2,228.76355,42.04985278,0.00867,2587.933496,,34.2,Mpc 
Sy1,174.4355,-49.1770742,0.017410819,5174.2,2.5722,74,Mpc 
Sy1,281.2249554,-62.36468728,0.014360634,4274.3,0.2508,60.52,Mpc 
