otype,ra,dec,rvz_redshift,rvz_radvel,plx_value,dist,unit
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.45,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.83,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,6.85,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.66,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.6208,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.66,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.31,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.2,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.31,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.1,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.5,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,6.6,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.48,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,7.2,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,6.85,Mpc 
Sy2,184.7400833,47.30371944,0.0016,479.2841989,,6.8,Mpc 
Sy2,211.3189375,10.43104722,0.01791,5321.208569,,80.02,Mpc 
Sy1,215.0483764,0.620005808,0.72632,149149.8227,7.00E-04,367,pc  
Sy2,240.8423633,25.37264599,0.08697,24943.09893,,292.42,Mpc 
Sy2,240.8423633,25.37264599,0.08697,24943.09893,,292.42,Mpc 
Sy2,185.4788677,4.473777046,0.005237328,1566,0.0797,10.6,Mpc 
Sy2,185.4788677,4.473777046,0.005237328,1566,0.0797,19.8,Mpc 
Sy2,185.4788677,4.473777046,0.005237328,1566,0.0797,19,Mpc 
Sy2,185.4788677,4.473777046,0.005237328,1566,0.0797,15.2,Mpc 
Sy2,185.4788677,4.473777046,0.005237328,1566,0.0797,17,Mpc 
Sy2,185.4788677,4.473777046,0.005237328,1566,0.0797,16.5,Mpc 
Sy2,186.7275861,-0.877617004,0.00708,2115.017031,,25.35,Mpc 
Sy2,186.7275861,-0.877617004,0.00708,2115.017031,,29,Mpc 
Sy2,186.7275861,-0.877617004,0.00708,2115.017031,,32.9,Mpc 
Sy2,186.7275861,-0.877617004,0.00708,2115.017031,,35.31,Mpc 
Sy1,195.2444458,-0.027452778,0.003920392,1173,,14.93,Mpc 
Sy1,195.2444458,-0.027452778,0.003920392,1173,,16.5196,Mpc 
Sy1,195.2444458,-0.027452778,0.003920392,1173,,17.38,Mpc 
Sy1,195.2444458,-0.027452778,0.003920392,1173,,15,Mpc 
Sy1,195.2444458,-0.027452778,0.003920392,1173,,17.78,Mpc 
Sy1,195.2444458,-0.027452778,0.003920392,1173,,20.8,Mpc 
Sy1,195.2444458,-0.027452778,0.003920392,1173,,17,Mpc 
Sy1,195.2444458,-0.027452778,0.003920392,1173,,12.25,Mpc 
Sy2,221.7230378,11.37975122,0.05197,15175.88123,,181.97,Mpc 
Sy1,178.1549583,-2.469416667,0.003525985,1055.2,,13.4,Mpc 
Sy1,178.1549583,-2.469416667,0.003525985,1055.2,,11.1,Mpc 
Sy2,186.7158402,31.09422236,0.05981,17395.27614,,292.42,Mpc 
Sy2,186.7158402,31.09422236,0.05981,17395.27614,,292.42,Mpc 
Sy2,237.803049,14.69638334,0.04785,14002.23789,,212.57,Mpc 
Sy2,224.0351321,-37.64783369,0.024577,7277.484263,,105.54,Mpc 
Sy2,42.4165174,-0.069881353,0.02823,8343.730128,,120.23,Mpc 
Sy2,42.4165174,-0.069881353,0.02823,8343.730128,,113.89,Mpc 
Sy2,213.0700818,18.29945532,0.01677,4985.369599,,75.72,Mpc 
Sy2,237.1358391,8.587925696,0.01427,4247.517636,0.2707,59.92,Mpc 
Sy2,194.2948108,27.404942,0.02068,6135.616477,,90.2,Mpc 
Sy1,158.1452562,65.04108525,0.005,1495.214931,,36.81,Mpc 
Sy1,158.1452562,65.04108525,0.005,1495.214931,,33.57,Mpc 
Sy1,158.1452562,65.04108525,0.005,1495.214931,,31.3,Mpc 
Sy1,158.1452562,65.04108525,0.005,1495.214931,,34.83,Mpc 
Sy2,211.4298552,25.23136293,0.02974,8783.306256,,130.09,Mpc 
Sy2,216.2207924,27.88348904,0.03782,11123.89398,,178.65,Mpc 
Sy2,218.1354164,34.10705776,0.0424,12441.95495,0.1125,194,Mpc 
Sy1,187.0853032,15.05902771,0.05798,16878.86279,0.2438,250.4,Mpc 
Sy2,239.7254412,14.98151571,0.03535,10410.46266,,126.47,Mpc 
Sy2,239.7254412,14.98151571,0.03535,10410.46266,,164.44,Mpc 
Sy2,239.7254412,14.98151571,0.03535,10410.46266,,164.44,Mpc 
Sy2,307.1460875,25.73338333,0.014810246,4407.124807,,59.3,Mpc 
Sy2,234.593026,-0.462111,0.0391,11492.89071,,169.54,Mpc 
Sy2,234.593026,-0.462111,0.0391,11492.89071,,140.08,Mpc 
Sy2,234.593026,-0.462111,0.0391,11492.89071,,143.22,Mpc 
Sy1,259.198844,61.920116,0.01025,3057.125041,,48,Mpc 
Sy2,179.719153,42.570341,0.03151,9297.702962,,134.1,Mpc 
Sy2,349.8292795,0.945861191,0.03429,10103.73491,,145.21,Mpc 
Sy2,349.8292795,0.945861191,0.03429,10103.73491,,145.21,Mpc 
Sy2,139.9224303,33.73807135,0.02033,6032.839771,,87.82,Mpc 
Sy2,139.9224303,33.73807135,0.02033,6032.839771,,100,Mpc 
Sy2,139.9224303,33.73807135,0.02033,6032.839771,,97.27,Mpc 
Sy2,153.4794836,38.84288749,0.02289,6783.731029,,98.44,Mpc 
Sy2,161.9296525,29.77199012,0.03131,9239.62598,,131.22,Mpc 
Sy2,249.318419,44.4182268,0.03142,9271.5698,1.718,134.44,Mpc 
Sy2,2.799919,0.940682,0.40958,99055.32281,,3222.1,pc  
Sy2,215.9430579,34.0169448,0.01181,3519.643428,,65.16,Mpc 
Sy2,215.9430579,34.0169448,0.01181,3519.643428,,65.16,Mpc 
Sy2,215.9430579,34.0169448,0.01181,3519.643428,,65.16,Mpc 
Sy2,215.9430579,34.0169448,0.01181,3519.643428,,54.91,Mpc 
Sy2,243.3565898,21.9094362,0.03193,9419.625702,,137.61,Mpc 
Sy2,358.3791893,-0.740154866,0.0231,6845.240506,,92.03,Mpc 
Sy2,358.3791893,-0.740154866,0.0231,6845.240506,,88.84,Mpc 
Sy2,358.3791893,-0.740154866,0.0231,6845.240506,,83.18,Mpc 
Sy1,209.805911,29.24422279,0.1566,43310.0722,0.3155,652.52,Mpc 
Sy2,30.07939167,24.47363333,0.016578784,4929,,76.56,Mpc 
Sy2,30.07939167,24.47363333,0.016578784,4929,,83.18,Mpc 
Sy2,30.07939167,24.47363333,0.016578784,4929,,83.18,Mpc 
Sy2,30.07939167,24.47363333,0.016578784,4929,,66.1,Mpc 
Sy2,173.508827,5.52396841,0.05006,14632.41766,,271.64,Mpc 
Sy2,176.2986516,-9.313925049,0.019296021,5729,,82.03,Mpc 
Sy1,139.1835026,59.77461134,0.01377,4099.722546,,63.5,Mpc 
Sy2,263.0507497,59.9415191,0.02787,8238.829847,,119.12,Mpc 
Sy1,0.883881539,-10.74468997,0.02961,8745.488779,,124,Mpc 
Sy1,235.0326892,14.19363041,0.11945,33684.98821,,559.7,Mpc 
Sy2,27.87530803,0.05726387,0.4204,101092.2986,5.4924,182.07,pc  
Sy1,235.5115218,48.55764176,0.7453,151603.0776,0.0035,142,pc  
Sy1,259.0080569,31.20385506,0.11033,31261.40612,,459.72,Mpc 
Sy1,316.9222221,3.87166202,0.026082169,7717.3,,112.2,Mpc 
Sy2,220.7402337,21.4205922,0.04186,12286.87588,,184.5,Mpc 
Sy2,220.7402337,21.4205922,0.04186,12286.87588,,207.97,Mpc 
Sy2,220.7402337,21.4205922,0.04186,12286.87588,,207.97,Mpc 
Sy2,219.8893222,25.70168282,0.04019,11806.72892,,198.61,Mpc 
Sy2,219.8893222,25.70168282,0.04019,11806.72892,,177.26,Mpc 
Sy1,134.5576841,38.94203448,0.08837,25326.2659,,367.8,Mpc 
Sy2,224.6499861,44.8836043,0.03622,10661.96011,,157.7,Mpc 
Sy2,204.5614634,11.25122977,0.05666,16505.75039,,207.01,Mpc 
Sy2,204.5614634,11.25122977,0.05666,16505.75039,,252.35,Mpc 
Sy2,204.5614634,11.25122977,0.05666,16505.75039,,252.35,Mpc 
Sy2,204.5614634,11.25122977,0.05666,16505.75039,,237.84,Mpc 
Sy2,214.5998331,26.38585358,0.03626,10673.51777,,176.2,Mpc 
Sy2,214.5998331,26.38585358,0.03626,10673.51777,,149.97,Mpc 
Sy2,214.5998331,26.38585358,0.03626,10673.51777,,149.97,Mpc 
Sy2,20.83836351,-1.976649574,0.01592435,4735.99332,,64.58,Mpc 
Sy2,40.6482375,34.76346111,0.013108248,3904,,52.9,Mpc 
Sy2,205.2964011,30.37812479,0.04039,11864.27542,,173.7,Mpc 
Sy2,205.2964011,30.37812479,0.04039,11864.27542,,173.6,Mpc 
Sy2,146.4251875,-14.32636111,0.007295641,2179.2,,31.6,Mpc 
Sy2,146.4251875,-14.32636111,0.007295641,2179.2,,30.5,Mpc 
Sy2,146.4251875,-14.32636111,0.007295641,2179.2,,33.2,Mpc 
Sy2,146.4251875,-14.32636111,0.007295641,2179.2,,32,Mpc 
Sy1,248.7560713,30.90336229,0.05443,15874.24019,0.0646,226.78,Mpc 
Sy2,249.8783285,21.31693897,0.03113,9187.346472,,113.24,Mpc 
Sy2,349.1560656,-2.330594866,0.026972024,7977,,87.5,Mpc 
Sy2,349.1560656,-2.330594866,0.026972024,7977,,108.12,Mpc 
Sy2,183.9795163,23.59554307,0.02146,6364.529757,,94.64,Mpc 
Sy1,98.51483087,-74.7771239,0.112,31707.00294,,519.7,Mpc 
Sy2,6.387738322,68.36213732,0.012438605,3705.809993,,51.2,Mpc 
Sy2,174.1838272,22.99201734,0.02341,6936.016085,,102.96,Mpc 
Sy1,38.65784167,-8.788061111,0.042709547,12530.81244,,187.7,Mpc 
Sy1,36.16922917,-19.14203056,0.033986846,10015.95067,,136.5,Mpc 
Sy1,36.16922917,-19.14203056,0.033986846,10015.95067,,136.14,Mpc 
Sy1,36.16922917,-19.14203056,0.033986846,10015.95067,,136.14,Mpc 
Sy2,202.1591548,33.60514085,0.02625,7766.298816,,131.83,Mpc 
Sy2,146.9172217,-30.94887799,0.008226,2455.95006,,35.4861,Mpc 
Sy2,146.9172217,-30.94887799,0.008226,2455.95006,,36.1,Mpc 
Sy2,146.9172217,-30.94887799,0.008226,2455.95006,,35.09,Mpc 
Sy1,6.943295972,-10.26298935,0.04785,14002.23789,0.3576,199.07,Mpc 
Sy1,6.943295972,-10.26298935,0.04785,14002.23789,0.3576,192.98,Mpc 
Sy1,6.943295972,-10.26298935,0.04785,14002.23789,0.3576,186.21,Mpc 
Sy1,139.6083217,16.30545369,0.029,8567.970048,0.0064,124.73,Mpc 
Sy1,139.6083217,16.30545369,0.029,8567.970048,0.0064,126.3,Mpc 
Sy2,239.5332277,12.07029593,0.01561,4643.239122,0.4711,66.34,Mpc 
Sy2,182.5760535,26.43072323,0.02176,6452.524823,,95.54,Mpc 
Sy2,182.5760535,26.43072323,0.02176,6452.524823,,93.96,Mpc 
Sy1,247.4515996,67.37832668,0.025328,7497.013881,0.4674,109.88,Mpc 
Sy1,14.14948629,-0.531123527,0.04329,12697.35843,,182.43,Mpc 
Sy1,14.14948629,-0.531123527,0.04329,12697.35843,,348.25,Mpc 
Sy1,14.14948629,-0.531123527,0.04329,12697.35843,,364.75,Mpc 
Sy2,203.0287983,62.70067345,0.009745865,2907.5,,41.6,Mpc 
Sy2,239.1404227,21.28906206,0.0147,4374.561505,0.4324,66.16,Mpc 
Sy1,141.827102,23.02005864,0.02642,7815.922279,,112,Mpc 
Sy2,105.851052,-60.25623573,0.031572,9315.704398,0.0688,130.98,Mpc 
Sy2,111.9782811,-67.57419752,0.012033674,3585.9,,53.46,Mpc 
Sy2,111.9782811,-67.57419752,0.012033674,3585.9,,53.46,Mpc 
Sy2,339.015009,33.975882,0.022822646,6764,,90.75,Mpc 
Sy2,339.015009,33.975882,0.022822646,6764,,98.1,Mpc 
Sy2,339.015009,33.975882,0.022822646,6764,,95.3,Mpc 
Sy2,190.1535333,-5.133011111,0.008532612,2547.1,,31.48,Mpc 
Sy2,190.1535333,-5.133011111,0.008532612,2547.1,,36.64,Mpc 
Sy2,190.1535333,-5.133011111,0.008532612,2547.1,,35.7,Mpc 
Sy2,190.1535333,-5.133011111,0.008532612,2547.1,,37.84,Mpc 
Sy2,190.1535333,-5.133011111,0.008532612,2547.1,,34.5,Mpc 
Sy2,190.1535333,-5.133011111,0.008532612,2547.1,,32,Mpc 
Sy2,190.1535333,-5.133011111,0.008532612,2547.1,,38.87,Mpc 
Sy1,311.5868394,-2.812600233,0.0267835,7922,0.1024,109.38,Mpc 
Sy2,351.029898,14.83516607,0.03844,11302.68785,,127.64,Mpc 
Sy2,351.029898,14.83516607,0.03844,11302.68785,,127.64,Mpc 
Sy2,224.41875,-43.13166667,0.016568129,4925.858607,,68.5,Mpc 
Sy2,133.8023082,64.39595246,0.036436,10724.36582,,156.3,Mpc 
Sy2,162.3788583,22.96454869,0.03268,9637.21373,,142.1,Mpc 
Sy2,97.60643067,63.67813742,0.040511,11899.08525,,180.1,Mpc 
Sy2,32.78457842,-0.654785124,0.02003,5944.716256,,81.49,Mpc 
Sy2,32.78457842,-0.654785124,0.02003,5944.716256,,57.75,Mpc 
Sy2,32.78457842,-0.654785124,0.02003,5944.716256,,54.7,Mpc 
Sy2,203.9800008,35.58825574,0.007462991,2229,0.1798,41.5,Mpc 
Sy2,203.9800008,35.58825574,0.007462991,2229,0.1798,42.658,Mpc 
Sy2,203.9800008,35.58825574,0.007462991,2229,0.1798,43.25,Mpc 
Sy2,203.9800008,35.58825574,0.007462991,2229,0.1798,43,Mpc 
Sy2,203.9800008,35.58825574,0.007462991,2229,0.1798,43.45,Mpc 
Sy2,203.9800008,35.58825574,0.007462991,2229,0.1798,35.5,Mpc 
Sy1,92.52712807,-62.72015722,0.157,43411.5663,0.0364,749.7,Mpc 
Sy2,212.6656177,-2.683524869,0.02732,8078.490673,0.3508,70.665,Mpc 
Sy2,170.5128828,34.31481351,0.03383,9970.522185,0.1142,185.35,Mpc 
Sy2,170.5128828,34.31481351,0.03383,9970.522185,0.1142,185.35,Mpc 
Sy1,166.9981508,36.87228846,0.02674,7909.307693,,115.3,Mpc 
Sy2,216.6387139,56.58261797,-0.001410135,-423.04599,,33.16,Mpc 
Sy2,216.6387139,56.58261797,-0.001410135,-423.04599,,27.8,Mpc 
Sy2,216.6387139,56.58261797,-0.001410135,-423.04599,,27,Mpc 
Sy2,216.6387139,56.58261797,-0.001410135,-423.04599,,28.44,Mpc 
Sy2,216.6387139,56.58261797,-0.001410135,-423.04599,,28.44,Mpc 
Sy2,327.6947752,14.11011424,0.031,9149.583026,,124.84,Mpc 
Sy2,327.6947752,14.11011424,0.031,9149.583026,,131,Mpc 
Sy2,327.6947752,14.11011424,0.031,9149.583026,,135.9,Mpc 
Sy2,129.3862294,28.70520353,0.01157,3448.534223,0.3117,58.61,Mpc 
Sy2,129.3862294,28.70520353,0.01157,3448.534223,0.3117,62.23,Mpc 
Sy2,129.3862294,28.70520353,0.01157,3448.534223,0.3117,62.23,Mpc 
Sy2,139.8880039,5.882765667,0.03382,9967.625554,,158.49,Mpc 
Sy2,139.8880039,5.882765667,0.03382,9967.625554,,146.37,Mpc 
Sy2,146.9306225,-32.83638194,0.009400657,2805,,31.62,Mpc 
Sy2,146.9306225,-32.83638194,0.009400657,2805,,33.11,Mpc 
Sy2,146.9306225,-32.83638194,0.009400657,2805,,30,Mpc 
Sy2,146.9306225,-32.83638194,0.009400657,2805,,33.73,Mpc 
Sy2,146.9306225,-32.83638194,0.009400657,2805,,39.31,Mpc 
Sy2,155.6299527,4.582429445,0.02855,8436.942278,,127.06,Mpc 
Sy2,155.6299527,4.582429445,0.02855,8436.942278,,122.42,Mpc 
Sy2,159.9913806,24.09122884,0.02103,6238.356505,,62.81,Mpc 
Sy2,159.9913806,24.09122884,0.02103,6238.356505,,87.9,Mpc 
Sy2,159.9913806,24.09122884,0.02103,6238.356505,,90.68,Mpc 
Sy2,159.9913806,24.09122884,0.02103,6238.356505,,87.9,Mpc 
Sy1,175.281503,-2.819695958,0.02884,8521.389335,,159.22,Mpc 
Sy2,176.1959463,20.12506329,0.021935175,6503.89412,,106.17,Mpc 
Sy2,176.1959463,20.12506329,0.021935175,6503.89412,,95,Mpc 
Sy2,176.1959463,20.12506329,0.021935175,6503.89412,,96.04,Mpc 
Sy2,180.5999156,14.84369357,0.02433,7205.245226,,89.54,Mpc 
Sy2,180.5999156,14.84369357,0.02433,7205.245226,,111.69,Mpc 
Sy2,180.5999156,14.84369357,0.02433,7205.245226,,110.3,Mpc 
Sy2,180.5999156,14.84369357,0.02433,7205.245226,,113.7,Mpc 
Sy2,180.5999156,14.84369357,0.02433,7205.245226,,104.45,Mpc 
Sy2,180.5999156,14.84369357,0.02433,7205.245226,,105.6,Mpc 
Sy1,195.4230963,10.01669063,0.02726,8060.993652,,118.58,Mpc 
Sy1,195.4230963,10.01669063,0.02726,8060.993652,,128.23,Mpc 
Sy1,195.4230963,10.01669063,0.02726,8060.993652,,128.23,Mpc 
Sy1,195.4230963,10.01669063,0.02726,8060.993652,,115.39,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,18.2,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,14.8,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,14.7231,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,19.05,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,19.3,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,15.7,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,19.05,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,17.6,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,12.4,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,18,Mpc 
Sy1,198.3647292,36.59365,0.00289,865.1482605,,12.63,Mpc 
Sy1,206.0652817,19.5666334,0.02689,7953.07156,,133.05,Mpc 
Sy1,206.0652817,19.5666334,0.02689,7953.07156,,116,Mpc 
Sy2,107.30877,-36.02277042,0.11,31173.25814,,509.7,Mpc 
Sy2,13.76319569,-19.00585914,0.021561826,6394.4,,71.12,Mpc 
Sy2,13.76319569,-19.00585914,0.021561826,6394.4,,85.51,Mpc 
Sy2,13.76319569,-19.00585914,0.021561826,6394.4,,85.51,Mpc 
Sy2,18.52924167,-32.65089722,0.011998562,3575.5,,46.99,Mpc 
Sy2,18.52924167,-32.65089722,0.011998562,3575.5,,48.31,Mpc 
Sy2,18.52924167,-32.65089722,0.011998562,3575.5,,48.31,Mpc 
Sy2,18.52924167,-32.65089722,0.011998562,3575.5,,48.41,Mpc 
Sy2,20.33475439,40.48817059,0.019771291,5868.7,,65.16,Mpc 
Sy2,20.33475439,40.48817059,0.019771291,5868.7,,86.3,Mpc 
Sy2,20.33475439,40.48817059,0.019771291,5868.7,,86.3,Mpc 
Sy2,38.58375417,32.50555833,0.016317645,4852,,48.75,Mpc 
Sy2,38.58375417,32.50555833,0.016317645,4852,,61.94,Mpc 
Sy2,38.58375417,32.50555833,0.016317645,4852,,63.1,Mpc 
Sy2,38.58375417,32.50555833,0.016317645,4852,,61.66,Mpc 
Sy2,38.58375417,32.50555833,0.016317645,4852,,69.2,Mpc 
Sy2,38.58375417,32.50555833,0.016317645,4852,,65.44,Mpc 
Sy2,58.78860262,-17.46939505,0.028677249,8474,0.1133,94.62,Mpc 
Sy2,58.78860262,-17.46939505,0.028677249,8474,0.1133,127.06,Mpc 
Sy2,58.78860262,-17.46939505,0.028677249,8474,0.1133,127.06,Mpc 
Sy1,116.8711637,60.93351629,0.029206872,8628.185282,,97.27,Mpc 
Sy1,116.8711637,60.93351629,0.029206872,8628.185282,,126.4,Mpc 
Sy2,126.0843718,20.53324971,0.01993,5915.335763,,113.76,Mpc 
Sy2,126.0843718,20.53324971,0.01993,5915.335763,,108.14,Mpc 
Sy2,126.0843718,20.53324971,0.01993,5915.335763,,111.2,Mpc 
Sy2,126.0843718,20.53324971,0.01993,5915.335763,,107.65,Mpc 
Sy2,226.4171461,25.44551055,0.03374,9944.45143,,162.93,Mpc 
Sy2,226.4171461,25.44551055,0.03374,9944.45143,,159.22,Mpc 
Sy2,226.4171461,25.44551055,0.03374,9944.45143,,159.22,Mpc 
Sy2,234.8194425,24.45508199,0.03441,10138.47566,,116.95,Mpc 
Sy2,234.8194425,24.45508199,0.03441,10138.47566,,145.21,Mpc 
Sy2,234.8194425,24.45508199,0.03441,10138.47566,,145.21,Mpc 
Sy2,243.4131702,34.28606344,0.03215,9483.468949,,178.65,Mpc 
Sy2,243.4131702,34.28606344,0.03215,9483.468949,,187.93,Mpc 
Sy2,243.4131702,34.28606344,0.03215,9483.468949,,187.93,Mpc 
Sy2,234.725647,17.02620739,0.02964,8754.216338,,130,Mpc 
Sy2,322.7386792,11.76359167,0.03629,10682.18571,,216.77,Mpc 
Sy2,322.7386792,11.76359167,0.03629,10682.18571,,188.8,Mpc 
Sy2,322.7386792,11.76359167,0.03629,10682.18571,,188.8,Mpc 
Sy1,338.0302304,0.037080098,0.03894,11446.79287,1.6235,157.04,Mpc 
Sy1,338.0302304,0.037080098,0.03894,11446.79287,1.6235,186.21,Mpc 
Sy1,338.0302304,0.037080098,0.03894,11446.79287,1.6235,186.21,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,16,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,15.7761,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,16.75,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,15.3,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,17.38,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,19,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,20.6,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,15,Mpc 
Sy1,338.9424939,-26.05043472,0.004771007,1426.9,0.4014,21.1,Mpc 
Sy1,339.2331154,-22.22084676,0.033006167,9731.788049,,105.68,Mpc 
Sy1,343.681275,11.71413056,0.028560499,8440,,136.77,Mpc 
Sy1,343.681275,11.71413056,0.028560499,8440,,112.08,Mpc 
Sy2,352.6989519,-13.48547908,0.021526372,6384,,62.52,Mpc 
Sy2,338.9661174,33.94493279,0.022259579,6599,,90.59,Mpc 
Sy2,338.9661174,33.94493279,0.022259579,6599,,97,Mpc 
Sy2,338.9661174,33.94493279,0.022259579,6599,,95.9,Mpc 
Sy2,176.2661622,19.97365429,0.01688,5017.792082,,74.13,Mpc 
Sy2,176.2661622,19.97365429,0.01688,5017.792082,,92.47,Mpc 
Sy2,176.2661622,19.97365429,0.01688,5017.792082,,104.7,Mpc 
Sy2,176.2661622,19.97365429,0.01688,5017.792082,,90.36,Mpc 
Sy2,176.2661622,19.97365429,0.01688,5017.792082,,91,Mpc 
Sy2,176.2661622,19.97365429,0.01688,5017.792082,,75.54,Mpc 
Sy2,202.5093716,13.4160656,0.02468,7307.602839,,96.38,Mpc 
Sy2,202.5093716,13.4160656,0.02468,7307.602839,,125.31,Mpc 
Sy2,202.5093716,13.4160656,0.02468,7307.602839,,125.31,Mpc 
Sy2,202.5093716,13.4160656,0.02468,7307.602839,,107.46,Mpc 
Sy2,202.5093716,13.4160656,0.02468,7307.602839,,107.2,Mpc 
Sy1,268.9517984,62.61225811,0.027362,8090.737947,0.0893,89.95,Mpc 
Sy1,268.9517984,62.61225811,0.027362,8090.737947,0.0893,116.66,Mpc 
Sy1,268.9517984,62.61225811,0.027362,8090.737947,0.0893,89.95,Mpc 
Sy2,26.35612564,-3.827137276,0.018139,5388.624008,,73.33,Mpc 
Sy2,279.5846687,-65.42753939,0.013249,3945.64037,,56.44,Mpc 
Sy2,349.5916667,-4.415833333,0.02441,7228.644484,,102,Mpc 
Sy2,349.5916667,-4.415833333,0.02441,7228.644484,,102.9,Mpc 
Sy2,349.5916667,-4.415833333,0.02441,7228.644484,,99.41,Mpc 
Sy2,7.53045,-11.11366389,0.011794326,3515,,41.5,Mpc 
Sy2,7.53045,-11.11366389,0.011794326,3515,,47.88,Mpc 
Sy1,240.6033016,36.85192374,0.74048,150985.1499,0.1613,199,pc  
Sy2,241.1245944,3.81513263,0.019373,5751.631621,,85.68,Mpc 
Sy2,46.16619299,-12.34138863,0.014513,4319.319002,,57.35,Mpc 
Sy2,46.16619299,-12.34138863,0.014513,4319.319002,,64.8,Mpc 
Sy2,73.995557,-75.541176,0.018426,5473.091923,1.1836,78.1,Mpc 
Sy2,180.2414259,6.806401986,0.03599,10595.49426,,156.1,Mpc 
Sy2,220.1587337,53.50443375,0.03761,11063.30874,0.5641,164,Mpc 
Sy2,135.0972221,17.17878081,0.055759793,16251,,253.51,Mpc 
Sy2,119.4853662,25.16087564,0.01546,4598.968679,,83.18,Mpc 
Sy2,119.4853662,25.16087564,0.01546,4598.968679,,97.27,Mpc 
Sy2,119.4853662,25.16087564,0.01546,4598.968679,,97.27,Mpc 
Sy2,119.4853662,25.16087564,0.01546,4598.968679,,66.54,Mpc 
Sy1,67.44758534,-67.05561392,0.065,18854.45193,0.0403,292.1,Mpc 
Sy2,204.41655,39.15464,0.01982,5883.013761,,88.89,Mpc 
Sy2,40.70121427,28.57407223,0.005221233,1561.2,,31.1889,Mpc 
Sy2,40.70121427,28.57407223,0.005221233,1561.2,,30.62,Mpc 
Sy2,40.70121427,28.57407223,0.005221233,1561.2,,30.3,Mpc 
Sy2,40.70121427,28.57407223,0.005221233,1561.2,,30.9,Mpc 
Sy2,40.70121427,28.57407223,0.005221233,1561.2,,23.7,Mpc 
Sy2,40.70121427,28.57407223,0.005221233,1561.2,,32,Mpc 
Sy2,100.3460458,32.92743763,0.017345643,5155,,72.23,Mpc 
Sy1,147.9792969,-6.822923889,0.01454673,4329.284162,0.4834,63.57,Mpc 
Sy1,27.92441587,-36.18785004,0.033102901,9759.830473,,136.2,Mpc 
Sy1,228.4304769,4.362132816,0.0377,11089.27546,,155.6,Mpc 
Sy1,228.4304769,4.362132816,0.0377,11089.27546,,155.6,Mpc 
Sy2,163.6228369,21.16366708,0.03153,9303.510002,,135.68,Mpc 
Sy1,193.814933,49.96327139,0.65209,139020.0292,0.2089,450,pc  
Sy2,154.8875996,58.20571838,0.00706,2109.063571,0.1939,34.3801,Mpc 
Sy2,154.8875996,58.20571838,0.00706,2109.063571,0.1939,34,Mpc 
Sy2,138.3806626,28.9517176,0.02652,7845.108512,,105.2,Mpc 
Sy2,222.1773689,12.45721283,0.006002152,1794,,26.07,Mpc 
Sy2,347.3344489,0.756502504,0.032404,9557.160887,,139,Mpc 
Sy2,45.12761453,-11.41584196,0.030388907,8972,0.2445,105.2,Mpc 
Sy2,45.12761453,-11.41584196,0.030388907,8972,0.2445,125.31,Mpc 
Sy2,45.12761453,-11.41584196,0.030388907,8972,0.2445,127.1,Mpc 
Sy1,147.5926375,72.27864722,0.004306,1288.127028,,22.9,Mpc 
Sy2,25.90678378,-33.70550831,0.029607,8744.616009,,120.28,Mpc 
